candidate,representation_key,pca_components,c_value,penalty,class_weight,input_dimension,output_dimension,threshold,elapsed_seconds,max_iterations,selected,oof_tuned__n_samples,oof_tuned__n_no_cough,oof_tuned__n_cough,oof_tuned__accuracy,oof_tuned__balanced_accuracy,oof_tuned__precision_cough,oof_tuned__recall_cough,oof_tuned__specificity_no_cough,oof_tuned__f1_cough,oof_tuned__macro_f1,oof_tuned__roc_auc,oof_tuned__tn_no_cough_correct,oof_tuned__fp_no_cough_as_cough,oof_tuned__fn_cough_as_no_cough,oof_tuned__tp_cough_correct,oof_0p5__n_samples,oof_0p5__n_no_cough,oof_0p5__n_cough,oof_0p5__accuracy,oof_0p5__balanced_accuracy,oof_0p5__precision_cough,oof_0p5__recall_cough,oof_0p5__specificity_no_cough,oof_0p5__f1_cough,oof_0p5__macro_f1,oof_0p5__roc_auc,oof_0p5__tn_no_cough_correct,oof_0p5__fp_no_cough_as_cough,oof_0p5__fn_cough_as_no_cough,oof_0p5__tp_cough_correct,oof_tuned__original_cough_count,oof_tuned__original_cough_recall,oof_tuned__new_fsd50k_cough_count,oof_tuned__new_fsd50k_cough_recall
s0_s1__log__peak_rms_crest__pca64__C0p003__l2__weight_none,s0_s1__log__peak_rms_crest,64.0,0.003,l2,,294,64,0.54,1.2662796000367962,6,False,7341,5237,2104,0.9158152840212506,0.9061655749416807,0.8328853046594982,0.8835551330798479,0.9287760168035135,0.8574723247232472,0.8988695472446702,0.9566066544643227,4864,373,245,1859,7341,5237,2104,0.9124097534395859,0.9093232672465805,0.8128479657387581,0.9020912547528517,0.9165552797403094,0.8551475557558008,0.8961864889976896,0.9566066544643227,4800,437,206,1898,1983,0.9268784669692385,121,0.17355371900826447
s0_s1__log__peak_rms_crest__pca64__C0p003__l2__weight_balanced,s0_s1__log__peak_rms_crest,64.0,0.003,l2,balanced,294,64,0.69,1.1485604000044987,6,False,7341,5237,2104,0.9151341779049176,0.9042665216276988,0.8340099233198015,0.8788022813688213,0.9297307618865763,0.8558204119416801,0.8978455403980189,0.956671544458086,4869,368,255,1849,7341,5237,2104,0.8786268900694728,0.8980142119069418,0.7199854914762422,0.9434410646387833,0.8525873591751002,0.8167043818144415,0.862990211475391,0.956671544458086,4465,772,119,1985,1983,0.9218356026222895,121,0.17355371900826447
s0_s1__log__peak_rms_crest__pca64__C0p01__l1__weight_none,s0_s1__log__peak_rms_crest,64.0,0.01,l1,,294,64,0.46,0.996144600037951,12,False,7341,5237,2104,0.9106388775371203,0.8994098459266509,0.8252470799640611,0.8730988593155894,0.9257208325377124,0.8484988452655889,0.89256472402383,0.9516343565925691,4848,389,267,1837,7341,5237,2104,0.9081868955183218,0.8893033882196799,0.8363123236124177,0.8450570342205324,0.9335497422188276,0.840661938534279,0.8880883362782379,0.9516343565925691,4889,348,326,1778,1983,0.9157841654059505,121,0.17355371900826447
s0_s1__log__peak_rms_crest__pca64__C0p01__l1__weight_balanced,s0_s1__log__peak_rms_crest,64.0,0.01,l1,balanced,294,64,0.63,0.9809079999686219,11,False,7341,5237,2104,0.9084593379648549,0.9015786238021216,0.8121185701830863,0.8854562737642585,0.9177009738399847,0.8472032742155525,0.8909295250891065,0.9508891653495056,4806,431,241,1863,7341,5237,2104,0.8818961994278709,0.8973200704841465,0.7298402081010776,0.9334600760456274,0.8611800649226656,0.819186652763295,0.865747872755674,0.9508891653495056,4510,727,140,1964,1983,0.9273827534039334,121,0.19834710743801653
s0_s1__log__peak_rms_crest__pca64__C0p01__l2__weight_none,s0_s1__log__peak_rms_crest,64.0,0.01,l2,,294,64,0.52,1.0803503000061028,6,False,7341,5237,2104,0.924533442310312,0.9114229350098124,0.8594619666048238,0.8807034220532319,0.942142447966393,0.8699530516431925,0.9083981339582303,0.9613129487392644,4934,303,251,1853,7341,5237,2104,0.923852336193979,0.9142154282449172,0.8500226551880381,0.8916349809885932,0.9367958755012412,0.8703317095801438,0.9082157053348603,0.9613129487392644,4906,331,228,1876,1983,0.9233484619263742,121,0.18181818181818182
s0_s1__log__peak_rms_crest__pca64__C0p01__l2__weight_balanced,s0_s1__log__peak_rms_crest,64.0,0.01,l2,balanced,294,64,0.66,1.0486058999667875,7,False,7341,5237,2104,0.9235798937474459,0.9141666473055496,0.8489371325192221,0.8921102661596958,0.9362230284514035,0.8699884125144843,0.9079371984439886,0.9609102677569881,4903,334,227,1877,7341,5237,2104,0.897289197656995,0.9081086899227564,0.7618308766485647,0.9334600760456274,0.8827573037998855,0.8389577103801794,0.8817788551900897,0.9609102677569881,4623,614,140,1964,1983,0.9344427634896622,121,0.19834710743801653
s0_s1__log__peak_rms_crest__pca64__C0p03__l1__weight_none,s0_s1__log__peak_rms_crest,64.0,0.03,l1,,294,64,0.48,1.0182596000377089,15,False,7341,5237,2104,0.9241247786405122,0.9097148307124432,0.8616175783076204,0.8759505703422054,0.9434790910826809,0.8687249587555974,0.9076836787263953,0.9593220511264176,4941,296,261,1843,7341,5237,2104,0.9243972210870454,0.907915426647625,0.8672356567093409,0.8692965779467681,0.946534275348482,0.8682648943745549,0.9076256174996282,0.9593220511264176,4957,280,275,1829,1983,0.9198184568835098,121,0.15702479338842976
s0_s1__log__peak_rms_crest__pca64__C0p03__l1__weight_balanced,s0_s1__log__peak_rms_crest,64.0,0.03,l1,balanced,294,64,0.68,1.1561313000274822,13,False,7341,5237,2104,0.9234436725241792,0.9081001135529514,0.862312030075188,0.872148288973384,0.9440519381325186,0.8672022684310019,0.9067111820623909,0.9586368490943716,4944,293,269,1835,7341,5237,2104,0.9026018253643918,0.9095575065107806,0.7770243318707619,0.9258555133079848,0.8932594997135764,0.8449360225547603,0.8869700468249921,0.9586368490943716,4678,559,156,1948,1983,0.9147755925365607,121,0.17355371900826447
s0_s1__log__peak_rms_crest__pca64__C0p03__l2__weight_none,s0_s1__log__peak_rms_crest,64.0,0.03,l2,,294,64,0.5,1.2863918999792077,6,False,7341,5237,2104,0.9269854243291105,0.9132836442365706,0.8663551401869158,0.8811787072243346,0.9453885812488065,0.8737040527803959,0.9111766096436948,0.9626663815742186,4951,286,250,1854,7341,5237,2104,0.9269854243291105,0.9132836442365706,0.8663551401869158,0.8811787072243346,0.9453885812488065,0.8737040527803959,0.9111766096436948,0.9626663815742186,4951,286,250,1854,1983,0.9228441754916793,121,0.19834710743801653
s0_s1__log__peak_rms_crest__pca64__C0p03__l2__weight_balanced,s0_s1__log__peak_rms_crest,64.0,0.03,l2,balanced,294,64,0.69,1.0762324000243098,8,False,7341,5237,2104,0.9253507696499115,0.9101475970554646,0.8662900188323918,0.8745247148288974,0.9457704792820317,0.8703878902554399,0.9089838819939913,0.9618952343336497,4953,284,264,1840,7341,5237,2104,0.906143577169323,0.9124663479584791,0.7844792923200643,0.9272813688212928,0.8976513270956654,0.8499237638858637,0.8908225498648424,0.9618952343336497,4701,536,153,1951,1983,0.9167927382753404,121,0.18181818181818182
s0_s1__log__peak_rms_crest__pca64__C0p1__l1__weight_none,s0_s1__log__peak_rms_crest,64.0,0.1,l1,,294,64,0.51,0.9987844999996014,16,False,7341,5237,2104,0.9276665304454434,0.9093538063835055,0.879401833092137,0.8664448669201521,0.9522627458468589,0.8728752693320565,0.9111639554656474,0.9619052174096134,4987,250,281,1823,7341,5237,2104,0.9269854243291105,0.9097294423054444,0.8751196172248804,0.8692965779467681,0.9501623066641207,0.8721983786361469,0.9105461763508729,0.9619052174096134,4976,261,275,1829,1983,0.9097327281896117,121,0.15702479338842976
s0_s1__log__peak_rms_crest__pca64__C0p1__l1__weight_balanced,s0_s1__log__peak_rms_crest,64.0,0.1,l1,balanced,294,64,0.7,1.011661299970001,15,False,7341,5237,2104,0.9254869908731781,0.9069732057871347,0.8748194511314396,0.8635931558935361,0.9503532556807333,0.8691700550107629,0.908539888947149,0.9610478526948134,4977,260,287,1817,7341,5237,2104,0.9080506742950551,0.9129499826112968,0.7903291344981714,0.9244296577946768,0.9014703074279168,0.8521358159912377,0.8927082163874346,0.9610478526948134,4721,516,159,1945,1983,0.9051941502773575,121,0.18181818181818182
s0_s1__log__peak_rms_crest__pca64__C0p1__l2__weight_none,s0_s1__log__peak_rms_crest,64.0,0.1,l2,,294,64,0.51,1.0849118999904022,8,False,7341,5237,2104,0.92780275166871,0.910160121278037,0.878001921229587,0.8688212927756654,0.9514989497804086,0.8733874820831342,0.9114460276269329,0.9626213669771465,4983,254,276,1828,7341,5237,2104,0.9267129818825773,0.9105336698295472,0.8717948717948718,0.8726235741444867,0.9484437655146076,0.872209026128266,0.9104169653177617,0.9626213669771465,4967,270,268,1836,1983,0.9127584467977812,121,0.1487603305785124
s0_s1__log__peak_rms_crest__pca64__C0p1__l2__weight_balanced,s0_s1__log__peak_rms_crest,64.0,0.1,l2,balanced,294,64,0.67,1.0993975999881513,8,False,7341,5237,2104,0.9242609998637787,0.9116584902249351,0.8576709796672828,0.8821292775665399,0.9411877028833302,0.8697282099343955,0.9081692710897251,0.9616308643310866,4929,308,248,1856,7341,5237,2104,0.9102302138673205,0.9141932385897072,0.7959852519459238,0.9234790874524715,0.904907389726943,0.855005500550055,0.8949980644705489,0.9616308643310866,4739,498,161,1943,1983,0.9248613212304589,121,0.18181818181818182
s0_s1__log__peak_rms_crest__pca64__C0p3__l1__weight_none,s0_s1__log__peak_rms_crest,64.0,0.3,l1,,294,64,0.49,1.1769563000416383,16,False,7341,5237,2104,0.9273940879989102,0.9117218827573038,0.872098531501658,0.875,0.9484437655146076,0.873546856465006,0.9113124556520119,0.9622277615184731,4967,270,263,1841,7341,5237,2104,0.9271216455523771,0.9098249168137507,0.8755385351842987,0.8692965779467681,0.9503532556807333,0.8724063916050561,0.910700287994348,0.9622277615184731,4977,260,275,1829,1983,0.9183055975794251,121,0.1652892561983471
s0_s1__log__peak_rms_crest__pca64__C0p3__l1__weight_balanced,s0_s1__log__peak_rms_crest,64.0,0.3,l1,balanced,294,64,0.71,1.0442049000412226,14,False,7341,5237,2104,0.924533442310312,0.9058783799972556,0.8729547641963427,0.8621673003802282,0.949589459614283,0.8675274988043998,0.9073827970212476,0.9611483187411016,4973,264,290,1814,7341,5237,2104,0.9106388775371203,0.9134844855739107,0.7986798679867987,0.9201520912547528,0.9068168798930686,0.8551236749116607,0.8952592965852375,0.9611483187411016,4749,488,168,1936,1983,0.9051941502773575,121,0.15702479338842976
s0_s1__log__peak_rms_crest__pca64__C0p3__l2__weight_none,s0_s1__log__peak_rms_crest,64.0,0.3,l2,,294,64,0.46,1.0743711999966763,9,False,7341,5237,2104,0.9265767606593107,0.913708061097877,0.8634463539247561,0.8835551330798479,0.9438609891159061,0.8733850129198967,0.9108411875151042,0.9623009102387152,4943,294,245,1859,7341,5237,2104,0.9264405394360441,0.9097740485039544,0.8723809523809524,0.870722433460076,0.9488256635478327,0.8715509039010466,0.9100071755618995,0.9623009102387152,4969,268,272,1832,1983,0.9258698940998488,121,0.19008264462809918
s0_s1__log__peak_rms_crest__pca64__C0p3__l2__weight_balanced,s0_s1__log__peak_rms_crest,64.0,0.3,l2,balanced,294,64,0.73,1.1721493999939412,9,False,7341,5237,2104,0.9249421059801117,0.9037479462090086,0.8804507594316512,0.8540874524714829,0.9534084399465342,0.8670687575392039,0.9073884169208783,0.9612215582165797,4993,244,307,1797,7341,5237,2104,0.9109113199836535,0.9139597707450133,0.798845836768343,0.9211026615969582,0.9068168798930686,0.8556291390728477,0.8956041676451709,0.9612215582165797,4749,488,166,1938,1983,0.897125567322239,121,0.1487603305785124
s0_s1__log__peak_rms_crest__pca64__C1__l1__weight_none,s0_s1__log__peak_rms_crest,64.0,1.0,l1,,294,64,0.47,1.291899299947545,18,False,7341,5237,2104,0.9267129818825773,0.912950527142713,0.8658878504672897,0.8807034220532319,0.945197632232194,0.8732327992459944,0.9108451790826638,0.9621044251527047,4950,287,251,1853,7341,5237,2104,0.9267129818825773,0.910249333675057,0.8725023786869648,0.8716730038022814,0.9488256635478327,0.8720874940561103,0.9103660074327897,0.9621044251527047,4969,268,270,1834,1983,0.9238527483610691,121,0.17355371900826447
s0_s1__log__peak_rms_crest__pca64__C1__l1__weight_balanced,s0_s1__log__peak_rms_crest,64.0,1.0,l1,balanced,294,64,0.72,1.1000331999966875,15,False,7341,5237,2104,0.9242609998637787,0.9042657502081926,0.8757281553398059,0.8574144486692015,0.9511170517471835,0.866474543707973,0.9068063914584741,0.9609928550217777,4981,256,300,1804,7341,5237,2104,0.9106388775371203,0.9136266536511557,0.7984336356141797,0.9206273764258555,0.9066259308764559,0.8551876379690949,0.8952849143352173,0.9609928550217777,4748,489,167,1937,1983,0.9001512859304085,121,0.15702479338842976
s0_s1__log__peak_rms_crest__pca64__C1__l2__weight_none,s0_s1__log__peak_rms_crest,64.0,1.0,l2,,294,64,0.47,1.1018484000233002,8,False,7341,5237,2104,0.9260318757662444,0.9123309865239365,0.864209052729818,0.8802281368821293,0.9444338361657437,0.8721450435601601,0.910054313826079,0.9620970739785861,4946,291,252,1852,7341,5237,2104,0.926168096989511,0.9094409314100969,0.871904761904762,0.8702471482889734,0.9486347145312202,0.8710751665080876,0.9096738688047215,0.9620970739785861,4968,269,273,1831,1983,0.9233484619263742,121,0.17355371900826447
s0_s1__log__peak_rms_crest__pca64__C1__l2__weight_balanced,s0_s1__log__peak_rms_crest,64.0,1.0,l2,balanced,294,64,0.69,1.110189699975308,10,False,7341,5237,2104,0.9234436725241792,0.9083844497074414,0.8616322701688556,0.8730988593155894,0.9436700400992935,0.8673276676109537,0.9067635849063767,0.9609767005897637,4942,295,267,1837,7341,5237,2104,0.9106388775371203,0.9134844855739107,0.7986798679867987,0.9201520912547528,0.9068168798930686,0.8551236749116607,0.8952592965852375,0.9609767005897637,4749,488,168,1936,1983,0.9152798789712556,121,0.18181818181818182
s0_s1__log__peak_rms_crest__pca128__C0p0001__l1__weight_none,s0_s1__log__peak_rms_crest,128.0,0.0001,l1,,294,128,0.51,0.8911546999588609,2,False,7341,5237,2104,0.7069881487535759,0.5128572035335007,0.41924398625429554,0.05798479087452472,0.9677296161924767,0.10187891440501044,0.4634079198052561,0.5589669440388694,5068,169,1982,122,7341,5237,2104,0.3440948099713935,0.5274951155531967,0.2988573972399466,0.9572243346007605,0.097765896505633,0.4555015266312337,0.3154370109607616,0.5589669440388694,512,4725,90,2014,1983,0.0600100857286939,121,0.024793388429752067
s0_s1__log__peak_rms_crest__pca128__C0p0001__l1__weight_balanced,s0_s1__log__peak_rms_crest,128.0,0.0001,l1,balanced,294,128,0.51,0.9193906000000425,3,False,7341,5237,2104,0.6977251055714481,0.5693453951882299,0.4538152610441767,0.2685361216730038,0.8701546687034561,0.33741415347865034,0.5708071385058477,0.6674889696086127,4557,680,1539,565,7341,5237,2104,0.49666258002996866,0.5993110497767058,0.344780487804878,0.839828897338403,0.3587932022150086,0.4888642965832065,0.4965453912810035,0.6674889696086127,1879,3358,337,1767,1983,0.28189611699445283,121,0.049586776859504134
s0_s1__log__peak_rms_crest__pca128__C0p0001__l2__weight_none,s0_s1__log__peak_rms_crest,128.0,0.0001,l2,,294,128,0.59,1.082185400009621,5,False,7341,5237,2104,0.8759024656041411,0.8675289382145613,0.7511578947368421,0.8479087452471483,0.8871491311819744,0.7966063853538736,0.8536594604413199,0.9193690550782638,4646,591,320,1784,7341,5237,2104,0.8287699223539028,0.8607958526309216,0.6370106761565836,0.9358365019011406,0.7857552033607027,0.758036573628489,0.8127697361659889,0.9193690550782638,4115,1122,135,1969,1983,0.8875441250630358,121,0.19834710743801653
s0_s1__log__peak_rms_crest__pca128__C0p0001__l2__weight_balanced,s0_s1__log__peak_rms_crest,128.0,0.0001,l2,balanced,294,128,0.65,1.2106855000020005,5,False,7341,5237,2104,0.8684102983244789,0.8557381087044436,0.7433704020530368,0.8260456273764258,0.8854305900324614,0.7825303917154435,0.8440972271077217,0.9169678530433134,4637,600,366,1738,7341,5237,2104,0.7956681651001226,0.8421449255843367,0.5888758092995879,0.9510456273764258,0.7332442237922475,0.7273718647764449,0.7819865859829938,0.9169678530433134,3840,1397,103,2001,1983,0.864851235501765,121,0.19008264462809918
s0_s1__log__peak_rms_crest__pca128__C0p0003__l1__weight_none,s0_s1__log__peak_rms_crest,128.0,0.0003,l1,,294,128,0.54,1.2637959999847226,7,False,7341,5237,2104,0.8109249421059801,0.7971081842345812,0.6430855315747402,0.7647338403041825,0.8294825281649799,0.6986539296569692,0.7804504265196319,0.8685941324198757,4344,893,495,1609,7341,5237,2104,0.7733278844844027,0.8099956092616807,0.566066066066066,0.8959125475285171,0.7240786709948444,0.69377990430622,0.7569245542292347,0.8685941324198757,3792,1445,219,1885,1983,0.7977811396873424,121,0.2231404958677686
s0_s1__log__peak_rms_crest__pca128__C0p0003__l1__weight_balanced,s0_s1__log__peak_rms_crest,128.0,0.0003,l1,balanced,294,128,0.57,0.9935338000068441,5,False,7341,5237,2104,0.8095627298733142,0.7955847668425382,0.6409744408945687,0.7628326996197718,0.8283368340653046,0.6966145833333334,0.7789207520597579,0.8685292424261125,4338,899,499,1605,7341,5237,2104,0.7543931344503474,0.8028378799286446,0.5423347398030942,0.9163498098859315,0.6893259499713577,0.6813924721682276,0.7407848983915504,0.8685292424261125,3610,1627,176,1928,1983,0.7972768532526475,121,0.19834710743801653
s0_s1__log__peak_rms_crest__pca128__C0p0003__l2__weight_none,s0_s1__log__peak_rms_crest,128.0,0.0003,l2,,294,128,0.59,1.1143774000229314,5,False,7341,5237,2104,0.8918403487263316,0.8860921957031389,0.777307366638442,0.8726235741444867,0.8995608172617912,0.8222122704881325,0.8722455244374883,0.9328533772927496,4711,526,268,1836,7341,5237,2104,0.8607819098215502,0.8828058578511628,0.6898245614035088,0.9344106463878327,0.831201069314493,0.7937020589422689,0.8443222465763975,0.9328533772927496,4353,884,138,1966,1983,0.9147755925365607,121,0.18181818181818182
s0_s1__log__peak_rms_crest__pca128__C0p0003__l2__weight_balanced,s0_s1__log__peak_rms_crest,128.0,0.0003,l2,balanced,294,128,0.68,1.118603400012944,5,False,7341,5237,2104,0.8889797030377333,0.8788270121706402,0.7791251624079688,0.8550380228136882,0.9026160015275921,0.8153183775209608,0.8679766490779407,0.9324967092151414,4727,510,305,1799,7341,5237,2104,0.8170548971529764,0.8571344233884229,0.6174020364085159,0.9510456273764258,0.76322321940042,0.7487371375116931,0.8024503937531691,0.9324967092151414,3997,1240,103,2001,1983,0.8966212808875441,121,0.17355371900826447
s0_s1__log__peak_rms_crest__pca128__C0p001__l1__weight_none,s0_s1__log__peak_rms_crest,128.0,0.001,l1,,294,128,0.57,1.0208627000101842,8,False,7341,5237,2104,0.8509739817463561,0.8416691866370538,0.7069672131147541,0.8198669201520913,0.8634714531220165,0.7592429577464789,0.8256660636039556,0.9035966118529242,4522,715,379,1725,7341,5237,2104,0.8219588611905735,0.8503354041258057,0.6301862136556681,0.9168250950570342,0.7838457131945771,0.7469506292352371,0.8048087180010377,0.9035966118529242,4105,1132,175,1929,1983,0.854261220373172,121,0.256198347107438
s0_s1__log__peak_rms_crest__pca128__C0p001__l1__weight_balanced,s0_s1__log__peak_rms_crest,128.0,0.001,l1,balanced,294,128,0.67,0.9727201000205241,7,False,7341,5237,2104,0.8526086364255551,0.8330052834068209,0.7231441048034934,0.7870722433460076,0.8789383234676341,0.7537551206190259,0.824292023762079,0.9055916842066286,4603,634,448,1656,7341,5237,2104,0.7800027244244653,0.8310231890518691,0.5696382796923953,0.9505703422053232,0.7114760358984151,0.7123775601068566,0.7671295542896697,0.9055916842066286,3726,1511,104,2000,1983,0.821986888552698,121,0.21487603305785125
s0_s1__log__peak_rms_crest__pca128__C0p001__l2__weight_none,s0_s1__log__peak_rms_crest,128.0,0.001,l2,,294,128,0.56,1.137626799987629,5,False,7341,5237,2104,0.9057349134995232,0.9005221420994662,0.8035253654342218,0.8883079847908745,0.912736299408058,0.8437923250564334,0.8881466502379318,0.9483399415245863,4780,457,235,1869,7341,5237,2104,0.8948372156381964,0.9042576276145676,0.7595479345284489,0.9263307984790875,0.8821844567500478,0.8346895074946467,0.8787910182299442,0.9483399415245863,4620,617,155,1949,1983,0.9314170448814927,121,0.18181818181818182
s0_s1__log__peak_rms_crest__pca128__C0p001__l2__weight_balanced,s0_s1__log__peak_rms_crest,128.0,0.001,l2,balanced,294,128,0.7,1.2341169000137597,6,False,7341,5237,2104,0.9038278163737911,0.8925035993526611,0.811219946571683,0.8659695817490495,0.9190376169562727,0.8377011494252874,0.8846848759127985,0.9484887801116797,4813,424,282,1822,7341,5237,2104,0.8487944421740907,0.8790956476692966,0.6654460719041279,0.9500950570342205,0.8080962383043727,0.7826938136256852,0.8333774060816957,0.9484887801116797,4232,1005,105,1999,1983,0.9087241553202219,121,0.1652892561983471
s0_s1__log__peak_rms_crest__pca128__C0p003__l1__weight_none,s0_s1__log__peak_rms_crest,128.0,0.003,l1,,294,128,0.46,1.0560452999779955,9,False,7341,5237,2104,0.8760386868274077,0.8740219761988948,0.742288961038961,0.8692965779467681,0.8787473744510216,0.8007880910683012,0.8554068990045876,0.9262801570573812,4602,635,275,1829,7341,5237,2104,0.875630023157608,0.8580970641770207,0.7650200267022697,0.8170152091254753,0.899178919228566,0.7901631808779591,0.8508941932847834,0.9262801570573812,4709,528,385,1719,1983,0.9087241553202219,121,0.2231404958677686
s0_s1__log__peak_rms_crest__pca128__C0p003__l1__weight_balanced,s0_s1__log__peak_rms_crest,128.0,0.003,l1,balanced,294,128,0.67,1.0177624999778345,8,False,7341,5237,2104,0.8768560141670072,0.8691924363134207,0.7518891687657431,0.8512357414448669,0.8871491311819744,0.7984841729826125,0.8549109762519967,0.9251218479798974,4646,591,313,1791,7341,5237,2104,0.8208690914044409,0.8595233734665088,0.6229354939233406,0.9500950570342205,0.768951689898797,0.7524938829286656,0.806068694052656,0.9251218479798974,4027,1210,105,1999,1983,0.8915784165405951,121,0.19008264462809918
s0_s1__log__peak_rms_crest__pca128__C0p003__l2__weight_none,s0_s1__log__peak_rms_crest,128.0,0.003,l2,,294,128,0.56,1.1799858000013046,6,False,7341,5237,2104,0.9181310448167824,0.9056561204242117,0.8439359267734554,0.876425855513308,0.9348863853351155,0.8598740965259968,0.9010233563549834,0.958646378394155,4896,341,260,1844,7341,5237,2104,0.9154066203514507,0.912134546815544,0.8191993112354714,0.904467680608365,0.9198014130227229,0.8597244183419923,0.8995842959579294,0.958646378394155,4817,420,201,1903,1983,0.91880988401412,121,0.18181818181818182
s0_s1__log__peak_rms_crest__pca128__C0p003__l2__weight_balanced,s0_s1__log__peak_rms_crest,128.0,0.003,l2,balanced,294,128,0.69,1.1827861000201665,6,False,7341,5237,2104,0.918267266040049,0.9067467714732333,0.8421292083712466,0.8797528517110266,0.9337406912354401,0.8605299860529986,0.9013632589224531,0.9582770045835025,4890,347,253,1851,7341,5237,2104,0.8813513145348045,0.9000658701503125,0.7250821467688937,0.9439163498098859,0.856215390490739,0.8201527978525707,0.8658137706103995,0.9582770045835025,4484,753,118,1986,1983,0.9228441754916793,121,0.17355371900826447
s0_s1__log__peak_rms_crest__pca128__C0p01__l1__weight_none,s0_s1__log__peak_rms_crest,128.0,0.01,l1,,294,128,0.46,1.021793699997943,13,False,7341,5237,2104,0.9106388775371203,0.8994098459266509,0.8252470799640611,0.8730988593155894,0.9257208325377124,0.8484988452655889,0.89256472402383,0.9516343565925693,4848,389,267,1837,7341,5237,2104,0.9081868955183218,0.8893033882196799,0.8363123236124177,0.8450570342205324,0.9335497422188276,0.840661938534279,0.8880883362782379,0.9516343565925693,4889,348,326,1778,1983,0.9157841654059505,121,0.17355371900826447
s0_s1__log__peak_rms_crest__pca128__C0p01__l1__weight_balanced,s0_s1__log__peak_rms_crest,128.0,0.01,l1,balanced,294,128,0.63,1.001349600031972,10,False,7341,5237,2104,0.9084593379648549,0.9015786238021216,0.8121185701830863,0.8854562737642585,0.9177009738399847,0.8472032742155525,0.8909295250891065,0.9508893468599778,4806,431,241,1863,7341,5237,2104,0.8818961994278709,0.8973200704841465,0.7298402081010776,0.9334600760456274,0.8611800649226656,0.819186652763295,0.865747872755674,0.9508893468599778,4510,727,140,1964,1983,0.9273827534039334,121,0.19834710743801653
s0_s1__log__peak_rms_crest__pca128__C0p01__l2__weight_none,s0_s1__log__peak_rms_crest,128.0,0.01,l2,,294,128,0.51,1.2493353000027128,6,False,7341,5237,2104,0.9286200790083095,0.9167040275721667,0.8657407407407407,0.8887832699619772,0.9446247851823563,0.8771106941838649,0.9134065661358948,0.9637726879014556,4947,290,234,1870,7341,5237,2104,0.9282114153385097,0.9174127805879633,0.8621956821313734,0.8921102661596958,0.9427152950162306,0.8768979210464845,0.913114858033097,0.9637726879014556,4937,300,227,1877,1983,0.9309127584467978,121,0.19834710743801653
s0_s1__log__peak_rms_crest__pca128__C0p01__l2__weight_balanced,s0_s1__log__peak_rms_crest,128.0,0.01,l2,balanced,294,128,0.67,1.2532256999984384,7,False,7341,5237,2104,0.9286200790083095,0.9171305318039019,0.8647276084949215,0.8902091254752852,0.9440519381325186,0.8772833723653396,0.9134784130363003,0.9632281564852603,4944,293,231,1873,7341,5237,2104,0.9031467102574581,0.9123562618571717,0.7745368545526212,0.93393536121673,0.8907771624976132,0.8468002585649644,0.8879952891271192,0.9632281564852603,4665,572,139,1965,1983,0.9324256177508825,121,0.19834710743801653
s0_s1__log__peak_rms_crest__pca128__C0p03__l1__weight_none,s0_s1__log__peak_rms_crest,128.0,0.03,l1,,294,128,0.5,1.040164400008507,15,False,7341,5237,2104,0.9243972210870454,0.907915426647625,0.8672356567093409,0.8692965779467681,0.946534275348482,0.8682648943745549,0.9076256174996282,0.9593016311983104,4957,280,275,1829,7341,5237,2104,0.9243972210870454,0.907915426647625,0.8672356567093409,0.8692965779467681,0.946534275348482,0.8682648943745549,0.9076256174996282,0.9593016311983104,4957,280,275,1829,1983,0.9132627332324761,121,0.1487603305785124
s0_s1__log__peak_rms_crest__pca128__C0p03__l1__weight_balanced,s0_s1__log__peak_rms_crest,128.0,0.03,l1,balanced,294,128,0.68,1.0418782000197098,13,False,7341,5237,2104,0.9233074513009126,0.908004639044645,0.8619069985908877,0.872148288973384,0.9438609891159061,0.8669974013701867,0.9065583236155172,0.9586294979202531,4943,294,269,1835,7341,5237,2104,0.9021931616945921,0.9092710829858618,0.7760956175298804,0.9258555133079848,0.8926866526637388,0.8443866493281318,0.886535795859934,0.9586294979202531,4675,562,156,1948,1983,0.9147755925365607,121,0.17355371900826447
s0_s1__log__peak_rms_crest__pca128__C0p03__l2__weight_none,s0_s1__log__peak_rms_crest,128.0,0.03,l2,,294,128,0.55,1.3178445000085048,7,False,7341,5237,2104,0.9318893883667075,0.911887011909265,0.8939096267190569,0.8650190114068441,0.958755012411686,0.8792270531400966,0.9158988614211202,0.9656520473292186,5021,216,284,1820,7341,5237,2104,0.9301185124642419,0.9163325663910853,0.8736496007515265,0.8840304182509505,0.9486347145312202,0.8788093550673282,0.9148568739160929,0.9656520473292186,4968,269,244,1860,1983,0.9092284417549168,121,0.14049586776859505
s0_s1__log__peak_rms_crest__pca128__C0p03__l2__weight_balanced,s0_s1__log__peak_rms_crest,128.0,0.03,l2,balanced,294,128,0.72,1.3178667000029236,8,False,7341,5237,2104,0.9306633973573083,0.9113120774889987,0.8892142508540751,0.8659695817490495,0.9566545732289479,0.877437996628943,0.9145476620052304,0.9650633181130752,5010,227,282,1822,7341,5237,2104,0.9145892930118512,0.9186701036279588,0.8040345821325648,0.9282319391634981,0.9091082680924193,0.8616810059563204,0.8999507601463541,0.9650633181130752,4761,476,151,1953,1983,0.9092284417549168,121,0.15702479338842976
