split,cough_source,n_cough_segments,n_cough_recordings,recall_cough,false_negative_rate,mean_probability_cough,median_probability_cough
train_oof,original_cough,1983,1983,0.9848714069591528,0.015128593040847202,0.9621073238049542,0.9927439198705659
train_oof,new_fsd50k_cough,132,121,0.5075757575757576,0.49242424242424243,0.47895352026322385,0.5262512314429517
