dataset,dataset_origin,threshold,n_samples,n_no_cough,n_cough,accuracy,balanced_accuracy,precision_cough,recall_cough,specificity_no_cough,f1_cough,macro_f1,roc_auc,tn_no_cough_correct,fp_no_cough_as_cough,fn_cough_as_no_cough,tp_cough_correct
train_oof_coughvid,COUGHVID,0.5,2034,51,1983,0.9670599803343166,0.6296906054403607,0.9814070351758793,0.9848714069591528,0.27450980392156865,0.9831361691417065,0.6389365056234848,0.868628439777323,14,37,30,1953
train_oof_fsd50k,FSD50K,0.5,5684,5552,132,0.9322660098522167,0.7249694349838443,0.1731266149870801,0.5075757575757576,0.9423631123919308,0.2581888246628131,0.6113508414953848,0.8460219085669375,5232,320,65,67
