dataset,experiment,pooling_key,model_family,candidate_key,C,pca_components,output_dimension,score_type,model_size_kb_joblib,learned_inference_float_count,estimated_float32_parameters_kb,threshold_policy,threshold,accuracy,balanced_accuracy,macro_f1,dry_precision,wet_precision,dry_recall,wet_recall,roc_auc,average_precision_wet,tn_dry_correct,fp_dry_as_wet,fn_wet_as_dry,tp_wet_correct
train_oof,mfcc117_recording_logistic_regression,mean_std_max,logistic_regression,logistic_regression__C10__pca128,10.0,128,128,wet_probability,179.291015625,46110,180.1171875,fixed_native,0.5,0.6223043746149106,0.5953810421607604,0.5625142637027187,0.8247950819672131,0.3168469860896445,0.6455493183640738,0.5452127659574468,0.6211716630551622,0.3203868761981697,805,442,171,205
train_oof,mfcc117_recording_logistic_regression,mean_std_max,logistic_regression,logistic_regression__C10__pca128,10.0,128,128,wet_probability,179.291015625,46110,180.1171875,oof_tuned_frozen,0.5829386662229422,0.6709796672828097,0.5861887679366651,0.5763686309779846,0.8118985126859143,0.3354166666666666,0.7441860465116279,0.4281914893617021,0.6211716630551622,0.3203868761981697,928,319,215,161
validation,mfcc117_recording_logistic_regression,mean_std_max,logistic_regression,logistic_regression__C10__pca128,10.0,128,128,wet_probability,179.291015625,46110,180.1171875,fixed_native,0.5,0.5959885386819485,0.5948037589828634,0.5496032290837201,0.8290155440414507,0.3076923076923077,0.5970149253731343,0.5925925925925926,0.6434954855352866,0.3559719294328497,160,108,33,48
validation,mfcc117_recording_logistic_regression,mean_std_max,logistic_regression,logistic_regression__C10__pca128,10.0,128,128,wet_probability,179.291015625,46110,180.1171875,oof_tuned_frozen,0.5829386662229422,0.6561604584527221,0.5866040169522756,0.571674030436917,0.8135593220338984,0.3274336283185841,0.7164179104477612,0.4567901234567901,0.6434954855352866,0.3559719294328497,192,76,44,37
test,mfcc117_recording_logistic_regression,mean_std_max,logistic_regression,logistic_regression__C10__pca128,10.0,128,128,wet_probability,179.291015625,46110,180.1171875,oof_tuned_frozen,0.5829386662229422,0.6637931034482759,0.5975746268656716,0.580589004831117,0.8212765957446808,0.336283185840708,0.7201492537313433,0.475,0.6613339552238806,0.3718492859662215,193,75,42,38
