experiment,phase_a_candidate_count,phase_b_candidate_count,phase_a_C_values,phase_a_PCA,phase_a_whiten,phase_b_gold,phase_b_wet_cost,penalty,selection,minimum_wet_recall_oof,validation_used_for_selection,test_processed,winner
wst_recording_lr_two_phase_search,72,24,1e-05|3e-05|0.0001|0.0003|0.001|0.003,64|128|192|256|384|512,False|True,1.0|1.5,1.0|1.15|1.3|1.5,l2,max_oof_macro_f1_subject_to_min_wet_recall,0.550531914893617,False,False,logistic_regression__C0.001__pca128__no_whiten__gold1__wetcost1
