candidate_key,representation_key,C,penalty,pca_components,pca_whiten,gold_multiplier,wet_cost,threshold_oof_constrained,minimum_wet_recall_oof,elapsed_fit_seconds,oof_tuned__accuracy,oof_tuned__balanced_accuracy,oof_tuned__macro_f1,oof_tuned__dry_precision,oof_tuned__wet_precision,oof_tuned__dry_recall,oof_tuned__wet_recall,oof_tuned__roc_auc,oof_tuned__average_precision_wet,oof_tuned__tn_dry_correct,oof_tuned__fp_dry_as_wet,oof_tuned__fn_wet_as_dry,oof_tuned__tp_wet_correct,native__accuracy,native__balanced_accuracy,native__macro_f1,native__dry_precision,native__wet_precision,native__dry_recall,native__wet_recall,native__roc_auc,native__average_precision_wet,native__tn_dry_correct,native__fp_dry_as_wet,native__fn_wet_as_dry,native__tp_wet_correct
logistic_regression__C1e-05__pca192__no_whiten__gold1__wetcost1,logistic_regression__C1e-05__pca192__no_whiten,1e-05,l2,192,False,1.0,1.0,0.5087355736806977,0.550531914893617,0.059489100001883344,0.6444855206407887,0.6116733351533041,0.5809420035306674,0.8323412698412699,0.33658536585365856,0.6728147554129912,0.550531914893617,0.6568637069392074,0.3493645792461889,839,408,169,207,0.6142945163277881,0.6143179801736935,0.5672744711879191,0.8408342480790341,0.324438202247191,0.6142742582197274,0.6143617021276596,0.6568637069392074,0.3493645792461889,766,481,145,231
logistic_regression__C0.0001__pca192__whiten__gold1__wetcost1,logistic_regression__C0.0001__pca192__whiten,0.0001,l2,192,True,1.0,1.0,0.5013407591878225,0.550531914893617,0.03623799999968469,0.6444855206407887,0.6116733351533041,0.5809420035306674,0.8323412698412699,0.33658536585365856,0.6728147554129912,0.550531914893617,0.6452933849750038,0.35285456112485125,839,408,169,207,0.6025878003696857,0.604842046443379,0.5571256264994845,0.8359375,0.3149931224209078,0.6006415396952687,0.6090425531914894,0.6452933849750038,0.35285456112485125,749,498,147,229
logistic_regression__C1e-05__pca384__no_whiten__gold1__wetcost1,logistic_regression__C1e-05__pca384__no_whiten,1e-05,l2,384,False,1.0,1.0,0.5087104101736992,0.550531914893617,0.10603400000036345,0.6438693776956254,0.6112723728437612,0.5804528508458082,0.8321747765640516,0.336038961038961,0.6720128307939054,0.550531914893617,0.6569234247299902,0.3493744856060368,838,409,169,207,0.6136783733826248,0.6129881929396509,0.5663854223969068,0.8399122807017544,0.3234880450070324,0.6142742582197274,0.6117021276595744,0.6569234247299902,0.3493744856060368,766,481,146,230
logistic_regression__C1e-05__pca128__no_whiten__gold1__wetcost1,logistic_regression__C1e-05__pca128__no_whiten,1e-05,l2,128,False,1.0,1.0,0.5086743563921162,0.550531914893617,0.040573500000391505,0.6438693776956254,0.6112723728437612,0.5804528508458082,0.8321747765640516,0.336038961038961,0.6720128307939054,0.550531914893617,0.6567826613660018,0.3492850883226065,838,409,169,207,0.6155268022181146,0.6151199047927793,0.5682627378759976,0.8411829134720701,0.32535211267605635,0.615878107457899,0.6143617021276596,0.6567826613660018,0.3492850883226065,768,479,145,231
logistic_regression__C1e-05__pca512__no_whiten__gold1__wetcost1,logistic_regression__C1e-05__pca512__no_whiten,1e-05,l2,512,False,1.0,1.0,0.5086013309000996,0.550531914893617,0.13525730000219482,0.6432532347504621,0.6108714105342183,0.5799638749542403,0.8320079522862823,0.3354943273905997,0.6712109061748196,0.550531914893617,0.6569532836253817,0.34936203519161363,837,410,169,207,0.6136783733826248,0.6129881929396509,0.5663854223969068,0.8399122807017544,0.3234880450070324,0.6142742582197274,0.6117021276595744,0.6569532836253817,0.34936203519161363,766,481,146,230
logistic_regression__C1e-05__pca64__no_whiten__gold1__wetcost1,logistic_regression__C1e-05__pca64__no_whiten,1e-05,l2,64,False,1.0,1.0,0.5079693968078823,0.550531914893617,0.024913900000683498,0.6426370918052988,0.6113992731491751,0.579946452476573,0.8325024925224327,0.33548387096774196,0.6696070569366479,0.5531914893617021,0.6563134501527069,0.3489627043136018,835,412,168,208,0.6155268022181146,0.6151199047927793,0.5682627378759976,0.8411829134720701,0.32535211267605635,0.615878107457899,0.6143617021276596,0.6563134501527069,0.3489627043136018,768,479,145,231
logistic_regression__C0.0003__pca192__whiten__gold1__wetcost1,logistic_regression__C0.0003__pca192__whiten,0.0003,l2,192,True,1.0,1.0,0.5030917129154867,0.550531914893617,0.037729500000750704,0.640788662969809,0.6129828609940453,0.5798743897646973,0.8340040241448692,0.3354531001589825,0.6647955092221332,0.5611702127659575,0.6451419577198041,0.3529447675985611,829,418,165,211,0.6056685150955021,0.6049892081420942,0.5587965448577235,0.8353591160220994,0.3161559888579387,0.6062550120288693,0.6037234042553191,0.6451419577198041,0.3529447675985611,756,491,149,227
logistic_regression__C3e-05__pca192__whiten__gold1__wetcost1,logistic_regression__C3e-05__pca192__whiten,3e-05,l2,192,True,1.0,1.0,0.5004266502748496,0.550531914893617,0.038364300000466756,0.6414048059149723,0.6096685236055895,0.5784979919678714,0.8315054835493519,0.3338709677419355,0.6688051323175621,0.550531914893617,0.6453680322134826,0.35303431678368086,834,413,169,207,0.6001232285890327,0.6041670221297071,0.5555456631052439,0.8359550561797753,0.31377899045020463,0.5966319165998396,0.6117021276595744,0.6453680322134826,0.35303431678368086,744,503,146,230
logistic_regression__C1e-05__pca192__whiten__gold1__wetcost1,logistic_regression__C1e-05__pca192__whiten,1e-05,l2,192,True,1.0,1.0,0.5001339277662246,0.550531914893617,0.037955399999191286,0.6401725200246458,0.6107242488355031,0.5784580571477366,0.8324974924774323,0.33386581469648563,0.6655974338412189,0.5558510638297872,0.6453765633264515,0.35301649096544807,830,417,167,209,0.6001232285890327,0.6041670221297071,0.5555456631052439,0.8359550561797753,0.31377899045020463,0.5966319165998396,0.6117021276595744,0.6453765633264515,0.35301649096544807,744,503,146,230
logistic_regression__C0.001__pca256__whiten__gold1__wetcost1,logistic_regression__C0.001__pca256__whiten,0.001,l2,256,True,1.0,1.0,0.5059805043525513,0.550531914893617,0.052385099999810336,0.6383240911891559,0.6085925369823748,0.5765263282822064,0.8313253012048193,0.3317384370015949,0.6639935846030474,0.5531914893617021,0.6424589226910544,0.35140784270359054,828,419,168,208,0.607516943930992,0.5978326707502261,0.5565971258720834,0.8293736501079914,0.3127690100430416,0.615878107457899,0.5797872340425532,0.6424589226910544,0.35140784270359054,768,479,158,218
logistic_regression__C0.0003__pca256__whiten__gold1__wetcost1,logistic_regression__C0.0003__pca256__whiten,0.0003,l2,256,True,1.0,1.0,0.5034384626843487,0.550531914893617,0.051372700000683835,0.6352433764633395,0.6065877254346602,0.5740882590748542,0.8304742684157417,0.3291139240506329,0.6599839615076183,0.5531914893617021,0.6430475694859151,0.35128622985007485,823,424,168,208,0.5995070856438693,0.6000507601221655,0.5534958487959477,0.8327759197324415,0.31129476584022037,0.599037690457097,0.601063829787234,0.6430475694859151,0.35128622985007485,747,500,150,226
logistic_regression__C0.0001__pca256__whiten__gold1__wetcost1,logistic_regression__C0.0001__pca256__whiten,0.0001,l2,256,True,1.0,1.0,0.5014519079626076,0.550531914893617,0.04308390000005602,0.634011090573013,0.6048569758910747,0.5726493680582152,0.829465186680121,0.3275316455696203,0.6591820368885325,0.550531914893617,0.6433482912180724,0.35119654528805094,822,425,169,207,0.5951940850277264,0.5981728488798648,0.5504562634249374,0.8322072072072072,0.308843537414966,0.5926222935044105,0.6037234042553191,0.6433482912180724,0.35119654528805094,739,508,149,227
logistic_regression__C3e-05__pca256__whiten__gold1__wetcost1,logistic_regression__C3e-05__pca256__whiten,3e-05,l2,256,True,1.0,1.0,0.5004448255027252,0.550531914893617,0.04506760000003851,0.6315465187923598,0.6051107765019024,0.5716279439285336,0.8301119023397762,0.3265625,0.6543704891740176,0.5558510638297872,0.6434463990172158,0.3510253407618896,816,431,167,209,0.5939617991373999,0.5992285741097784,0.5502459323499964,0.8333333333333334,0.3090418353576248,0.5894145950280674,0.6090425531914894,0.6434463990172158,0.3510253407618896,735,512,147,229
logistic_regression__C1e-05__pca256__whiten__gold1__wetcost1,logistic_regression__C1e-05__pca256__whiten,1e-05,l2,256,True,1.0,1.0,0.5001482868268784,0.550531914893617,0.04643290000149136,0.6309303758471966,0.6056386391168591,0.571598541056258,0.8306122448979592,0.3265940902021773,0.652766639935846,0.5585106382978723,0.6434933201385453,0.35101326478499145,814,433,166,210,0.5933456561922366,0.5988276118002355,0.5497548656973381,0.8331441543700341,0.3086253369272237,0.5886126704089816,0.6090425531914894,0.6434933201385453,0.35101326478499145,734,513,147,229
logistic_regression__C0.003__pca256__whiten__gold1__wetcost1,logistic_regression__C0.003__pca256__whiten,0.003,l2,256,True,1.0,1.0,0.5,0.550531914893617,0.0597395000004326,0.6272335181762169,0.6013752154106025,0.5677667851522521,0.8282208588957055,0.32248062015503876,0.6495589414595028,0.5531914893617021,0.641413861352352,0.3516820890749052,810,437,168,208,0.6272335181762169,0.6013752154106025,0.5677667851522521,0.8282208588957055,0.32248062015503876,0.6495589414595028,0.5531914893617021,0.641413861352352,0.3516820890749052,810,437,168,208
logistic_regression__C0.0001__pca384__whiten__gold1__wetcost1,logistic_regression__C0.0001__pca384__whiten,0.0001,l2,384,True,1.0,1.0,0.5015245120216844,0.550531914893617,0.06183280000004743,0.6112138016019717,0.5900213704379873,0.5547421898267207,0.8228511530398323,0.3094170403587444,0.6295108259823576,0.550531914893617,0.6212164513982494,0.3211657948417336,785,462,169,207,0.5791743684534812,0.5905343036052484,0.538837780798085,0.8294392523364486,0.29986962190352023,0.5693664795509222,0.6117021276595744,0.6212164513982494,0.3211657948417336,710,537,146,230
logistic_regression__C1e-05__pca384__whiten__gold1__wetcost1,logistic_regression__C1e-05__pca384__whiten,1e-05,l2,384,True,1.0,1.0,0.5001602572049381,0.550531914893617,0.06094149999989895,0.609981515711645,0.5910770956679008,0.5546668862933446,0.8238396624472574,0.30962962962962964,0.6263031275060145,0.5558510638297872,0.6213721442099337,0.32117917534093215,781,466,167,209,0.5767097966728281,0.5889304543670767,0.5368737469123213,0.8286384976525821,0.29831387808041504,0.566158781074579,0.6117021276595744,0.6213721442099337,0.32117917534093215,706,541,146,230
logistic_regression__C3e-05__pca384__whiten__gold1__wetcost1,logistic_regression__C3e-05__pca384__whiten,3e-05,l2,384,True,1.0,1.0,0.5004722171340423,0.550531914893617,0.062064799997642695,0.609981515711645,0.5910770956679008,0.5546668862933446,0.8238396624472574,0.30962962962962964,0.6263031275060145,0.5558510638297872,0.6212932314149704,0.3211540359171752,781,466,167,209,0.5785582255083179,0.5901333412957055,0.5383467626569434,0.8292397660818713,0.2994791666666667,0.5685645549318364,0.6117021276595744,0.6212932314149704,0.3211540359171752,709,538,146,230
logistic_regression__C0.003__pca384__whiten__gold1__wetcost1,logistic_regression__C0.003__pca384__whiten,0.003,l2,384,True,1.0,1.0,0.4942236255680233,0.550531914893617,0.093757599998753,0.6105976586568084,0.5896204081284444,0.5542603858856249,0.8226652675760755,0.30895522388059704,0.6287089013632718,0.550531914893617,0.6193737309969458,0.3230912751247752,784,463,169,207,0.6124460874922982,0.5815350458120767,0.5510953864094781,0.8165983606557377,0.3044822256568779,0.6391339214113874,0.523936170212766,0.6193737309969458,0.3230912751247752,797,450,179,197
logistic_regression__C0.0003__pca384__whiten__gold1__wetcost1,logistic_regression__C0.0003__pca384__whiten,0.0003,l2,384,True,1.0,1.0,0.5029246541102379,0.550531914893617,0.07806970000092406,0.6062846580406654,0.5877424968861438,0.5513325733667026,0.8220338983050848,0.30633284241531666,0.6222935044105854,0.5531914893617021,0.6210735552560187,0.321346172416961,776,471,168,208,0.5859519408502772,0.593087239161221,0.5434874329455729,0.8300803673938002,0.30319148936170215,0.5797914995990376,0.6063829787234043,0.6210735552560187,0.321346172416961,723,524,148,228
logistic_regression__C0.001__pca384__whiten__gold1__wetcost1,logistic_regression__C0.001__pca384__whiten,0.001,l2,384,True,1.0,1.0,0.49865129058381774,0.550531914893617,0.07306299999982002,0.5951940850277264,0.5916710744083673,0.5476851500326836,0.8270509977827051,0.30513176144244103,0.5982357658380112,0.5851063829787234,0.6203014895323244,0.3224044016827669,746,501,156,220,0.5945779420825632,0.5856971625518266,0.5447385921833436,0.8225629791894852,0.30140845070422534,0.6022453889334403,0.5691489361702128,0.6203014895323244,0.3224044016827669,751,496,162,214
logistic_regression__C0.0001__pca512__whiten__gold1__wetcost1,logistic_regression__C0.0001__pca512__whiten,0.0001,l2,512,True,1.0,1.0,0.501017999246294,0.550531914893617,0.08947379999972327,0.5939617991373999,0.5797232506952857,0.5417149957687487,0.8181818181818182,0.29756795422031473,0.6062550120288693,0.5531914893617021,0.5994151922059752,0.308553282933197,756,491,168,208,0.5643869377695625,0.5669788343087239,0.521479123895455,0.8132250580046404,0.28252299605781866,0.56214915797915,0.5718085106382979,0.5994151922059752,0.308553282933197,701,546,161,215
logistic_regression__C1e-05__pca512__whiten__gold1__wetcost1,logistic_regression__C1e-05__pca512__whiten,1e-05,l2,512,True,1.0,1.0,0.5001203498249964,0.550531914893617,0.09046459999899525,0.5927295132470733,0.5779925011517002,0.5403241459835249,0.8170995670995671,0.296137339055794,0.6054530874097834,0.550531914893617,0.5996817894862564,0.3089873467201383,755,492,169,207,0.5643869377695625,0.5697653090822228,0.5226329590398917,0.8154205607476636,0.2842242503259452,0.5597433841218925,0.5797872340425532,0.5996817894862564,0.3089873467201383,698,549,158,218
logistic_regression__C3e-05__pca512__whiten__gold1__wetcost1,logistic_regression__C3e-05__pca512__whiten,3e-05,l2,512,True,1.0,1.0,0.5003481694036418,0.550531914893617,0.08948600000076112,0.5927295132470733,0.5779925011517002,0.5403241459835249,0.8170995670995671,0.296137339055794,0.6054530874097834,0.550531914893617,0.5996476650343804,0.3089123385503624,755,492,169,207,0.5643869377695625,0.5688364841577231,0.5222505573932938,0.8146853146853147,0.28366013071895424,0.5605453087409783,0.5771276595744681,0.5996476650343804,0.3089123385503624,699,548,159,217
logistic_regression__C0.003__pca512__whiten__gold1__wetcost1,logistic_regression__C0.003__pca512__whiten,0.003,l2,512,True,1.0,1.0,0.48169643265265716,0.550531914893617,0.1345976000011433,0.5890326555760936,0.580230851916941,0.5395607597278727,0.8193832599118943,0.2965034965034965,0.5966319165998396,0.5638297872340425,0.5978198740807725,0.30556216013022935,744,503,164,212,0.5995070856438693,0.5712571874626764,0.5401745240253852,0.8112617309697602,0.2936746987951807,0.623897353648757,0.5186170212765957,0.5978198740807725,0.30556216013022935,778,469,181,195
logistic_regression__C0.0003__pca512__whiten__gold1__wetcost1,logistic_regression__C0.0003__pca512__whiten,0.0003,l2,512,True,1.0,1.0,0.5020973287582715,0.550531914893617,0.11124199999903794,0.5914972273567468,0.5771905765326144,0.539365149080934,0.8167028199566161,0.29529243937232524,0.6038492381716118,0.550531914893617,0.5991720554863588,0.308715045890233,753,494,169,207,0.5736290819470117,0.5711356191028683,0.5279247985796334,0.8149829738933031,0.28706199460916443,0.5757818765036087,0.5664893617021277,0.5991720554863588,0.308715045890233,718,529,163,213
logistic_regression__C0.001__pca512__whiten__gold1__wetcost1,logistic_regression__C0.001__pca512__whiten,0.001,l2,512,True,1.0,1.0,0.49808544228076984,0.550531914893617,0.09732489999987592,0.5834873690696242,0.5719780665085568,0.5331364572517915,0.8140814081408141,0.28991596638655465,0.5934242181234964,0.550531914893617,0.5986537903734921,0.30767091135033026,740,507,169,207,0.5871842267406038,0.5734550154413145,0.5355822550831792,0.8146128680479825,0.29178470254957506,0.599037690457097,0.5478723404255319,0.5986537903734921,0.30767091135033026,747,500,170,206
