candidate_key,representation_key,c_value,pca_components,input_dimension,threshold_oof,selected,elapsed_seconds,oof_tuned__accuracy,oof_tuned__balanced_accuracy,oof_tuned__macro_f1,oof_tuned__dry_precision,oof_tuned__wet_precision,oof_tuned__dry_recall,oof_tuned__wet_recall,oof_tuned__roc_auc,oof_tuned__average_precision_wet,oof_tuned__tn_dry_correct,oof_tuned__fp_dry_as_wet,oof_tuned__fn_wet_as_dry,oof_tuned__tp_wet_correct,oof_0p5__accuracy,oof_0p5__balanced_accuracy,oof_0p5__macro_f1,oof_0p5__dry_precision,oof_0p5__wet_precision,oof_0p5__dry_recall,oof_0p5__wet_recall,oof_0p5__roc_auc,oof_0p5__average_precision_wet,oof_0p5__tn_dry_correct,oof_0p5__fp_dry_as_wet,oof_0p5__fn_wet_as_dry,oof_0p5__tp_wet_correct
s0_s1__log__peak_rms__C3e-05__pca32,s0_s1__log__peak_rms,3e-05,32.0,291,0.5229371805721172,False,0.7659109000233002,0.6709796672828097,0.6112670408981555,0.5922954613879271,0.8273645546372819,0.352059925093633,0.7225340817963112,0.5,0.647020935351226,0.3475466054759468,901,346,188,188,0.5674676524953789,0.6107807674589227,0.5393469851147927,0.8507078507078507,0.3073286052009456,0.5300721732157178,0.6914893617021277,0.647020935351226,0.3475466054759468,661,586,116,260
s0_s1__log__peak_rms__C3e-05__pca64,s0_s1__log__peak_rms,3e-05,64.0,291,0.5229835339400198,False,0.7768918999936432,0.6709796672828097,0.6112670408981555,0.5922954613879271,0.8273645546372819,0.352059925093633,0.7225340817963112,0.5,0.647012404238257,0.34779803472267296,901,346,188,188,0.5680837954405422,0.610252904843966,0.5395535982043884,0.85,0.30723606168446027,0.5316760224538893,0.6888297872340425,0.647012404238257,0.34779803472267296,663,584,117,259
s0_s1__log__peak_rms__C3e-05__pca128,s0_s1__log__peak_rms,3e-05,128.0,291,0.5228542274449751,False,0.8078916000085883,0.6703635243376463,0.6108660785886126,0.5918056022395796,0.8272058823529411,0.3514018691588785,0.7217321571772254,0.5,0.6472917981879915,0.3481231646770686,900,347,188,188,0.5674676524953789,0.6098519425344231,0.5390473030925833,0.8498074454428755,0.3068720379146919,0.5308740978348035,0.6888297872340425,0.6472917981879915,0.3481231646770686,662,585,117,259
s0_s1__log__peak_rms__C3e-05__pca256,s0_s1__log__peak_rms,3e-05,256.0,291,0.5228289012027034,False,0.8426463999785483,0.6703635243376463,0.6108660785886126,0.5918056022395796,0.8272058823529411,0.3514018691588785,0.7217321571772254,0.5,0.6472171509495129,0.34804039490915845,900,347,188,188,0.5680837954405422,0.610252904843966,0.5395535982043884,0.85,0.30723606168446027,0.5316760224538893,0.6888297872340425,0.6472171509495129,0.34804039490915845,663,584,117,259
s0_s1__log__peak_rms__C0.0001__pcanone,s0_s1__log__peak_rms,0.0001,,291,0.5466939595759672,False,0.8511977000162005,0.6839186691312384,0.6085413503045607,0.5957403626493945,0.8236331569664903,0.35991820040899797,0.7489975942261428,0.46808510638297873,0.657964220512208,0.35797196706139583,934,313,200,176,0.5699322242760321,0.610526966848095,0.5407686245767879,0.8496815286624204,0.30787589498806683,0.5348837209302325,0.6861702127659575,0.657964220512208,0.35797196706139583,667,580,118,258
s0_s1__log__peak_rms__C0.0001__pca32,s0_s1__log__peak_rms,0.0001,32.0,291,0.5428863280044078,False,0.758577200002037,0.678373382624769,0.6105056390656725,0.5948243868844932,0.825696316262354,0.3568627450980392,0.7369687249398557,0.48404255319148937,0.6577530754662253,0.3575721965695864,919,328,194,182,0.5730129390018485,0.6143894282448088,0.543906823480178,0.8524173027989822,0.3106332138590203,0.53728949478749,0.6914893617021277,0.6577530754662253,0.3575721965695864,670,577,116,260
s0_s1__log__peak_rms__C0.0001__pca64,s0_s1__log__peak_rms,0.0001,64.0,291,0.5415547791790738,False,0.8119805000023916,0.6777572396796057,0.6138199764541282,0.5965919649073614,0.8278985507246377,0.3583815028901734,0.7329591018444266,0.4946808510638298,0.6578746438260336,0.3578667349759858,914,333,190,186,0.5711645101663586,0.6131865413161801,0.5423872180451128,0.8518518518518519,0.30952380952380953,0.5348837209302325,0.6914893617021277,0.6578746438260336,0.3578667349759858,667,580,116,260
s0_s1__log__peak_rms__C0.0001__pca128,s0_s1__log__peak_rms,0.0001,128.0,291,0.5442555809894476,False,0.8014742999803275,0.6820702402957486,0.6110537630739307,0.5966186925611237,0.8254674977738201,0.36,0.7433841218925421,0.4787234042553192,0.6581476394410415,0.35821268978326803,927,320,196,180,0.5699322242760321,0.610526966848095,0.5407686245767879,0.8496815286624204,0.30787589498806683,0.5348837209302325,0.6861702127659575,0.6581476394410415,0.35821268978326803,667,580,118,258
s0_s1__log__peak_rms__C0.0001__pca256,s0_s1__log__peak_rms,0.0001,256.0,291,0.5466944292432787,False,0.8297024000203237,0.6839186691312384,0.6085413503045607,0.5957403626493945,0.8236331569664903,0.35991820040899797,0.7489975942261428,0.46808510638297873,0.6579706188469348,0.35795991990600656,934,313,200,176,0.5699322242760321,0.610526966848095,0.5407686245767879,0.8496815286624204,0.30787589498806683,0.5348837209302325,0.6861702127659575,0.6579706188469348,0.35795991990600656,667,580,118,258
s0_s1__log__peak_rms__C0.0003__pcanone,s0_s1__log__peak_rms,0.0003,,291,0.5584885663808177,False,0.8363557999837212,0.6906962415280345,0.6268843095770273,0.609797472040337,0.8340807174887892,0.37598425196850394,0.7457898957497995,0.5079787234042553,0.6696774386186423,0.3701734288063199,930,317,185,191,0.5767097966728281,0.6205105018000648,0.5481554424932071,0.8571428571428571,0.3146603098927294,0.5388933440256616,0.7021276595744681,0.6696774386186423,0.3701734288063199,672,575,112,264
s0_s1__log__peak_rms__C0.0003__pca32,s0_s1__log__peak_rms,0.0003,32.0,291,0.5578455691142561,False,0.7760407000314444,0.6906962415280345,0.6268843095770273,0.609797472040337,0.8340807174887892,0.37598425196850394,0.7457898957497995,0.5079787234042553,0.6692423518572232,0.37001583324461657,930,317,185,191,0.5754775107825015,0.6187797522564794,0.5468400289342354,0.8558673469387755,0.3134684147794994,0.5380914194065758,0.699468085106383,0.6692423518572232,0.37001583324461657,671,576,113,263
s0_s1__log__peak_rms__C0.0003__pca64,s0_s1__log__peak_rms,0.0003,64.0,291,0.5644543405362537,False,0.7760444000014104,0.6980899568699939,0.6214787831220461,0.6095109496219189,0.8294168842471714,0.379746835443038,0.764234161988773,0.4787234042553192,0.6693660529952737,0.3698898394063102,953,294,196,180,0.5779420825631546,0.6213124264191506,0.5491719683750678,0.8575063613231552,0.3154121863799283,0.5404971932638332,0.7021276595744681,0.6693660529952737,0.3698898394063102,674,573,112,264
s0_s1__log__peak_rms__C0.0003__pca128,s0_s1__log__peak_rms,0.0003,128.0,291,0.5682689075206239,False,0.8821307000471279,0.7030191004313001,0.6191135320513914,0.6098868985877284,0.8272027373823782,0.3832599118942731,0.7754611066559743,0.4627659574468085,0.6698992475558361,0.37031657428071646,967,280,202,174,0.5773259396179914,0.6209114641096077,0.54866371985627,0.8573248407643312,0.315035799522673,0.5396952686447474,0.7021276595744681,0.6698992475558361,0.37031657428071646,673,574,112,264
s0_s1__log__peak_rms__C0.0003__pca256,s0_s1__log__peak_rms,0.0003,256.0,291,0.558488291540536,False,1.130140500026755,0.6906962415280345,0.6268843095770273,0.609797472040337,0.8340807174887892,0.37598425196850394,0.7457898957497995,0.5079787234042553,0.6696731730621577,0.3701743100690509,930,317,185,191,0.5767097966728281,0.6205105018000648,0.5481554424932071,0.8571428571428571,0.3146603098927294,0.5388933440256616,0.7021276595744681,0.6696731730621577,0.3701743100690509,672,575,112,264
s0_s1__log__peak_rms__C0.001__pcanone,s0_s1__log__peak_rms,0.001,,291,0.5905538900525661,False,1.0861789000337012,0.7252002464571781,0.630761700421437,0.6262809101535234,0.8307184145334434,0.41504854368932037,0.8067361668003208,0.45478723404255317,0.6749880564418433,0.3743589563911374,1006,241,205,171,0.589648798521257,0.6289307103004658,0.558824825883805,0.8608695652173913,0.32273838630806845,0.5557337610264635,0.7021276595744681,0.6749880564418433,0.3743589563911374,693,554,112,264
s0_s1__log__peak_rms__C0.001__pca32,s0_s1__log__peak_rms,0.001,32.0,291,0.5853175304913034,False,0.759378699993249,0.7208872458410351,0.6353855636506338,0.6276966859683459,0.8341750841750841,0.4114942528735632,0.7947072975140337,0.47606382978723405,0.6747470525004693,0.3740166760458523,991,256,197,179,0.589648798521257,0.6289307103004658,0.558824825883805,0.8608695652173913,0.32273838630806845,0.5557337610264635,0.7021276595744681,0.6747470525004693,0.3740166760458523,693,554,112,264
s0_s1__log__peak_rms__C0.001__pca64,s0_s1__log__peak_rms,0.001,64.0,291,0.5971623640883597,False,0.7903654999681748,0.7276648182378311,0.6277214250371104,0.6250689897393442,0.8285714285714286,0.41708542713567837,0.813953488372093,0.44148936170212766,0.6747150608268355,0.3737716524886938,1015,232,210,166,0.5871842267406038,0.6282556859867938,0.5570992179863148,0.8610763454317898,0.32160194174757284,0.5517241379310345,0.7047872340425532,0.6747150608268355,0.3737716524886938,688,559,111,265
s0_s1__log__peak_rms__C0.001__pca128,s0_s1__log__peak_rms,0.001,128.0,291,0.5943767617947958,False,0.8490195000194944,0.7276648182378311,0.6295790748861096,0.6263921120939282,0.8296478296478297,0.417910447761194,0.8123496391339214,0.44680851063829785,0.6755553754542817,0.3749886365735047,1013,234,208,168,0.5902649414664202,0.6293316726100087,0.5593327532868507,0.8610421836228288,0.32313341493268055,0.5565356856455493,0.7021276595744681,0.6755553754542817,0.3749886365735047,694,553,112,264
s0_s1__log__peak_rms__C0.001__pca256,s0_s1__log__peak_rms,0.001,256.0,291,0.590576782351506,False,0.880121499998495,0.7252002464571781,0.630761700421437,0.6262809101535234,0.8307184145334434,0.41504854368932037,0.8067361668003208,0.45478723404255317,0.6749773925506322,0.37430171350865427,1006,241,205,171,0.589648798521257,0.6289307103004658,0.558824825883805,0.8608695652173913,0.32273838630806845,0.5557337610264635,0.7021276595744681,0.6749773925506322,0.37430171350865427,693,554,112,264
s0_s1__log__peak_rms__C0.003__pcanone,s0_s1__log__peak_rms,0.003,,291,0.6181012109146449,False,1.0027264999807812,0.7307455329636475,0.6111497380948319,0.6134646543422423,0.8188976377952756,0.41359773371104813,0.8340016038492382,0.3882978723404255,0.6708099438652768,0.37062204636862384,1040,207,230,146,0.6056685150955021,0.6337827808015835,0.5700733431565702,0.8600237247924081,0.33076923076923076,0.5813953488372093,0.6861702127659575,0.6708099438652768,0.37062204636862384,725,522,118,258
s0_s1__log__peak_rms__C0.003__pca32,s0_s1__log__peak_rms,0.003,32.0,291,0.5781278436960022,False,0.8325603000121191,0.7054836722119532,0.6365074050060571,0.6219253786623521,0.8375768217734855,0.39462809917355374,0.7650360866078588,0.5079787234042553,0.6730834854715145,0.37139700822972205,954,293,185,191,0.6038200862600123,0.6325798938729547,0.5685568205824875,0.8595238095238096,0.32950191570881227,0.5789895749799518,0.6861702127659575,0.6730834854715145,0.37139700822972205,722,525,118,258
s0_s1__log__peak_rms__C0.003__pca64,s0_s1__log__peak_rms,0.003,64.0,291,0.5874623818926237,False,1.1075886999606155,0.7079482439926063,0.6223212305277346,0.6139065548890655,0.8283772302463891,0.3901345291479821,0.7818765036086608,0.4627659574468085,0.6712301011789998,0.36955635184459634,975,272,202,174,0.5988909426987061,0.6275145455476121,0.5638553759315162,0.8564593301435407,0.3252858958068615,0.5741780272654371,0.6808510638297872,0.6712301011789998,0.36955635184459634,716,531,120,256
s0_s1__log__peak_rms__C0.003__pca128,s0_s1__log__peak_rms,0.003,128.0,291,0.6152399203280494,False,0.9750985000282526,0.7276648182378311,0.6137890511696156,0.6146276527165364,0.8207171314741036,0.41032608695652173,0.8259823576583801,0.4015957446808511,0.6723519425344231,0.37273632970823634,1030,217,225,151,0.6032039433148491,0.6321789315634118,0.5680513769960658,0.8593563766388558,0.32908163265306123,0.5781876503608661,0.6861702127659575,0.6723519425344231,0.37273632970823634,721,526,118,258
s0_s1__log__peak_rms__C0.003__pca256,s0_s1__log__peak_rms,0.003,256.0,291,0.6181259422440675,False,1.2516846000216901,0.7307455329636475,0.6111497380948319,0.6134646543422423,0.8188976377952756,0.41359773371104813,0.8340016038492382,0.3882978723404255,0.6708547322083639,0.3706764496504354,1040,207,230,146,0.6056685150955021,0.6337827808015835,0.5700733431565702,0.8600237247924081,0.33076923076923076,0.5813953488372093,0.6861702127659575,0.6708547322083639,0.3706764496504354,725,522,118,258
s0_s1__log__peak_rms__C0.01__pcanone,s0_s1__log__peak_rms,0.01,,291,0.6234350816952129,False,1.329404300020542,0.7221195317313617,0.5971768414407344,0.599516885745941,0.8124018838304553,0.39255014326647564,0.8299919807538091,0.36436170212765956,0.6583971744953847,0.35848325014615706,1035,212,239,137,0.6210720887245841,0.6289456397481615,0.5769770799808269,0.8511111111111112,0.334716459197787,0.6142742582197274,0.6436170212765957,0.6583971744953847,0.35848325014615706,766,481,134,242
s0_s1__log__peak_rms__C0.01__pca32,s0_s1__log__peak_rms,0.01,32.0,291,0.612337021634825,False,0.8196286000311375,0.7233518176216882,0.6156264396253135,0.6146513773838828,0.8222940226171244,0.4051948051948052,0.8163592622293504,0.4148936170212766,0.6684063027862615,0.3646887176416712,1018,229,220,156,0.6204559457794209,0.6350464519101162,0.5790535601806784,0.8564971751412429,0.33739837398373984,0.6078588612670409,0.6622340425531915,0.6684063027862615,0.3646887176416712,758,489,127,249
s0_s1__log__peak_rms__C0.01__pca64,s0_s1__log__peak_rms,0.01,64.0,291,0.5892476541691074,False,0.865003099956084,0.7005545286506469,0.6082214335682233,0.6015564383163068,0.8210970464135021,0.3744292237442922,0.7802726543704892,0.43617021276595747,0.6615451551809448,0.35976180081507214,973,274,212,164,0.6142945163277881,0.6282503540411882,0.5729493120098995,0.8524404086265607,0.33153638814016173,0.6022453889334403,0.6542553191489362,0.6615451551809448,0.35976180081507214,751,496,130,246
s0_s1__log__peak_rms__C0.01__pca128,s0_s1__log__peak_rms,0.01,128.0,291,0.6213900661642334,False,0.9239522999851033,0.7233518176216882,0.6044805405313177,0.6059088232160694,0.8161648177496038,0.3988919667590028,0.8259823576583801,0.3829787234042553,0.6626691293146103,0.3630739968042334,1030,217,232,144,0.6216882316697474,0.6284177771332048,0.5770998132744865,0.8504983388704319,0.3347222222222222,0.615878107457899,0.6409574468085106,0.6626691293146103,0.3630739968042334,768,479,135,241
s0_s1__log__peak_rms__C0.01__pca256,s0_s1__log__peak_rms,0.01,256.0,291,0.6306724632956596,False,0.993778400006704,0.7264325323475046,0.5953394529850364,0.5989702287935248,0.8109992254066615,0.39759036144578314,0.8396150761828388,0.35106382978723405,0.6584739545121057,0.3585900862322557,1047,200,244,132,0.6204559457794209,0.6285446774386186,0.5764771668219945,0.8509454949944383,0.3342541436464088,0.6134723336006416,0.6436170212765957,0.6584739545121057,0.3585900862322557,765,482,134,242
s0_s1__log__peak_rms__C0.03__pcanone,s0_s1__log__peak_rms,0.03,,291,0.6126806574291691,False,1.0168147000367753,0.707332101047443,0.589411395860704,0.5893282066279607,0.8097913322632424,0.3687002652519894,0.8091419406575782,0.3696808510638298,0.6427127233018819,0.3394206083356162,1009,238,237,139,0.6284658040665434,0.6170383388216827,0.5757727210661719,0.8396624472573839,0.33185185185185184,0.6383319967923016,0.5957446808510638,0.6427127233018819,0.3394206083356162,796,451,152,224
s0_s1__log__peak_rms__C0.03__pca32,s0_s1__log__peak_rms,0.03,32.0,291,0.5994988798364489,False,0.8830694000353105,0.714109673444239,0.6179714293026668,0.6131919247537609,0.8248962655601659,0.39473684210526316,0.7971130713712911,0.43882978723404253,0.6654502721425037,0.3620879251142295,994,253,211,165,0.6216882316697474,0.6284177771332048,0.5770998132744865,0.8504983388704319,0.3347222222222222,0.615878107457899,0.6409574468085106,0.6654502721425037,0.3620879251142295,768,479,135,241
s0_s1__log__peak_rms__C0.03__pca64,s0_s1__log__peak_rms,0.03,64.0,291,0.5890896837909676,False,0.831240399973467,0.6937769562538509,0.6019531983142521,0.5948461142433793,0.8183361629881154,0.36404494382022473,0.773055332798717,0.4308510638297872,0.6532998344964085,0.35092150623419677,964,283,214,162,0.6136783733826248,0.6120593680151513,0.565988181781348,0.8391684901531729,0.3229901269393512,0.6150761828388132,0.6090425531914894,0.6532998344964085,0.35092150623419677,767,480,147,229
s0_s1__log__peak_rms__C0.03__pca128,s0_s1__log__peak_rms,0.03,128.0,291,0.6184328208214624,False,0.8556541999569163,0.7104128157732594,0.5960603320309168,0.5955202385699377,0.8130539887187752,0.3769633507853403,0.8091419406575782,0.3829787234042553,0.6531505400194509,0.3509327891693792,1009,238,232,144,0.6284658040665434,0.618895988670682,0.5766096114868884,0.8411016949152542,0.3328424153166421,0.6367281475541299,0.601063829787234,0.6531505400194509,0.3509327891693792,794,453,150,226
s0_s1__log__peak_rms__C0.03__pca256,s0_s1__log__peak_rms,0.03,256.0,291,0.6097590620438971,False,0.9301710000145249,0.7048675292667899,0.5887363715470321,0.588152463958831,0.8096774193548387,0.36553524804177545,0.8051323175621492,0.3723404255319149,0.6428022999880565,0.3395768068059104,1004,243,236,140,0.6278496611213802,0.6166373765121398,0.5752796253869004,0.839493136219641,0.33136094674556216,0.6375300721732157,0.5957446808510638,0.6428022999880565,0.3395768068059104,795,452,152,224
s0_s1__log__peak_rms__C0.1__pcanone,s0_s1__log__peak_rms,0.1,,291,0.5651576952321427,False,1.2228897000313736,0.6642020948860136,0.5854934822296917,0.5736410194613485,0.8122775800711743,0.3306613226452906,0.7321571772253408,0.43882978723404253,0.6223745499837909,0.31825021943637755,913,334,211,165,0.6167590881084412,0.5871282567523759,0.5558565867462586,0.81985670419652,0.30959752321981426,0.6423416198877305,0.5319148936170213,0.6223745499837909,0.31825021943637755,801,446,176,200
s0_s1__log__peak_rms__C0.1__pca32,s0_s1__log__peak_rms,0.1,32.0,291,0.598550773129085,False,0.9072943999781273,0.714109673444239,0.6179714293026668,0.6131919247537609,0.8248962655601659,0.39473684210526316,0.7971130713712911,0.43882978723404253,0.6639296012557797,0.3603149141653016,994,253,211,165,0.6303142329020333,0.6312447746933065,0.5829407431517997,0.8504875406283857,0.34,0.6295108259823576,0.6329787234042553,0.6639296012557797,0.3603149141653016,785,462,138,238
s0_s1__log__peak_rms__C0.1__pca64,s0_s1__log__peak_rms,0.1,64.0,291,0.5887951149087232,False,0.9182979000033811,0.6894639556377079,0.5982176372229522,0.5907830228323294,0.8167092924126172,0.35777777777777775,0.7682437850842021,0.42819148936170215,0.6484456312170487,0.34674603530889997,958,289,215,161,0.6142945163277881,0.6059585558531966,0.5636347237493128,0.8342303552206674,0.31988472622478387,0.6214915797914996,0.5904255319148937,0.6484456312170487,0.34674603530889997,775,472,154,222
s0_s1__log__peak_rms__C0.1__pca128,s0_s1__log__peak_rms,0.1,128.0,291,0.592511259825391,False,0.9977634999668226,0.6919285274183611,0.6053944360081216,0.5965913836095303,0.8206008583690987,0.3646288209606987,0.7666399358460305,0.4441489361702128,0.6457028783975157,0.340767384857268,956,291,209,167,0.6370918052988294,0.6226518111552832,0.5826894710121171,0.841995841995842,0.3388804841149773,0.6495589414595028,0.5957446808510638,0.6457028783975157,0.340767384857268,810,437,152,224
s0_s1__log__peak_rms__C0.1__pca256,s0_s1__log__peak_rms,0.1,256.0,291,0.5629868190825239,False,1.1011280000093393,0.6648182378311769,0.5868232694637342,0.5747297844055257,0.8130008904719501,0.332,0.7321571772253408,0.44148936170212766,0.6226902011636439,0.3189409844646688,913,334,210,166,0.6173752310536045,0.5884580439864184,0.5568048250560984,0.8206967213114754,0.3106646058732612,0.6423416198877305,0.5345744680851063,0.6226902011636439,0.3189409844646688,801,446,175,201
s1_s2__raw__noamp__C1e-05__pcanone,s1_s2__raw__noamp,1e-05,,1929,0.5208537222515178,False,1.4545115000219084,0.6845348120764018,0.6135864372366019,0.599168020498493,0.8266666666666667,0.3634538152610442,0.7457898957497995,0.48138297872340424,0.6571025781023392,0.34930978006999935,930,317,195,181,0.6149106592729513,0.6137901175587367,0.5673725894949642,0.8402625820568927,0.3244005641748942,0.615878107457899,0.6117021276595744,0.6571025781023392,0.34930978006999935,768,479,146,230
s1_s2__raw__noamp__C1e-05__pca32,s1_s2__raw__noamp,1e-05,32.0,1929,0.5207280330603823,False,0.857419400010258,0.6857670979667283,0.6153171867801873,0.6007337704184208,0.8275555555555556,0.3654618473895582,0.7465918203688853,0.48404255319148937,0.6561406951150848,0.3482477088846629,931,316,194,182,0.6167590881084412,0.6177794792608644,0.570039490541351,0.8430296377607025,0.32724719101123595,0.615878107457899,0.6196808510638298,0.6561406951150848,0.3482477088846629,768,479,143,233
s1_s2__raw__noamp__C1e-05__pca64,s1_s2__raw__noamp,1e-05,64.0,1929,0.5196779382097176,False,0.8625523999799043,0.6820702402957486,0.6147690627719292,0.5989153298263226,0.8278026905829596,0.36220472440944884,0.7401764234161988,0.48936170212765956,0.6565139313074784,0.34919086143669875,923,324,192,184,0.6161429451632778,0.6145920421778225,0.5683600928739836,0.8406113537117904,0.32531824611032534,0.6174819566960705,0.6117021276595744,0.6565139313074784,0.34919086143669875,770,477,146,230
s1_s2__raw__noamp__C1e-05__pca128,s1_s2__raw__noamp,1e-05,128.0,1929,0.5202491036455699,False,0.8937892999965698,0.6826863832409119,0.6133123752324728,0.598265975133051,0.8267857142857142,0.36182902584493043,0.7425821972734563,0.48404255319148937,0.6569874080772578,0.3488313966948245,926,321,194,182,0.6155268022181146,0.6141910798682796,0.5678662984594693,0.8404371584699454,0.3248587570621469,0.6166800320769847,0.6117021276595744,0.6569874080772578,0.3488313966948245,769,478,146,230
s1_s2__raw__noamp__C1e-05__pca256,s1_s2__raw__noamp,1e-05,256.0,1929,0.5205638416094055,False,0.8820830000331625,0.6845348120764018,0.6145152621611015,0.5997456794404947,0.8272484416740873,0.364,0.7449879711307137,0.48404255319148937,0.6570641880939787,0.34927802369404526,929,318,194,182,0.6149106592729513,0.6137901175587367,0.5673725894949642,0.8402625820568927,0.3244005641748942,0.615878107457899,0.6117021276595744,0.6570641880939787,0.34927802369404526,768,479,146,230
s1_s2__raw__noamp__C3e-05__pcanone,s1_s2__raw__noamp,3e-05,,1929,0.5626586706672774,False,1.7484743000240996,0.7276648182378311,0.6063584517736184,0.6086605015318279,0.8166797797010228,0.40625,0.8323977546110666,0.3803191489361702,0.6679306932382398,0.3613343601798329,1038,209,233,143,0.6198398028342575,0.6197842908085789,0.5725171385284877,0.8438864628820961,0.32956152758132956,0.619887730553328,0.6196808510638298,0.6679306932382398,0.3613343601798329,773,474,143,233
s1_s2__raw__noamp__C3e-05__pca32,s1_s2__raw__noamp,3e-05,32.0,1929,0.5664370226739894,False,1.0925258999923244,0.7319778188539742,0.6063787131669197,0.6098697825288106,0.8161993769470405,0.41297935103244837,0.8404170008019246,0.3723404255319149,0.6659770683683394,0.3594967842704644,1048,199,236,140,0.618607516943931,0.6199111911139927,0.5719179847905667,0.8442982456140351,0.3291139240506329,0.6174819566960705,0.6223404255319149,0.6659770683683394,0.3594967842704644,770,477,142,234
s1_s2__raw__noamp__C3e-05__pca64,s1_s2__raw__noamp,3e-05,64.0,1929,0.5627972194124516,False,1.0438276000204496,0.7264325323475046,0.6055565271545326,0.6076551168412571,0.8163908589440504,0.403954802259887,0.830793905372895,0.3803191489361702,0.6668067191045745,0.36084842552427554,1036,211,233,143,0.618607516943931,0.6189823661894931,0.5715258126358125,0.8435448577680525,0.32863187588152326,0.6182838813151563,0.6196808510638298,0.6668067191045745,0.36084842552427554,771,476,143,233
s1_s2__raw__noamp__C3e-05__pca128,s1_s2__raw__noamp,3e-05,128.0,1929,0.56200553888149,False,1.0383201999939047,0.7270486752926679,0.6068863143885752,0.6089188535000667,0.8170347003154574,0.4056338028169014,0.830793905372895,0.3829787234042553,0.6679797471378116,0.36144333838378817,1036,211,232,144,0.6198398028342575,0.6207131157330785,0.5729102203494285,0.8446389496717724,0.3300423131170663,0.6190858059342422,0.6223404255319149,0.6679797471378116,0.36144333838378817,772,475,142,234
s1_s2__raw__noamp__C3e-05__pca256,s1_s2__raw__noamp,3e-05,256.0,1929,0.5620334074458406,False,1.1271893000230193,0.7270486752926679,0.6068863143885752,0.6089188535000667,0.8170347003154574,0.4056338028169014,0.830793905372895,0.3829787234042553,0.6679754815813271,0.3614190051950509,1036,211,232,144,0.6198398028342575,0.6197842908085789,0.5725171385284877,0.8438864628820961,0.32956152758132956,0.619887730553328,0.6196808510638298,0.6679754815813271,0.3614190051950509,773,474,143,233
s1_s2__raw__noamp__C0.0001__pcanone,s1_s2__raw__noamp,0.0001,,1929,0.5688513346335287,False,1.969680500042159,0.7270486752926679,0.6198898633315703,0.6191055146842633,0.8241935483870968,0.412532637075718,0.8195669607056937,0.42021276595744683,0.6780699210018939,0.37188957772881925,1022,225,218,158,0.6370918052988294,0.636584185022778,0.5888387620951977,0.8530042918454935,0.3458755426917511,0.6375300721732157,0.6356382978723404,0.6780699210018939,0.37188957772881925,795,452,137,239
s1_s2__raw__noamp__C0.0001__pca32,s1_s2__raw__noamp,0.0001,32.0,1929,0.5521474069837875,False,0.9150146000320092,0.7067159581022797,0.6224481308331485,0.6135172993416445,0.8286445012787724,0.3888888888888889,0.7794707297514034,0.4654255319148936,0.6748515586343395,0.36837913060470834,972,275,201,175,0.6346272335181762,0.6368379856336057,0.587613038681135,0.8538961038961039,0.3447782546494993,0.6327185244587009,0.6409574468085106,0.6748515586343395,0.36837913060470834,789,458,135,241
s1_s2__raw__noamp__C0.0001__pca64,s1_s2__raw__noamp,0.0001,64.0,1929,0.5657502912044012,False,0.9135747000109404,0.7202711028958718,0.6201234025490966,0.61692245305384,0.8252666119770303,0.4034653465346535,0.8067361668003208,0.43351063829787234,0.6758496988517122,0.3708363763103776,1006,241,213,163,0.6352433764633395,0.6353812980941493,0.5873350742166026,0.852529601722282,0.34438040345821325,0.6351242983159583,0.6356382978723404,0.6758496988517122,0.3708363763103776,792,455,137,239
s1_s2__raw__noamp__C0.0001__pca128,s1_s2__raw__noamp,0.0001,128.0,1929,0.5669029691255771,False,0.9431725000031292,0.7239679605668515,0.6206715265573547,0.6186224115141724,0.8250610252237591,0.4086294416243655,0.8131515637530072,0.42819148936170215,0.6781104437884967,0.37177794866751857,1014,233,215,161,0.6377079482439926,0.6369851473323209,0.5893402413205502,0.8531618435155413,0.3463768115942029,0.6383319967923016,0.6356382978723404,0.6781104437884967,0.37177794866751857,796,451,137,239
s1_s2__raw__noamp__C0.0001__pca256,s1_s2__raw__noamp,0.0001,256.0,1929,0.5690012677813181,False,0.9163237000466324,0.7270486752926679,0.6198898633315703,0.6191055146842633,0.8241935483870968,0.412532637075718,0.8195669607056937,0.42021276595744683,0.678129638792677,0.3722753033375621,1022,225,218,158,0.6358595194085028,0.6357822604036922,0.5878361800144637,0.8526881720430107,0.3448773448773449,0.6359262229350441,0.6356382978723404,0.678129638792677,0.3722753033375621,793,454,137,239
s1_s2__raw__noamp__C0.0003__pcanone,s1_s2__raw__noamp,0.0003,,1929,0.5830197168026054,False,2.2802230000379495,0.7344423906346272,0.6256302359705848,0.6259794797816125,0.8264,0.4262734584450402,0.8283881315156375,0.4228723404255319,0.6845407701888788,0.37918877598376033,1033,214,217,159,0.6401725200246458,0.6432331211929908,0.5932973128836041,0.8576051779935275,0.3505747126436782,0.6375300721732157,0.648936170212766,0.6845407701888788,0.37918877598376033,795,452,132,244
