preset,unit_of_training,event_label_loss_used,recording_label_loss_used,max_events_per_recording,events_discarded,wst_input_per_event,channel_standardization,winner,threshold_policy,threshold,final_epochs_from_cv_median,parameter_count,model_size_kb_float32_keras,class_balance,smote_used,validation_used_for_selection,test_read,channel_mean_min,channel_mean_max,channel_scale_min,channel_scale_max,cnn_pooling,cnn_projection_channels,cnn_embedding_units,cnn_attention_units,cnn_dropout_rate,cnn_l2_strength,cnn_learning_rate,cnn_batch_size,cnn_max_epochs,cnn_patience,wst_name,wst_sample_rate,wst_target_duration_seconds,wst_invariance_scale_seconds,wst_first_order_wavelets_per_octave,wst_second_order_wavelets_per_octave,wst_max_order,wst_normalize_waveform_peak,wst_target_samples,wst_invariance_samples,wst_J,wst_Q,wst_backend,wst_batch_size,wst_coefficient_transform,wst_temporal_aggregation,wst_dimensionality_reduction,wst_stored_axis_order,wst_cnn_axis_order_recommended,wst_cnn_transpose,wst_stored_dtype,wst_test_processed,wst_path_count,wst_time_position_count,wst_raw_scattering_value_count,wst_feature_dimension,wst_order_0_paths,wst_order_1_paths,wst_order_2_paths,wst_tensor_shape_per_event
paper_q8_q1_t500_full,recording_bag,False,True,9,False,5_time_positions_x_644_paths,fit_equal_weight_per_recording_inside_fold,mil_mean_max__proj16__emb8__att8__drop0p2__l20p001__lr0p0005,oof_tuned_frozen,0.5402099192142487,7,12177,218.044921875,balanced_sample_weight_per_recording,False,False,False,3.069801574398512e-12,0.004596674349159002,1.5471613573625476e-11,0.00445270212367177,mean_max,16,8,8,0.2,0.001,0.0005,32,120,12,paper_q8_q1_t500_full,16000,1.5,0.5,8,1,2,True,24000,8000,13,"(8, 1)",kymatio.numpy,32,none_raw_nonnegative_scattering,none,none,"event,path,time","event,time,path","np.transpose(X, (0, 2, 1))",float32,False,644,5,3220,3220,1,94,549,644x5
