dataset,experiment,candidate_key,threshold,model_size_kb_joblib,learned_inference_float_count,estimated_float32_parameters_kb,accuracy,balanced_accuracy,macro_f1,dry_precision,wet_precision,dry_recall,wet_recall,roc_auc,average_precision_wet,tn_dry_correct,fp_dry_as_wet,fn_wet_as_dry,tp_wet_correct
train_oof,event,linear_svm__C0.01__pcanone,0.01948317520741564,5.36328125,385,1.50390625,0.634011090573013,0.5918534269480797,0.5658708143451555,0.8204121687929342,0.3195364238410596,0.6704089815557338,0.5132978723404256,0.6073917828319882,0.31530337174615575,836,411,183,193
validation,event,linear_svm__C0.01__pcanone,0.01948317520741564,5.36328125,385,1.50390625,0.5931232091690545,0.5843237516123088,0.5435639552018863,0.8214285714285714,0.3006535947712418,0.6007462686567164,0.5679012345679012,0.6136908052330938,0.3405997014440803,161,107,35,46
