dataset,candidate_key,gold_multiplier,threshold,model_size_kb_joblib,learned_inference_float_count,accuracy,balanced_accuracy,macro_f1,dry_precision,wet_precision,dry_recall,wet_recall,roc_auc,average_precision_wet,tn_dry_correct,fp_dry_as_wet,fn_wet_as_dry,tp_wet_correct
train_oof,logistic_regression__C0.001__pca256__gold3,3.0,0.5711499604355517,1864.1796875,500645,0.7233518176216882,0.6453488372093024,0.6351485111336412,0.8398637137989778,0.41870824053452116,0.7906976744186046,0.5,0.6849395997201795,0.38123183652446285,986,261,188,188
validation,logistic_regression__C0.001__pca256__gold3,3.0,0.5711499604355517,1864.1796875,500645,0.7077363896848138,0.6460291136908052,0.6287234042553191,0.8429752066115702,0.40186915887850466,0.7611940298507462,0.5308641975308642,0.6754192002948223,0.3577112082414234,204,64,38,43
