candidate_key,gold_multiplier,C,pca_components,output_dimension,threshold_oof,native_threshold,elapsed_fit_seconds,oof_tuned__accuracy,oof_tuned__balanced_accuracy,oof_tuned__macro_f1,oof_tuned__dry_precision,oof_tuned__wet_precision,oof_tuned__dry_recall,oof_tuned__wet_recall,oof_tuned__roc_auc,oof_tuned__average_precision_wet,oof_tuned__tn_dry_correct,oof_tuned__fp_dry_as_wet,oof_tuned__fn_wet_as_dry,oof_tuned__tp_wet_correct,native__accuracy,native__balanced_accuracy,native__macro_f1,native__dry_precision,native__wet_precision,native__dry_recall,native__wet_recall,native__roc_auc,native__average_precision_wet,native__tn_dry_correct,native__fp_dry_as_wet,native__fn_wet_as_dry,native__tp_wet_correct
logistic_regression__C1__pca64__gold3,3.0,1.0,64.0,64,0.5220491719015211,0.5,0.06683750000001965,0.6919285274183611,0.6360456585166101,0.6156578573458369,0.8398544131028207,0.3816793893129771,0.7401764234161988,0.5319148936170213,0.6757387943831152,0.3780617035778997,923,324,176,200,0.6759088108441158,0.6358377126379908,0.6081264941446056,0.8430066603235015,0.3688811188811189,0.7105052125100241,0.5611702127659575,0.6757387943831152,0.3780617035778997,886,361,165,211
logistic_regression__C10__pca64__gold3,3.0,10.0,64.0,64,0.5218588151696962,0.5,0.0684225999998489,0.6919285274183611,0.6360456585166101,0.6156578573458369,0.8398544131028207,0.3816793893129771,0.7401764234161988,0.5319148936170213,0.6756790765923322,0.3780092266428137,923,324,176,200,0.6759088108441158,0.6358377126379908,0.6081264941446056,0.8430066603235015,0.3688811188811189,0.7105052125100241,0.5611702127659575,0.6756790765923322,0.3780092266428137,886,361,165,211
logistic_regression__C0.1__pca64__gold2,2.0,0.1,64.0,64,0.6028380506932635,0.5,0.06416300000000774,0.7332101047443007,0.6127535873330034,0.6155006907494289,0.8194662480376766,0.4183381088825215,0.8372093023255814,0.3882978723404255,0.6749581975464518,0.37678636701806567,1044,203,230,146,0.6752926678989526,0.6345079254039482,0.6071378538853264,0.8422053231939164,0.36777583187390545,0.7105052125100241,0.5585106382978723,0.6749581975464518,0.37678636701806567,886,361,166,210
logistic_regression__C1__pca64__gold2,2.0,1.0,64.0,64,0.5291473557037506,0.5,0.06350629999906232,0.696241528034504,0.6323506202119129,0.6154274286225129,0.8366071428571429,0.3836978131212724,0.7514033680834001,0.5132978723404256,0.6746212185841765,0.376280310551415,937,310,183,193,0.6752926678989526,0.6335791004794485,0.6066485930892711,0.8415559772296015,0.36731107205623903,0.7113071371291099,0.5558510638297872,0.6746212185841765,0.376280310551415,887,360,167,209
logistic_regression__C10__pca64__gold2,2.0,10.0,64.0,64,0.5290417490506306,0.5,0.06498439999950278,0.696241528034504,0.6323506202119129,0.6154274286225129,0.8366071428571429,0.3836978131212724,0.7514033680834001,0.5132978723404256,0.6745828285758161,0.3762283731693037,937,310,183,193,0.6752926678989526,0.6335791004794485,0.6066485930892711,0.8415559772296015,0.36731107205623903,0.7113071371291099,0.5558510638297872,0.6745828285758161,0.3762283731693037,887,360,167,209
logistic_regression__C0.1__pca64__gold3,3.0,0.1,64.0,64,0.523449183831539,0.5,0.07110060000013618,0.6906962415280345,0.636172558822024,0.6151717766374705,0.8401826484018264,0.3806818181818182,0.7377706495589414,0.5345744680851063,0.6760928355713286,0.37856183106503083,920,327,175,201,0.6759088108441158,0.6358377126379908,0.6081264941446056,0.8430066603235015,0.3688811188811189,0.7105052125100241,0.5611702127659575,0.6760928355713286,0.37856183106503083,886,361,165,211
logistic_regression__C0.01__pca256__gold3,3.0,0.01,256.0,256,0.5698671036479659,0.5,0.2936623000009604,0.7024029574861368,0.6252143442133461,0.6136180930529439,0.8310225303292894,0.3859275053304904,0.7690457097032879,0.48138297872340424,0.6562622634748929,0.37103187056819076,959,288,195,181,0.6494146642020949,0.6139522087051477,0.5843827423024215,0.8330058939096268,0.34049586776859503,0.6800320769847634,0.5478723404255319,0.6562622634748929,0.37103187056819076,848,399,170,206
logistic_regression__C0.1__pca64__gold1,1.0,0.1,64.0,64,0.5365101626557154,0.5,0.07020770000053744,0.6993222427603204,0.6269248323636302,0.6134401611788547,0.8326029798422436,0.38381742738589214,0.7618283881315157,0.4920212765957447,0.6723412786432118,0.3735225319897324,950,297,191,185,0.6691312384473198,0.6286406524595198,0.6011626241460277,0.8393881453154876,0.36048526863084923,0.7040898155573376,0.5531914893617021,0.6723412786432118,0.3735225319897324,878,369,168,208
logistic_regression__C1__pca64__gold1,1.0,1.0,64.0,64,0.6166046176564228,0.5,0.06625149999945279,0.7393715341959335,0.607474961183436,0.6127747899681039,0.8159509202453987,0.4263322884012539,0.8532477947072975,0.3617021276595745,0.6720064324591786,0.3732570853456156,1064,183,240,136,0.6678989525569933,0.6250522530669351,0.5986899116591807,0.8371428571428572,0.35776614310645727,0.7048917401764234,0.5452127659574468,0.6720064324591786,0.3732570853456156,879,368,171,205
logistic_regression__C10__pca64__gold1,1.0,10.0,64.0,64,0.6166082071907212,0.5,0.07574919999979102,0.7393715341959335,0.607474961183436,0.6127747899681039,0.8159509202453987,0.4263322884012539,0.8532477947072975,0.3617021276595745,0.6719915030114829,0.37329441695986554,1064,183,240,136,0.6678989525569933,0.6250522530669351,0.5986899116591807,0.8371428571428572,0.35776614310645727,0.7048917401764234,0.5452127659574468,0.6719915030114829,0.37329441695986554,879,368,171,205
logistic_regression__C0.01__pca128__gold3,3.0,0.01,128.0,128,0.6082702326019344,0.5,0.14116879999983212,0.7165742452248922,0.6149311539183402,0.6118597541955206,0.822805578342904,0.39603960396039606,0.8043303929430633,0.425531914893617,0.6601993721100855,0.37000236779579926,1003,244,216,160,0.6346272335181762,0.6080444129741166,0.5745240224594822,0.8316430020283976,0.32967032967032966,0.6575781876503609,0.5585106382978723,0.6601993721100855,0.37000236779579926,820,427,166,210
logistic_regression__C0.01__pca256__gold2,2.0,0.01,256.0,256,0.5785443367993099,0.5,0.2865783000002011,0.7048675292667899,0.6184587691310208,0.6101470867732228,0.826530612244898,0.38478747203579416,0.7794707297514034,0.4574468085106383,0.6556416250063982,0.36989266332845994,972,275,204,172,0.6469500924214417,0.6114195345424764,0.5819434136394716,0.8316929133858267,0.33772652388797364,0.677626303127506,0.5452127659574468,0.6556416250063982,0.36989266332845994,845,402,171,205
logistic_regression__C0.01__pca128__gold2,2.0,0.01,128.0,128,0.590268121329774,0.5,0.13189629999988028,0.707332101047443,0.6144896688221946,0.6083241501559997,0.8238255033557047,0.3851508120649652,0.7874899759422614,0.44148936170212766,0.6596491153235852,0.36935819297366257,982,265,210,166,0.6377079482439926,0.6137645242198297,0.578791356237421,0.8351983723296033,0.334375,0.6583801122694467,0.5691489361702128,0.6596491153235852,0.36935819297366257,821,426,162,214
logistic_regression__C0.01__pca256__gold1p5,1.5,0.01,256.0,256,0.5824740195959752,0.5,0.30547580000029484,0.7054836722119532,0.6151444317425652,0.6081151800724169,0.8244725738396624,0.3835616438356164,0.7834803528468324,0.44680851063829785,0.6546605470149636,0.36874261702640804,977,270,208,168,0.6426370918052988,0.6067551485266768,0.5775637688703801,0.8292201382033564,0.33278688524590166,0.673616680032077,0.5398936170212766,0.6546605470149636,0.36874261702640804,840,407,173,203
logistic_regression__C0.01__pca128__gold1p5,1.5,0.01,128.0,128,0.6157720664205201,0.5,0.17211839999981748,0.718422674060382,0.6059169666774727,0.6056207645537178,0.817524115755627,0.39313984168865435,0.8155573376102646,0.3962765957446808,0.6589090412735246,0.36852111787335606,1017,230,227,149,0.6377079482439926,0.6109780494463308,0.577426096813617,0.833164812942366,0.33280757097791797,0.6607858861267041,0.5611702127659575,0.6589090412735246,0.36852111787335606,824,423,165,211
logistic_regression__C0.01__pca128__gold1,1.0,0.01,128.0,128,0.6207928095357267,0.5,0.14600029999928665,0.7208872458410351,0.6047343411421454,0.6054093798722122,0.8165869218500797,0.3956639566395664,0.8211708099438653,0.3882978723404255,0.6581369755498303,0.36773344908182093,1024,223,230,146,0.6321626617375231,0.6045829138869456,0.5716540327290234,0.8296146044624746,0.32653061224489793,0.6559743384121892,0.5531914893617021,0.6581369755498303,0.36773344908182093,818,429,168,208
logistic_regression__C0.01__pca256__gold1,1.0,0.01,256.0,256,0.5948916597268932,0.5,0.28496480000012525,0.7067159581022797,0.6085157569656537,0.603862167982771,0.8204488778054863,0.38095238095238093,0.7914995990376904,0.425531914893617,0.6533787472913716,0.3685283693651193,987,260,216,160,0.6457178065311152,0.6087599600743914,0.5800001350156281,0.8300589390962672,0.33553719008264465,0.677626303127506,0.5398936170212766,0.6533787472913716,0.3685283693651193,845,402,173,203
logistic_regression__C0.1__pca256__gold3,3.0,0.1,256.0,256,0.6780095858299127,0.5,0.42276880000054007,0.7258163894023414,0.6005114402224914,0.603282020296343,0.8137715179968701,0.4,0.8340016038492382,0.3670212765957447,0.645722073401696,0.36618828092251954,1040,207,238,138,0.6568083795440542,0.6141196317971642,0.5878180749605719,0.8317307692307693,0.34476843910806176,0.6936647955092221,0.5345744680851063,0.645722073401696,0.36618828092251954,865,382,175,201
logistic_regression__C0.1__pca128__gold3,3.0,0.1,128.0,128,0.6618573035339481,0.5,0.17865439999968658,0.7313616759088108,0.59761832653688,0.6021217832515418,0.8116833205226749,0.40683229813664595,0.846832397754611,0.3484042553191489,0.6464984046818749,0.365001056816491,1056,191,245,131,0.640788662969809,0.6027657868245491,0.574647487175937,0.8267716535433071,0.32948929159802304,0.673616680032077,0.5319148936170213,0.6464984046818749,0.365001056816491,840,407,176,200
logistic_regression__C0.01__pcanone__gold3,3.0,0.01,,1932,0.5625268848339484,0.5,3.1307953000005,0.7011706715958103,0.6086223958777662,0.6020508293862223,0.821247892074199,0.37528604118993136,0.781074578989575,0.43617021276595747,0.6519519186473067,0.358998543527089,974,273,212,164,0.6549599507085644,0.6045573205480387,0.5817564682148169,0.8255924170616113,0.3380281690140845,0.698476343223737,0.5106382978723404,0.6519519186473067,0.358998543527089,871,376,184,192
logistic_regression__C1__pca128__gold3,3.0,1.0,128.0,128,0.6543308782189063,0.5,0.16622170000027836,0.7258163894023414,0.5977249654489925,0.6009012717823464,0.8123052959501558,0.39823008849557523,0.8364073777064955,0.35904255319148937,0.6438878841133615,0.3632732123072246,1043,204,241,135,0.6401725200246458,0.5986495248170076,0.5721853108976673,0.8240469208211144,0.32666666666666666,0.6760224538893344,0.5212765957446809,0.6438878841133615,0.3632732123072246,843,404,180,196
logistic_regression__C10__pca128__gold3,3.0,10.0,128.0,128,0.6547404778205983,0.5,0.17353999999977532,0.7258163894023414,0.5977249654489925,0.6009012717823464,0.8123052959501558,0.39823008849557523,0.8364073777064955,0.35904255319148937,0.6435658345987818,0.36296623561450647,1043,204,241,135,0.6401725200246458,0.5986495248170076,0.5721853108976673,0.8240469208211144,0.32666666666666666,0.6760224538893344,0.5212765957446809,0.6435658345987818,0.36296623561450647,843,404,180,196
logistic_regression__C0.1__pca128__gold1p5,1.5,0.1,128.0,128,0.6178122538948772,0.5,0.17069109999965804,0.7134935304990758,0.6008516183521302,0.6001897614631657,0.8153225806451613,0.3838120104438642,0.8107457898957497,0.39095744680851063,0.6453914927741473,0.362463412744912,1011,236,229,147,0.6401725200246458,0.6023648245150062,0.5741627310172306,0.8266009852216749,0.32894736842105265,0.6728147554129912,0.5319148936170213,0.6453914927741473,0.362463412744912,839,408,176,200
logistic_regression__C10__pca256__gold3,3.0,10.0,256.0,256,0.6426288089374199,0.5,0.5747324999992998,0.707332101047443,0.6024149448036991,0.5995538044790966,0.8169129720853858,0.37777777777777777,0.7979149959903769,0.40691489361702127,0.6411067412854681,0.3607534600208798,995,252,223,153,0.6555760936537277,0.6086735825555802,0.5843123509480904,0.8282442748091603,0.3408695652173913,0.6960705693664796,0.5212765957446809,0.6411067412854681,0.3607534600208798,868,379,180,196
logistic_regression__C0.01__pcanone__gold2,2.0,0.01,,1932,0.6573740346535547,0.5,3.043823400000747,0.7344423906346272,0.5940501885375966,0.5995380031086036,0.8095599393019727,0.4098360655737705,0.8556535685645549,0.3324468085106383,0.6506018700199628,0.35788126042732116,1067,180,251,125,0.6524953789279113,0.6048111211588664,0.5808521316111449,0.8261700095510984,0.3368055555555556,0.6936647955092221,0.5159574468085106,0.6506018700199628,0.35788126042732116,865,382,182,194
logistic_regression__C0.1__pca128__gold1,1.0,0.1,128.0,128,0.6193269919403339,0.5,0.2045082999998158,0.714109673444239,0.5993949308126738,0.5992097789850599,0.8144578313253013,0.3835978835978836,0.8131515637530072,0.38563829787234044,0.6449564060127285,0.36151075592956194,1014,233,231,145,0.6414048059149723,0.6013090992850927,0.574147109423183,0.8256611165523996,0.3289036544850498,0.6760224538893344,0.526595744680851,0.6449564060127285,0.36151075592956194,843,404,178,198
logistic_regression__C0.1__pca128__gold2,2.0,0.1,128.0,128,0.6495972013106643,0.5,0.16670759999942675,0.7252002464571781,0.5954663532904503,0.5987945957450582,0.8111888111888111,0.3958333333333333,0.8372093023255814,0.3537234042553192,0.645705011175758,0.3626622293169145,1044,203,243,133,0.640788662969809,0.6018369619000494,0.5741566586332367,0.8261296660117878,0.32892561983471075,0.6744186046511628,0.5292553191489362,0.645705011175758,0.3626622293169145,841,406,177,199
logistic_regression__C1__pca256__gold3,3.0,1.0,256.0,256,0.6632584730245354,0.5,0.5424579999998969,0.7134935304990758,0.5989939685031309,0.5987169704977655,0.8143086816720257,0.38258575197889183,0.8123496391339214,0.38563829787234044,0.6416420686242728,0.36151300690616556,1013,234,231,145,0.6555760936537277,0.6105312324045795,0.5853307159131681,0.8295019157088123,0.34196891191709844,0.6944667201283079,0.526595744680851,0.6416420686242728,0.36151300690616556,866,381,178,198
logistic_regression__C1__pca128__gold1,1.0,1.0,128.0,128,0.6315662523129739,0.5,0.1686355999991065,0.7171903881700554,0.5976844426623897,0.5986666343426508,0.8131955484896661,0.3863013698630137,0.8203688853247795,0.375,0.6425612960466822,0.3603275646142455,1023,224,235,141,0.6414048059149723,0.600380274360593,0.573650429695963,0.8250244379276638,0.3283333333333333,0.6768243785084203,0.523936170212766,0.6425612960466822,0.3603275646142455,844,403,179,197
logistic_regression__C10__pca256__gold1p5,1.5,10.0,256.0,256,0.5975906198333565,0.5,0.5795047999995404,0.696241528034504,0.605414697401423,0.5981069101045996,0.8200339558573854,0.3685393258426966,0.7746591820368885,0.43617021276595747,0.6390336808340017,0.3587410935251991,966,281,212,164,0.6506469500924215,0.6008217594567387,0.5778426343427745,0.8238095238095238,0.3333333333333333,0.6936647955092221,0.5079787234042553,0.6390336808340017,0.3587410935251991,865,382,185,191
logistic_regression__C10__pca256__gold2,2.0,10.0,256.0,256,0.6089242187158045,0.5,0.5612813000002461,0.6993222427603204,0.6037042092511389,0.5979377675257271,0.818639798488665,0.37037037037037035,0.7818765036086608,0.425531914893617,0.6398739954614479,0.3595732080038348,975,272,216,160,0.6487985212569316,0.6005476974526096,0.5769123118970003,0.8239234449760765,0.33217993079584773,0.6904570970328789,0.5106382978723404,0.6398739954614479,0.3595732080038348,861,386,184,192
logistic_regression__C0.1__pca256__gold2,2.0,0.1,256.0,256,0.669398114306658,0.5,0.4261289000000943,0.7221195317313617,0.5953191915917351,0.5979330138284286,0.8114241001564946,0.391304347826087,0.8315958299919808,0.35904255319148937,0.6449286798955791,0.36592949211923004,1037,210,241,135,0.6549599507085644,0.6119879199440359,0.5858486439195101,0.8306063522617901,0.3424657534246575,0.6920609462710505,0.5319148936170213,0.6449286798955791,0.36592949211923004,863,384,176,200
logistic_regression__C1__pca128__gold2,2.0,1.0,128.0,128,0.6677554038610488,0.5,0.1789944000001924,0.7301293900184843,0.5931011022197956,0.5977781650454235,0.809487375669472,0.40189873417721517,0.8484362469927826,0.3377659574468085,0.6433248306574075,0.36272688079141885,1058,189,249,127,0.6401725200246458,0.5995783497415073,0.5726836974280737,0.8246816846229187,0.3272425249169435,0.6752205292702486,0.523936170212766,0.6433248306574075,0.36272688079141885,842,405,179,197
logistic_regression__C10__pca128__gold2,2.0,10.0,128.0,128,0.6679142388314501,0.5,0.17759320000050138,0.7301293900184843,0.5931011022197956,0.5977781650454235,0.809487375669472,0.40189873417721517,0.8484362469927826,0.3377659574468085,0.6430305072599771,0.3626613794461944,1058,189,249,127,0.640788662969809,0.5999793120510502,0.5731669743907132,0.824853228962818,0.3277870216306156,0.6760224538893344,0.523936170212766,0.6430305072599771,0.3626613794461944,843,404,179,197
logistic_regression__C10__pca128__gold1,1.0,10.0,128.0,128,0.6311518141359023,0.5,0.17037010000012742,0.7159581022797289,0.596882518043304,0.5976817052376986,0.8128980891719745,0.38419618528610355,0.8187650360866079,0.375,0.6422051220802266,0.36021094099686496,1021,226,235,141,0.6414048059149723,0.5994514494360934,0.5731510469387165,0.824390243902439,0.3277591973244147,0.677626303127506,0.5212765957446809,0.6422051220802266,0.36021094099686496,845,402,180,196
logistic_regression__C0.1__pca256__gold1p5,1.5,0.1,256.0,256,0.5400083388742721,0.5,0.4429437999988295,0.6802218114602587,0.6135661758433005,0.5974365726405576,0.8273381294964028,0.36007827788649704,0.7377706495589414,0.48936170212765956,0.6439028135610572,0.36667253575566794,920,327,192,184,0.6543438077634011,0.6088004828609941,0.5838471048788682,0.828544061302682,0.34024179620034545,0.6936647955092221,0.523936170212766,0.6439028135610572,0.36667253575566794,865,382,179,197
logistic_regression__C10__pca128__gold1p5,1.5,10.0,128.0,128,0.6325368783469868,0.5,0.1701539000005141,0.7165742452248922,0.5963546554283472,0.5974094605379522,0.812549642573471,0.38461538461538464,0.8203688853247795,0.3723404255319149,0.642601818833285,0.36112870446648004,1023,224,236,140,0.6420209488601355,0.6007812366701359,0.5741340649662975,0.8251953125,0.328881469115192,0.677626303127506,0.523936170212766,0.642601818833285,0.36112870446648004,845,402,179,197
logistic_regression__C1__pca256__gold2,2.0,1.0,256.0,256,0.6282164959049403,0.5,0.585829399999966,0.7024029574861368,0.6010648961763552,0.5970094009497082,0.8167495854063018,0.37170263788968827,0.7898957497995188,0.4122340425531915,0.640430650582675,0.360377473356627,985,262,221,155,0.6475662353666051,0.5997457728335238,0.5759459903893589,0.8235858101629914,0.3310344827586207,0.6888532477947072,0.5106382978723404,0.640430650582675,0.360377473356627,859,388,184,192
logistic_regression__C1__pca128__gold1p5,1.5,1.0,128.0,128,0.6219868772928447,0.5,0.17528309999988778,0.7122612446087492,0.5972632189595455,0.5969910219837774,0.8135048231511254,0.37994722955145116,0.8115477145148356,0.3829787234042553,0.6429153372348957,0.36117665785340236,1012,235,232,144,0.6426370918052988,0.6021110239041785,0.5751155484942587,0.8260019550342131,0.33,0.677626303127506,0.526595744680851,0.6429153372348957,0.36117665785340236,845,402,178,198
logistic_regression__C0.01__pcanone__gold1p5,1.5,0.01,,1932,0.6382454022612659,0.5,3.315990200000215,0.7258163894023414,0.5930808408264943,0.5968332119202525,0.8098918083462133,0.3951367781155015,0.8404170008019246,0.34574468085106386,0.6497402276100941,0.3570614417040705,1048,199,246,130,0.6531115218730745,0.60335443361941,0.5803009710387832,0.8250950570342205,0.3362521891418564,0.6960705693664796,0.5106382978723404,0.6497402276100941,0.3570614417040705,868,379,184,192
logistic_regression__C1__pca256__gold1p5,1.5,1.0,256.0,256,0.7170442553332865,0.5,0.564233399999921,0.7282809611829945,0.5918982152911669,0.5962971214561084,0.8090490797546013,0.3981191222570533,0.8460304731355253,0.3377659574468085,0.6397481615451551,0.35991451104401484,1055,192,249,127,0.6512630930375847,0.6040091965397806,0.5798813483047406,0.8258373205741627,0.3356401384083045,0.6920609462710505,0.5159574468085106,0.6397481615451551,0.35991451104401484,863,384,182,194
logistic_regression__C0.1__pca256__gold1,1.0,0.1,256.0,256,0.6764948484985609,0.5,0.40787140000065847,0.722735674676525,0.5929336791277791,0.5960113903381258,0.8101167315175097,0.3905325443786982,0.834803528468324,0.35106382978723405,0.6422946987664011,0.3654666459051543,1041,206,244,132,0.6500308071472581,0.6041360968451944,0.5794231864169234,0.8261287223823247,0.33505154639175255,0.6896551724137931,0.5186170212765957,0.6422946987664011,0.3654666459051543,860,387,181,195
logistic_regression__C0.01__pcanone__gold1,1.0,0.01,,1932,0.6508497238967503,0.5,3.3305890000001455,0.7313616759088108,0.5901877271408829,0.5953285052223203,0.8078967350037966,0.4019607843137255,0.8532477947072975,0.3271276595744681,0.648748485727448,0.35547365555560034,1064,183,253,123,0.6494146642020949,0.5990910099131532,0.5763535431058884,0.8228571428571428,0.33158813263525305,0.6928628708901363,0.5053191489361702,0.648748485727448,0.35547365555560034,864,383,186,190
logistic_regression__C1__pca256__gold1,1.0,1.0,256.0,256,0.7147215658883734,0.5,0.558138300000337,0.7258163894023414,0.5912231909774949,0.5951699648831728,0.8089368258859785,0.39384615384615385,0.8420208500400962,0.3404255319148936,0.6387990752273541,0.3590429365431243,1050,197,248,128,0.6512630930375847,0.6021515466907812,0.5788474234366403,0.8245948522402288,0.3344947735191638,0.6936647955092221,0.5106382978723404,0.6387990752273541,0.3590429365431243,865,382,184,192
logistic_regression__C10__pca256__gold1,1.0,10.0,256.0,256,0.5686163024930777,0.5,0.5830540000001747,0.6839186691312384,0.6038972256820625,0.5927227101631116,0.8208041958041958,0.3569937369519833,0.7530072173215717,0.45478723404255317,0.6381229845245611,0.35781492105409474,939,308,205,171,0.651879235982748,0.6034813339248238,0.5798505872731147,0.825381679389313,0.3356521739130435,0.6936647955092221,0.5132978723404256,0.6381229845245611,0.35781492105409474,865,382,183,193
logistic_regression__C0.1__pcanone__gold3,3.0,0.1,,1932,0.48618865865096295,0.5,7.5351691999999275,0.674060382008626,0.5956241788803768,0.5837438602768457,0.8171378091872792,0.34419551934826886,0.7417802726543705,0.449468085106383,0.6189557064614649,0.3268151736403372,925,322,207,169,0.6746765249537893,0.5932386664164206,0.5823778241291253,0.8156277436347673,0.34297520661157027,0.7449879711307137,0.44148936170212766,0.6189557064614649,0.3268151736403372,929,318,210,166
logistic_regression__C0.1__pcanone__gold2,2.0,0.1,,1932,0.5178900693269908,0.5,6.970474499999455,0.6789895255699322,0.5886148031872238,0.5806332584945046,0.8123924268502581,0.34273318872017355,0.7570168404170008,0.42021276595744683,0.6182454913067958,0.32701432957291826,944,303,218,158,0.6722119531731362,0.5879195174802505,0.5779552653188911,0.8127734033245845,0.3375,0.7449879711307137,0.4308510638297872,0.6182454913067958,0.32701432957291826,929,318,214,162
logistic_regression__C0.1__pcanone__gold1p5,1.5,0.1,,1932,0.47211153887067747,0.5,6.830122400000619,0.6678989525569933,0.5925433807094473,0.5795443895081835,0.8160714285714286,0.3379721669980119,0.7329591018444266,0.4521276595744681,0.6178807862273712,0.3272209822698583,914,333,206,170,0.6722119531731362,0.5851330427067516,0.5760404595895119,0.8111401218450827,0.33544303797468356,0.7473937449879712,0.4228723404255319,0.6178807862273712,0.3272209822698583,932,315,217,159
logistic_regression__C0.1__pcanone__gold1,1.0,0.1,,1932,0.4686172486667697,0.5,6.306626399999914,0.6654343807763401,0.592797181320275,0.5788209228204679,0.8165467625899281,0.33659491193737767,0.7281475541299118,0.4574468085106383,0.616852787114607,0.3270928461983518,908,339,204,172,0.669747381392483,0.5835291934685799,0.574142536009963,0.8104803493449781,0.33263598326359833,0.7441860465116279,0.4228723404255319,0.616852787114607,0.3270928461983518,928,319,217,159
logistic_regression__C1__pcanone__gold1p5,1.5,1.0,,1932,0.6859684543478675,0.5,12.11913980000054,0.6993222427603204,0.5730529867426504,0.5737149401927267,0.801909307875895,0.3469945355191257,0.8083400160384924,0.3377659574468085,0.5941856199559794,0.30630052001312363,1008,239,249,127,0.6685150955021565,0.5687948949819994,0.563177115642447,0.8022165387894288,0.32,0.7546110665597434,0.3829787234042553,0.5941856199559794,0.30630052001312363,941,306,232,144
logistic_regression__C1__pcanone__gold1,1.0,1.0,,1932,0.6915715821579486,0.5,12.468298899999354,0.6987060998151571,0.5726520244331075,0.5732458869007259,0.8017515923566879,0.3460490463215259,0.8075380914194066,0.3377659574468085,0.5941003088262895,0.30653806330256506,1007,240,249,127,0.66728280961183,0.5670641454384139,0.5615532387489244,0.8013640238704177,0.31777777777777777,0.7538091419406576,0.3803191489361702,0.5941003088262895,0.30653806330256506,940,307,233,143
logistic_regression__C1__pcanone__gold2,2.0,1.0,,1932,0.6650092338447349,0.5,11.621985899999345,0.6974738139248305,0.5727789247385214,0.5731127792482454,0.8019169329073482,0.3450134770889488,0.8051323175621492,0.3404255319148936,0.5942026821819175,0.3063677896885031,1004,243,248,128,0.6703635243376463,0.5690689569861284,0.5638685535617867,0.8022071307300509,0.32134831460674157,0.7578187650360866,0.3803191489361702,0.5942026821819175,0.3063677896885031,945,302,233,143
logistic_regression__C1__pcanone__gold3,3.0,1.0,,1932,0.6641348650907203,0.5,16.619799800000237,0.6956253850893407,0.5715760378098926,0.5717083333333334,0.8014411529223379,0.3422459893048128,0.8027265437048917,0.3404255319148936,0.5941856199559795,0.3061231073688392,1001,246,248,128,0.6709796672828097,0.5713275691446706,0.56573140227526,0.8034042553191489,0.3236607142857143,0.7570168404170008,0.38563829787234044,0.5941856199559795,0.3061231073688392,944,303,231,145
logistic_regression__C10__pcanone__gold2,2.0,10.0,,1932,0.8183158780230866,0.5,17.105700999999954,0.6956253850893407,0.5641454384138955,0.5651597129419115,0.7976284584980237,0.33519553072625696,0.8091419406575782,0.3191489361702128,0.5872348956644884,0.30076396934834837,1009,238,256,120,0.6654343807763401,0.5593594840382876,0.5551887304323249,0.7972972972972973,0.3097949886104784,0.7570168404170008,0.3617021276595745,0.5872348956644884,0.30076396934834837,944,303,240,136
logistic_regression__C10__pcanone__gold1,1.0,10.0,,1932,0.8038851272164325,0.5,17.29768339999964,0.6931608133086876,0.5643992390247231,0.564979590606512,0.7979315831344471,0.3333333333333333,0.8043303929430633,0.324468085106383,0.5872178334385504,0.3010446018106743,1003,244,254,122,0.6642020948860136,0.5585575594192018,0.5542765834900905,0.7969543147208121,0.30839002267573695,0.7554129911788292,0.3617021276595745,0.5872178334385504,0.3010446018106743,942,305,240,136
logistic_regression__C10__pcanone__gold1p5,1.5,10.0,,1932,0.7927203135663878,0.5,20.333745900000395,0.6925446703635243,0.5639982767151802,0.5645188089232356,0.7977707006369427,0.33242506811989103,0.8035284683239775,0.324468085106383,0.5872178334385505,0.30083995913050177,1002,245,254,122,0.6654343807763401,0.5593594840382876,0.5551887304323249,0.7972972972972973,0.3097949886104784,0.7570168404170008,0.3617021276595745,0.5872178334385505,0.30083995913050177,944,303,240,136
logistic_regression__C10__pcanone__gold3,3.0,10.0,,1932,0.8681376981442945,0.5,20.892328400000224,0.7011706715958103,0.5621811496527838,0.5641515169468485,0.7962674961119751,0.33827893175074186,0.8211708099438653,0.30319148936170215,0.5871303895306181,0.30067746390399686,1024,223,262,114,0.6660505237215034,0.5606892712723301,0.5563695231178891,0.797971259509721,0.31136363636363634,0.7570168404170008,0.36436170212765956,0.5871303895306181,0.30067746390399686,944,303,239,137
