candidate_key,gold_multiplier,C,pca_components,dataset,subgroup,recording_count,dry_count,wet_count,threshold,accuracy,balanced_accuracy,macro_f1,dry_precision,wet_precision,dry_recall,wet_recall,roc_auc,average_precision_wet,tn_dry_correct,fp_dry_as_wet,fn_wet_as_dry,tp_wet_correct
logistic_regression__C0.001__pca64__gold1,1.0,0.001,64.0,train_oof,all,1623,1247,376,0.5823146465695275,0.7264325323475046,0.6287771502670239,0.6253602844843721,0.8293683347005743,0.4158415841584158,0.8107457898957497,0.44680851063829785,0.68323337712638,0.3810413264831916,1011,236,208,168
logistic_regression__C0.001__pca64__gold1,1.0,0.001,64.0,train_oof,weak_all,1561,1191,370,0.5823146465695275,0.7238949391415759,0.627163183334468,0.6248761511599834,0.8242320819112628,0.42159383033419023,0.8110831234256927,0.44324324324324327,0.6796627862119047,0.3815116367769034,966,225,206,164
logistic_regression__C0.001__pca64__gold1,1.0,0.001,64.0,train_oof,gold_all,62,56,6,0.5823146465695275,0.7903225806451613,0.7351190476190477,0.6273693943596856,0.9574468085106383,0.26666666666666666,0.8035714285714286,0.6666666666666666,0.8244047619047619,0.5957587382779198,45,11,2,4
logistic_regression__C0.001__pca64__gold1,1.0,0.001,64.0,train_oof,gold_3_of_4,31,28,3,0.5823146465695275,0.8064516129032258,0.5952380952380952,0.5694444444444444,0.9230769230769231,0.2,0.8571428571428571,0.3333333333333333,0.6904761904761905,0.47023809523809523,24,4,2,1
logistic_regression__C0.001__pca64__gold1,1.0,0.001,64.0,train_oof,gold_4_of_4,31,28,3,0.5823146465695275,0.7741935483870968,0.875,0.6593406593406593,1.0,0.3,0.75,1.0,0.9523809523809524,0.8095238095238095,21,7,0,3
logistic_regression__C0.001__pca128__gold1,1.0,0.001,128.0,train_oof,all,1623,1247,376,0.5451205938234057,0.7011706715958103,0.6485618676312511,0.6269324482583261,0.8463636363636363,0.39579349904397704,0.7465918203688853,0.550531914893617,0.6833378832602501,0.379408099517243,931,316,169,207
logistic_regression__C0.001__pca128__gold1,1.0,0.001,128.0,train_oof,weak_all,1561,1191,370,0.5451205938234057,0.6976297245355542,0.6453491274649965,0.6255179171901747,0.8407582938388626,0.39920948616600793,0.744752308984047,0.5459459459459459,0.6793723194226973,0.3797753018977765,887,304,168,202
logistic_regression__C0.001__pca128__gold1,1.0,0.001,128.0,train_oof,gold_all,62,56,6,0.5451205938234057,0.7903225806451613,0.8095238095238095,0.6530348687042618,0.9777777777777777,0.29411764705882354,0.7857142857142857,0.8333333333333334,0.8422619047619048,0.5892242862057103,44,12,1,5
logistic_regression__C0.001__pca128__gold1,1.0,0.001,128.0,train_oof,gold_3_of_4,31,28,3,0.5451205938234057,0.8064516129032258,0.7440476190476191,0.6423076923076922,0.9583333333333334,0.2857142857142857,0.8214285714285714,0.6666666666666666,0.75,0.48120300751879697,23,5,1,2
logistic_regression__C0.001__pca128__gold1,1.0,0.001,128.0,train_oof,gold_4_of_4,31,28,3,0.5451205938234057,0.7741935483870968,0.875,0.6593406593406593,1.0,0.3,0.75,1.0,0.9404761904761905,0.7916666666666666,21,7,0,3
logistic_regression__C0.001__pca256__gold1,1.0,0.001,256.0,train_oof,all,1623,1247,376,0.5783814504197061,0.722735674676525,0.6310155010322647,0.6254999487232079,0.8312551953449709,0.4119047619047619,0.8019246190858059,0.4601063829787234,0.6816337934446929,0.37888695029193814,1000,247,203,173
logistic_regression__C0.001__pca256__gold1,1.0,0.001,256.0,train_oof,weak_all,1561,1191,370,0.5783814504197061,0.7187700192184497,0.6284623414346336,0.6238998059893582,0.8258232235701907,0.4152334152334152,0.8001679261125105,0.45675675675675675,0.6775864025234304,0.3797233861777993,953,238,201,169
logistic_regression__C0.001__pca256__gold1,1.0,0.001,256.0,train_oof,gold_all,62,56,6,0.5783814504197061,0.8225806451612904,0.7529761904761905,0.6581453634085213,0.9591836734693877,0.3076923076923077,0.8392857142857143,0.6666666666666666,0.8392857142857143,0.5057644110275689,47,9,2,4
logistic_regression__C0.001__pca256__gold1,1.0,0.001,256.0,train_oof,gold_3_of_4,31,28,3,0.5783814504197061,0.8064516129032258,0.5952380952380952,0.5694444444444444,0.9230769230769231,0.2,0.8571428571428571,0.3333333333333333,0.7619047619047619,0.4841269841269841,24,4,2,1
logistic_regression__C0.001__pca256__gold1,1.0,0.001,256.0,train_oof,gold_4_of_4,31,28,3,0.5783814504197061,0.8387096774193549,0.9107142857142857,0.7237076648841354,1.0,0.375,0.8214285714285714,1.0,0.9285714285714285,0.6805555555555556,23,5,0,3
logistic_regression__C0.01__pcanone__gold1,1.0,0.01,,train_oof,all,1623,1247,376,0.6508497238967503,0.7313616759088108,0.5901877271408829,0.5953285052223203,0.8078967350037966,0.4019607843137255,0.8532477947072975,0.3271276595744681,0.648748485727448,0.35547365555560034,1064,183,253,123
logistic_regression__C0.01__pcanone__gold1,1.0,0.01,,train_oof,weak_all,1561,1191,370,0.6508497238967503,0.7277386290839206,0.5886944879388205,0.5939635413319624,0.8025276461295419,0.4067796610169492,0.8530646515533166,0.32432432432432434,0.6452765107676947,0.3592071337205356,1016,175,250,120
logistic_regression__C0.01__pcanone__gold1,1.0,0.01,,train_oof,gold_all,62,56,6,0.6508497238967503,0.8225806451612904,0.6785714285714286,0.6250687190764156,0.9411764705882353,0.2727272727272727,0.8571428571428571,0.5,0.7946428571428572,0.3966039707419018,48,8,3,3
logistic_regression__C0.01__pcanone__gold1,1.0,0.01,,train_oof,gold_3_of_4,31,28,3,0.6508497238967503,0.8064516129032258,0.5952380952380952,0.5694444444444444,0.9230769230769231,0.2,0.8571428571428571,0.3333333333333333,0.7857142857142858,0.47883597883597884,24,4,2,1
logistic_regression__C0.01__pcanone__gold1,1.0,0.01,,train_oof,gold_4_of_4,31,28,3,0.6508497238967503,0.8387096774193549,0.7619047619047619,0.6750524109014675,0.96,0.3333333333333333,0.8571428571428571,0.6666666666666666,0.8214285714285715,0.5158730158730158,24,4,1,2
logistic_regression__C0.01__pca32__gold1,1.0,0.01,32.0,train_oof,all,1623,1247,376,0.5432017168719363,0.7036352433764633,0.6306603934549302,0.6175524647161097,0.8342059336823735,0.389937106918239,0.7666399358460305,0.4946808510638298,0.6800875292190619,0.3770321211155371,956,291,190,186
logistic_regression__C0.01__pca32__gold1,1.0,0.01,32.0,train_oof,weak_all,1561,1191,370,0.5432017168719363,0.6995515695067265,0.6279778519073229,0.616040911777555,0.8287795992714025,0.3930885529157667,0.764063811922754,0.4918918918918919,0.6760977602287426,0.37736771222093646,910,281,188,182
logistic_regression__C0.01__pca32__gold1,1.0,0.01,32.0,train_oof,gold_all,62,56,6,0.5432017168719363,0.8064516129032258,0.7440476190476191,0.6423076923076922,0.9583333333333334,0.2857142857142857,0.8214285714285714,0.6666666666666666,0.8482142857142857,0.6050194931773879,46,10,2,4
