alignment_key,unit,wst_model,mfcc_model,threshold_source,validation_used_for_selection,test_processed
original_uuid,recording,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\TFM_resp_dis\results_stage2_dry_wet_wavelet_scattering_recording_linear\paper_q8_q1_t500_full\full\logistic_regression,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\TFM_resp_dis\results_stage2_dry_wet_mfcc_recording_linear\mfcc117\full\logistic_regression,TRAIN OOF,False,False
