dataset,experiment,candidate_key,wst_model,coch_model,alpha_wst,weight_coch,score_calibration,model_size_kb_joblib,threshold_policy,threshold,accuracy,balanced_accuracy,macro_f1,dry_precision,wet_precision,dry_recall,wet_recall,roc_auc,average_precision_wet,tn_dry_correct,fp_dry_as_wet,fn_wet_as_dry,tp_wet_correct
train_oof,late_fusion_wst_cochleograms,late_fusion__wst_lr__coch_raw_pca64_xgb__alpha0p80,wst_recording_pca128_logistic_regression,coch_raw_pca64_xgb,0.8,0.19999999999999996,none_raw_probabilities,1947.412109375,fixed_0p5,0.5,0.6457178065311152,0.6375535327338805,0.5938489700047307,0.8514644351464435,0.35082458770614694,0.652766639935846,0.6223404255319149,0.6852637820130014,0.3793244553442949,814,433,142,234
train_oof,late_fusion_wst_cochleograms,late_fusion__wst_lr__coch_raw_pca64_xgb__alpha0p80,wst_recording_pca128_logistic_regression,coch_raw_pca64_xgb,0.8,0.19999999999999996,none_raw_probabilities,1947.412109375,oof_tuned_frozen,0.5320811694997682,0.7024029574861368,0.6502926171748367,0.6284708711521062,0.8472727272727273,0.3977055449330784,0.7473937449879712,0.5531914893617021,0.6852637820130014,0.3793244553442949,932,315,168,208
validation,late_fusion_wst_cochleograms,late_fusion__wst_lr__coch_raw_pca64_xgb__alpha0p80,wst_recording_pca128_logistic_regression,coch_raw_pca64_xgb,0.8,0.19999999999999996,none_raw_probabilities,1947.412109375,fixed_0p5,0.5,0.6532951289398281,0.657960199004975,0.6068099924581708,0.8656716417910447,0.36486486486486486,0.6492537313432836,0.6666666666666666,0.6788280818131565,0.3581257120220883,174,94,27,54
validation,late_fusion_wst_cochleograms,late_fusion__wst_lr__coch_raw_pca64_xgb__alpha0p80,wst_recording_pca128_logistic_regression,coch_raw_pca64_xgb,0.8,0.19999999999999996,none_raw_probabilities,1947.412109375,oof_tuned_frozen,0.5320811694997682,0.6819484240687679,0.6550810761009767,0.6209528282502128,0.8552036199095022,0.3828125,0.7052238805970149,0.6049382716049383,0.6788280818131565,0.3581257120220883,189,79,32,49
