fold,recording_count,threshold,accuracy,balanced_accuracy,macro_f1,dry_precision,wet_precision,dry_recall,wet_recall,roc_auc,average_precision_wet,tn_dry_correct,fp_dry_as_wet,fn_wet_as_dry,tp_wet_correct
0,325,0.6233847647742679,0.7323076923076923,0.6013263580638343,0.6060276721147013,0.8115384615384615,0.4153846153846154,0.8473895582329317,0.35526315789473684,0.6155146903403086,0.31305869272776127,211,38,49,27
1,325,0.6233847647742679,0.6646153846153846,0.5206666666666667,0.5209018000838507,0.7786561264822134,0.2638888888888889,0.788,0.25333333333333335,0.5759466666666666,0.2679323661042128,197,53,56,19
2,324,0.6233847647742679,0.6666666666666666,0.5641767068273092,0.5591614593831888,0.8,0.3146067415730337,0.7550200803212851,0.37333333333333335,0.5702275769745649,0.32356563809952804,188,61,47,28
3,325,0.6233847647742679,0.6984615384615385,0.5846666666666667,0.5830278592375366,0.8089430894308943,0.35443037974683544,0.796,0.37333333333333335,0.63776,0.40393541140259326,199,51,47,28
4,324,0.6233847647742679,0.7345679012345679,0.6409638554216868,0.6369606003752345,0.8353909465020576,0.43209876543209874,0.8152610441767069,0.4666666666666667,0.6712182061579652,0.40839833557579036,203,46,40,35
