split,cough_source,n_cough_segments,n_cough_recordings,recall_cough,false_negative_rate,mean_probability_cough,median_probability_cough
train_oof,original_cough,1983,1983,0.9717599596570852,0.028240040342914774,0.933615801756155,0.9832583084154203
train_oof,new_fsd50k_cough,121,121,0.34710743801652894,0.6528925619834711,0.3652943359191301,0.2722205073132034
