candidate,fold,n_train,n_validation,n_new_fsd50k_cough_validation,recall_new_fsd50k_cough,fit_seconds,n_samples,n_no_cough,n_cough,accuracy,balanced_accuracy,precision_cough,recall_cough,specificity_no_cough,f1_cough,macro_f1,roc_auc,tn_no_cough_correct,fp_no_cough_as_cough,fn_cough_as_no_cough,tp_cough_correct
lr__C0p3__l1__weight_none,0,6247,1449,21,0.3333333333333333,0.19327310001244769,1449,1031,418,0.9744651483781919,0.9664097197406707,0.9635036496350365,0.9473684210526315,0.98545101842871,0.9553679131483716,0.9687424389328132,0.9899595784275962,1016,15,22,396
lr__C0p3__l1__weight_none,1,6142,1554,25,0.24,0.13768770001479425,1554,1130,424,0.954954954954955,0.9454499916513608,0.9116279069767442,0.9245283018867925,0.9663716814159292,0.9180327868852459,0.943488443132064,0.9874227750876607,1092,38,32,392
lr__C0p3__l1__weight_none,2,6224,1472,21,0.6666666666666666,0.16161369998008013,1472,1053,419,0.9626358695652174,0.9559220501941266,0.9292452830188679,0.9403341288782816,0.9715099715099715,0.9347568208778173,0.9542894052033066,0.9878039106360506,1023,30,25,394
lr__C0p3__l1__weight_none,3,6008,1688,23,0.34782608695652173,0.15071309998165816,1688,1268,420,0.9680094786729858,0.9588027640078114,0.9316037735849056,0.9404761904761905,0.9771293375394322,0.9360189573459715,0.9573459715639809,0.9900461919783686,1239,29,25,395
lr__C0p3__l1__weight_none,4,6163,1533,31,0.22580645161290322,0.1612969000125304,1533,1110,423,0.9628180039138943,0.9516452622835602,0.937799043062201,0.9267139479905437,0.9765765765765766,0.9322235434007135,0.9533027829363118,0.9841756650267288,1084,26,31,392
