candidate_key,feature_fraction,feature_percent,selected_feature_count,fixed_rf,threshold_oof,elapsed_seconds_total_search,within_0p005_of_best_macro_f1,selected_by_compact_rule,accuracy,balanced_accuracy,macro_f1,dry_precision,wet_precision,dry_recall,wet_recall,roc_auc,average_precision_wet,tn_dry_correct,fp_dry_as_wet,fn_wet_as_dry,tp_wet_correct
mi_100pct__k644,1.0,100,644,rf__trees300__depth10__leaf5__features0p1,0.4037241592771268,92.6477304007858,True,True,0.7270486752926679,0.631035762425566,0.6271826869080008,0.8305921052631579,0.4176904176904177,0.809943865276664,0.4521276595744681,0.6663119145523726,0.37500514074451946,1010,237,206,170
mi_030pct__k193,0.3,30,193,rf__trees300__depth10__leaf5__features0p1,0.4155658781564063,92.6477304007858,False,False,0.7288971041281578,0.6220215751846986,0.621338095682495,0.8251410153102336,0.4162303664921466,0.8211708099438653,0.4228723404255319,0.67401764234162,0.3790731715795959,1024,223,217,159
mi_050pct__k322,0.5,50,322,rf__trees300__depth10__leaf5__features0p1,0.38419315257011416,92.6477304007858,False,False,0.6968576709796673,0.6346092323704551,0.6170275216685659,0.8379588182632051,0.38537549407114624,0.7506014434643143,0.5186170212765957,0.6679434899076935,0.37508797560410667,936,311,181,195
mi_010pct__k064,0.1,10,64,rf__trees300__depth10__leaf5__features0p1,0.4236886728282805,92.6477304007858,False,False,0.7134935304990758,0.6138551672951253,0.6100237025722484,0.8226072607260726,0.39172749391727496,0.7995188452285485,0.42819148936170215,0.6609181183777236,0.3640732404253313,997,250,215,161
mi_005pct__k032,0.05,5,32,rf__trees300__depth10__leaf5__features0p1,0.41746247793583224,92.6477304007858,False,False,0.6888478126925447,0.6163931734034022,0.6026288269183498,0.8277385159010601,0.36863543788187375,0.7514033680834001,0.48138297872340424,0.6580090088552953,0.3616602507390957,937,310,195,181
mi_001pct__k006,0.01,1,6,rf__trees300__depth10__leaf5__features0p1,0.4482721638574284,92.6477304007858,False,False,0.6771410967344423,0.6106325393710864,0.5944125445909082,0.8259693417493237,0.3560311284046693,0.7345629510825983,0.4867021276595745,0.6355615178556194,0.3371823046677193,916,331,193,183
