candidate_key,wst_model,coch_model,alpha_wst,weight_coch,threshold_oof,model_size_kb_combined,accuracy,balanced_accuracy,macro_f1,dry_precision,wet_precision,dry_recall,wet_recall,roc_auc,average_precision_wet,tn_dry_correct,fp_dry_as_wet,fn_wet_as_dry,tp_wet_correct
late_fusion__wst_lr__coch_raw_pca64_rf__alpha0p80,wst_recording_pca128_logistic_regression,coch_raw_pca64_rf,0.8,0.19999999999999996,0.5248999438745263,2865.5712890625,0.7036352433764633,0.6520233667184221,0.6300092940458863,0.8481818181818181,0.39961759082217974,0.748195669607057,0.5558510638297872,0.6852360558958521,0.38156922189696474,933,314,167,209
