fusion_type,formula,alpha_grid,candidate_coch_models,selected_candidate,selected_coch_model,selected_alpha_wst,selected_weight_coch,selected_threshold,score_calibration,selection_data,meta_cv_sensitivity,validation_used_for_selection,test_processed,wst_model_path,coch_model_path,model_size_kb_combined
late_weighted_probability_average,alpha*p_wst + (1-alpha)*p_coch,0.00:0.05:1.00,coch_raw_pca64_rf|coch_raw_pca64_xgb,late_fusion__wst_lr__coch_raw_pca64_rf__alpha0p80,coch_raw_pca64_rf,0.8,0.19999999999999996,0.5248999438745263,none_raw_probabilities,TRAIN OOF only,leave_one_existing_fold_out,False,False,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\TFM_resp_dis\models_stage2_dry_wet_wavelet_scattering_recording_linear\paper_q8_q1_t500_full\full\logistic_regression_model.joblib,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\TFM_resp_dis\models_stage2_dry_wet_cochleograms_raw_pca_rf\paper64\full\raw_pca64_rf_event_model.joblib,2865.5712890625
