fusion_type,formula,fusion_unit,alpha_grid,selection_data,meta_cv,wet_recall_constraint,score_calibration,validation_used_for_selection,test_processed,wst_results_dir,cnn_results_dir,wst_model_path,cnn_model_path
late_weighted_probability_average,alpha*p_wst + (1-alpha)*p_logmel_cnn,original_uuid_recording,0.00:0.05:1.00,TRAIN OOF only,leave_one_existing_fold_out,0.55,none_raw_probabilities,False,False,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\TFM_resp_dis\results_stage2_dry_wet_wavelet_scattering_recording_linear\paper_q8_q1_t500_full\full\logistic_regression,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\TFM_resp_dis\results_stage2_dry_wet_logmel_tiny_cnn\logmel64_win32_hop16\full,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\TFM_resp_dis\models_stage2_dry_wet_wavelet_scattering_recording_linear\paper_q8_q1_t500_full\full\logistic_regression_model.joblib,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\TFM_resp_dis\models_stage2_dry_wet_logmel_tiny_cnn\logmel64_win32_hop16\full\logmel_tiny_cnn.keras
