fold,recording_count,threshold,accuracy,balanced_accuracy,macro_f1,dry_precision,wet_precision,dry_recall,wet_recall,roc_auc,average_precision_wet,tn_dry_correct,fp_dry_as_wet,fn_wet_as_dry,tp_wet_correct
0,325,0.5621482133865356,0.6861538461538461,0.6306277742549145,0.6108058608058609,0.8356164383561644,0.37735849056603776,0.7349397590361446,0.5263157894736842,0.6332699217924329,0.33847830171427784,183,66,36,40
1,325,0.5621482133865356,0.7015384615384616,0.61,0.6028646653481311,0.8227848101265823,0.375,0.78,0.44,0.6362666666666666,0.3405223098871328,195,55,42,33
2,324,0.5621482133865356,0.7376543209876543,0.5963855421686747,0.6023391812865497,0.8106060606060606,0.4166666666666667,0.8594377510040161,0.3333333333333333,0.6598661311914323,0.3808919796844061,214,35,50,25
3,325,0.5621482133865356,0.7015384615384616,0.568,0.5694776374189143,0.8,0.34285714285714286,0.816,0.32,0.6341333333333332,0.36398586353857393,204,46,51,24
4,324,0.5621482133865356,0.7345679012345679,0.6363052208835341,0.6337346863662653,0.8326530612244898,0.43037974683544306,0.8192771084337349,0.4533333333333333,0.6969745649263722,0.4307725675680861,204,45,41,34
