dataset,threshold,n_samples,n_no_cough,n_cough,accuracy,balanced_accuracy,precision_cough,recall_cough,specificity_no_cough,f1_cough,macro_f1,roc_auc,tn_no_cough_correct,fp_no_cough_as_cough,fn_cough_as_no_cough,tp_cough_correct,cough_quality
train_oof,0.5,7718,5603,2115,0.9350868100544184,0.9438126484925122,0.8280487804878048,0.9631205673758864,0.924504729609138,0.8904918032786885,0.9221817270697834,0.9856472533078152,5180,423,78,2037,
train_fit_original,0.5,7718,5603,2115,0.9424721430422388,0.9506652337969907,0.8442521631644005,0.9687943262411348,0.9325361413528468,0.9022457067371202,0.9307446635392964,0.9897177677105604,5225,378,66,2049,
validation,0.5,1709,1246,463,0.9379754242246928,0.9493203304570306,0.8275229357798165,0.9740820734341252,0.9245585874799358,0.8948412698412699,0.9254289336758216,0.9900120991925784,1152,94,12,451,
test,0.5,1689,1261,428,0.9396092362344582,0.9533821992633054,0.8171206225680934,0.9813084112149533,0.9254559873116575,0.89171974522293,0.924923912020332,0.9917307136451563,1167,94,8,420,
test_good_cough_vs_shared_no_cough,0.5,1479,1261,218,0.9364435429344151,0.9627279936558287,0.6987179487179487,1.0,0.9254559873116575,0.8226415094339623,0.8919632588355972,0.9970279885630307,1167,94,0,218,good
test_ok_cough_vs_shared_no_cough,0.5,1407,1261,146,0.9331911869225302,0.9627279936558287,0.6083333333333333,1.0,0.9254559873116575,0.7564766839378239,0.8588808460875281,0.9969962956123103,1167,94,0,146,ok
test_poor_cough_vs_shared_no_cough,0.5,1300,1261,39,0.9276923076923077,0.9627279936558287,0.2932330827067669,1.0,0.9254559873116575,0.45348837209302323,0.7073866901651278,0.9944081823542569,1167,94,0,39,poor
