split,cough_source,n_cough_segments,n_cough_recordings,recall_cough,false_negative_rate,mean_probability_cough,median_probability_cough
train_oof,original_cough,1983,1983,0.9914271306101866,0.008572869389813415,0.9760697519468299,0.9960750107578434
train_oof,new_fsd50k_cough,132,121,0.5378787878787878,0.4621212121212121,0.5288335178002078,0.6085107264134332
