dataset,threshold,n_samples,n_no_cough,n_cough,accuracy,balanced_accuracy,precision_cough,recall_cough,specificity_no_cough,f1_cough,macro_f1,roc_auc,tn_no_cough_correct,fp_no_cough_as_cough,fn_cough_as_no_cough,tp_cough_correct,cough_quality
train_oof,0.5,7925,5682,2243,0.964416403785489,0.9565660336675736,0.9359715429079593,0.9384752563530984,0.9746568109820486,0.9372217275155832,0.9561967063357104,0.9885587183278792,5538,144,138,2105,
train_fit,0.5,7925,5682,2243,0.9721135646687696,0.9644973144185288,0.954177897574124,0.94694605439144,0.9820485744456178,0.9505482210785412,0.9655649461424688,0.9934648261563254,5580,102,119,2124,
validation,0.5,1705,1212,493,0.960117302052786,0.9538974688543904,0.9241516966067864,0.9391480730223124,0.9686468646864688,0.93158953722334,0.9517219209295508,0.9865208630396508,1174,38,30,463,
test,0.5,1486,1216,270,0.9582772543741588,0.9500152290448343,0.8489932885906041,0.937037037037037,0.9629934210526315,0.8908450704225352,0.932527360502449,0.9911245126705653,1171,45,17,253,
test_poor_cough_vs_shared_no_cough,0.5,1486,1216,270,0.9582772543741588,0.9500152290448343,0.8489932885906041,0.937037037037037,0.9629934210526315,0.8908450704225352,0.932527360502449,0.9911245126705653,1171,45,17,253,poor
