dataset,threshold,n_samples,n_no_cough,n_cough,accuracy,balanced_accuracy,precision_cough,recall_cough,specificity_no_cough,f1_cough,macro_f1,roc_auc,tn_no_cough_correct,fp_no_cough_as_cough,fn_cough_as_no_cough,tp_cough_correct,cough_quality
train_oof,0.5,7636,5806,1830,0.9811419591409115,0.9718821117780927,0.9667774086378738,0.9540983606557377,0.9896658629004478,0.9603960396039604,0.9740103264365625,0.9976166543372318,5746,60,84,1746,
train_fit,0.5,7636,5806,1830,0.9959402828706129,0.997330347915949,0.983342289091886,1.0,0.9946606958318981,0.9916011920888648,0.994462196942455,0.9998787762424024,5775,31,0,1830,
validation,0.5,1642,1250,392,0.9847746650426309,0.9786183673469387,0.969309462915601,0.9668367346938775,0.9904,0.9680715197956578,0.9790377590981487,0.9973102040816326,1238,12,13,379,
test,0.5,1632,1038,594,0.9718137254901961,0.9645199587396119,0.9840989399293286,0.9377104377104377,0.9913294797687862,0.9603448275862069,0.9692408548577423,0.9976547751114224,1029,9,37,557,
test_good_cough_vs_shared_no_cough,0.5,1235,1038,197,0.9846153846153847,0.9702840292244945,0.9540816326530612,0.949238578680203,0.9913294797687862,0.9516539440203562,0.9712530673399806,0.9981661336228397,1029,9,10,187,good
test_ok_cough_vs_shared_no_cough,0.5,1165,1038,127,0.9871244635193133,0.9720426926402985,0.9307692307692308,0.952755905511811,0.9913294797687862,0.9416342412451362,0.9671991756153322,0.9979670171286392,1029,9,6,121,ok
test_poor_cough_vs_shared_no_cough,0.5,1308,1038,270,0.9770642201834863,0.9567758509955042,0.9651162790697675,0.9222222222222223,0.9913294797687862,0.9431818181818182,0.9644070010449322,0.9971348033968458,1029,9,21,249,poor
