analysis,preset,loaded_splits,validation_loaded,test_loaded,pca_applied,classifier_trained,sample_rate,event_temporal_pooling,recording_event_pooling,normalization_order,normalization,epsilon,s1_positive_1pct_quantile,fraction_parent_denominators_below_epsilon,recording_count,s1_path_count,s1_parent_count_used,s2_path_count,xi_frequency_convention
stage2_wst_s2_normalized_by_s1_parent_train_only,paper_q8_q1_t500_full,train_only,False,False,False,False,16000,mean,mean,aggregate_events_then_divide,mean_events(S2)/(mean_events(S1_parent)+epsilon),1e-08,1.0761243554036071e-08,0.00010661854242351804,1623,94,89,549,Kymatio 0.3.0: xi verificada como frecuencia normalizada en ciclos/muestra mediante morlet_1d y numpy.fft.fftfreq; Hz = xi * 16000
