dataset,dataset_origin,threshold,n_samples,n_no_cough,n_cough,accuracy,balanced_accuracy,precision_cough,recall_cough,specificity_no_cough,f1_cough,macro_f1,roc_auc,tn_no_cough_correct,fp_no_cough_as_cough,fn_cough_as_no_cough,tp_cough_correct
train_oof_coughvid,COUGHVID,0.55,2034,51,1983,0.9572271386430679,0.6724066328498116,0.9836734693877551,0.9722642460917801,0.37254901960784315,0.9779355820441288,0.6409677910220644,0.8825902524398564,19,32,55,1928
train_oof_fsd50k,FSD50K,0.55,5662,5541,121,0.9606146238078418,0.7292735893661227,0.2681818181818182,0.48760330578512395,0.9709438729471215,0.3460410557184751,0.662868474686152,0.859483251076498,5380,161,62,59
