input_feature_count,pooling_key,pca_options,standard_scaler_used,pca_whiten,smote_used,class_balance,selection_metric,validation_used_for_selection,test_processed,overall_oof_winner
351,mean_std_max,none|32|64|128,True,False,False,sample_weight balanced per recording,train_oof_macro_f1,False,False,logistic_regression__C10__pca128
