config_key,segmentation_config,audio_count,event_count,merged_event_count,event_exceeds_output_window_count,non_overlap_adjusted_event_count,events_per_audio_mean,events_per_audio_median,events_per_audio_p95,fallback_count,fallback_pct,adjacent_pair_count,overlapping_pair_count,overlapping_pair_pct,overlap_50_pair_count,overlap_50_pair_pct,overlap_75_pair_count,overlap_75_pair_pct,segments_any_overlap,segments_any_overlap_pct,segments_overlap_50,segments_overlap_50_pct
final,top15_margin6_smooth30_gap500_min80_win1500,20,57,37,0,32,2.85,3.0,5.050000000000001,0,0.0,37,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
