dataset,threshold,n_samples,n_no_cough,n_cough,accuracy,balanced_accuracy,precision_cough,recall_cough,specificity_no_cough,f1_cough,macro_f1,roc_auc,tn_no_cough_correct,fp_no_cough_as_cough,fn_cough_as_no_cough,tp_cough_correct
train_oof,0.5,7630,5660,1970,0.980602883355177,0.9731919606823196,0.9667008196721312,0.9578680203045685,0.9885159010600707,0.9622641509433962,0.9746053511816999,0.9970815770120716,5595,65,83,1887
train_fit,0.5,7630,5660,1970,0.9955439056356488,0.9969964664310954,0.9830339321357285,1.0,0.9939929328621908,0.9914443885254152,0.9942159032827325,0.9996996466431094,5626,34,0,1970
validation,0.5,1638,1216,422,0.978021978021978,0.9658561206036418,0.9730392156862745,0.9407582938388626,0.990953947368421,0.9566265060240964,0.970954299618753,0.9971139155649787,1205,11,25,397
test,0.5,1642,1219,423,0.9829476248477467,0.9777091248300646,0.966903073286052,0.966903073286052,0.9885151763740772,0.966903073286052,0.9777091248300646,0.9990419616901037,1205,14,14,409
