preset,unit_of_training,unit_of_evaluation,recording_score_pooling,class_balance,winner,threshold_policy,threshold,final_epochs_from_cv_median,parameter_count,model_size_kb_float32_keras,augmentation,test_read,logmel_name,logmel_sample_rate,logmel_target_duration_seconds,logmel_n_mels,logmel_n_fft,logmel_win_length,logmel_hop_length,logmel_fmin_hz,logmel_fmax_hz,logmel_power,logmel_top_db,logmel_center,logmel_target_samples,logmel_n_frames,logmel_tensor_shape,logmel_scaling,logmel_segmentation_config,logmel_segmentation_method,logmel_test_processed,cnn_name,cnn_filters,cnn_dense_units,cnn_dropout_rate,cnn_l2_strength,cnn_learning_rate,cnn_batch_size,cnn_max_epochs,cnn_patience
logmel64_win32_hop16,event,recording,mean_event_probability,balanced_class_and_equal_total_per_recording,small__f16x32x64__dense32__drop0p3__l20p0005__lr0p0005,oof_tuned_frozen,0.5510583445429802,25,5697,128.57421875,none_initial_baseline,False,logmel64_win32_hop16,16000,1.5,64,512,512,256,50.0,7500.0,2.0,80.0,False,24000,92,64x92x1,per_event_relative_power_db_clipped_then_0_1,top15_margin6_smooth30_gap500_min80_win1500,energy_hysteresis_bounded_merge_nonoverlap_v3,False,small,"(16, 32, 64)",32,0.3,0.0005,0.0005,64,60,7
