fusion_type,formula,alpha_grid,candidate_coch_models,candidate_secondary_models,selected_candidate,selected_coch_model,selected_secondary_model,selected_alpha_wst,selected_weight_coch,selected_threshold,score_calibration,selection_data,meta_cv_sensitivity,validation_used_for_selection,test_processed,wst_model_path,coch_model_path,secondary_model_path,model_size_kb_combined
late_weighted_probability_average,alpha*p_wst + (1-alpha)*p_coch,0.00:0.05:1.00,mfcc117_recording_lr,mfcc117_recording_lr,late_fusion__wst_lr__mfcc117_recording_lr__alpha0p70,mfcc117_recording_lr,mfcc117_recording_lr,0.7,0.30000000000000004,0.5752281579628423,none_raw_probabilities,TRAIN OOF only,leave_one_existing_fold_out,False,False,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\TFM_resp_dis\models_stage2_dry_wet_wavelet_scattering_recording_linear\paper_q8_q1_t500_full\full\logistic_regression_model.joblib,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\TFM_resp_dis\models_stage2_dry_wet_mfcc_recording_linear\mfcc117\full\logistic_regression_model.joblib,C:\Users\Usuario\Desktop\UNI MARINA\master\TFM\TFM_resp_dis\models_stage2_dry_wet_mfcc_recording_linear\mfcc117\full\logistic_regression_model.joblib,1140.4267578125
