coch_model,secondary_model,pearson_score,spearman_score,prediction_disagreement_pct,both_correct,wst_only_correct,coch_only_correct,both_wrong,wet_wst_errors_recovered,dry_wst_errors_recovered
mfcc117_recording_lr,mfcc117_recording_lr,0.440095138777561,0.4372597980296801,30.129390018484287,869,269,220,265,48,172
