coch_model,secondary_model,candidate_key,selected_overall_oof,alpha_wst,weight_coch,threshold_oof,model_size_kb_combined,train_oof__accuracy,train_oof__balanced_accuracy,train_oof__macro_f1,train_oof__dry_precision,train_oof__wet_precision,train_oof__dry_recall,train_oof__wet_recall,train_oof__roc_auc,train_oof__average_precision_wet,train_oof__tn_dry_correct,train_oof__fp_dry_as_wet,train_oof__fn_wet_as_dry,train_oof__tp_wet_correct,validation__accuracy,validation__balanced_accuracy,validation__macro_f1,validation__dry_precision,validation__wet_precision,validation__dry_recall,validation__wet_recall,validation__roc_auc,validation__average_precision_wet,validation__tn_dry_correct,validation__fp_dry_as_wet,validation__fn_wet_as_dry,validation__tp_wet_correct
mfcc117_recording_lr,mfcc117_recording_lr,late_fusion__wst_lr__mfcc117_recording_lr__alpha0p70,True,0.7,0.30000000000000004,0.5752281579628423,1140.4267578125,0.729513247073321,0.6372837362862359,0.6324631571779861,0.8338842975206612,0.423728813559322,0.8091419406575782,0.4654255319148936,0.6839307956115955,0.3832269930279516,1009,238,201,175,0.7048710601719198,0.6312419384558687,0.6185792349726776,0.8340080971659919,0.39215686274509803,0.7686567164179104,0.49382716049382713,0.6803943246729315,0.3843704266055453,206,62,41,40
