candidate_key,wst_model,coch_model,secondary_model,alpha_wst,weight_coch,weight_secondary,threshold_oof,model_size_kb_combined,accuracy,balanced_accuracy,macro_f1,dry_precision,wet_precision,dry_recall,wet_recall,roc_auc,average_precision_wet,tn_dry_correct,fp_dry_as_wet,fn_wet_as_dry,tp_wet_correct
late_fusion__wst_lr__mfcc117_recording_lr__alpha0p70,wst_recording_pca128_logistic_regression,mfcc117_recording_lr,mfcc117_recording_lr,0.7,0.30000000000000004,0.30000000000000004,0.5752281579628423,1140.4267578125,0.729513247073321,0.6372837362862359,0.6324631571779861,0.8338842975206612,0.423728813559322,0.8091419406575782,0.4654255319148936,0.6839307956115955,0.3832269930279516,1009,238,201,175
