dataset,threshold,n_samples,n_no_cough,n_cough,accuracy,balanced_accuracy,precision_cough,recall_cough,specificity_no_cough,f1_cough,macro_f1,roc_auc,tn_no_cough_correct,fp_no_cough_as_cough,fn_cough_as_no_cough,tp_cough_correct,cough_quality
train_oof,0.5,7636,5806,1830,0.9820586694604505,0.9790336546515852,0.9529159978598181,0.973224043715847,0.9848432655873235,0.9629629629629629,0.9755625322029884,0.9974531716765584,5718,88,49,1781,
train_fit,0.5,7636,5806,1830,0.9863803038239917,0.984120817168597,0.9639784946236559,0.9797814207650273,0.9884602135721667,0.9718157181571816,0.9814181336425694,0.9984294558672111,5739,67,37,1793,
validation,0.5,1642,1250,392,0.9817295980511571,0.9757428571428571,0.9593908629441624,0.9642857142857143,0.9872,0.9618320610687023,0.9749112266912767,0.9970897959183673,1234,16,14,378,
test,0.5,1632,1038,594,0.9712009803921569,0.9665586500846617,0.9707401032702238,0.9494949494949495,0.9836223506743738,0.96,0.9687505983724269,0.997682346911634,1021,17,30,564,
test_good_cough_vs_shared_no_cough,0.5,1235,1038,197,0.9805668016194332,0.974044677875258,0.9178743961352657,0.9644670050761421,0.9836223506743738,0.9405940594059405,0.9644887044367554,0.998180804553857,1021,17,7,190,good
test_ok_cough_vs_shared_no_cough,0.5,1165,1038,127,0.9819742489270387,0.9760631438411238,0.8785714285714286,0.968503937007874,0.9836223506743738,0.9213483146067416,0.9555844820731236,0.9984525055755313,1021,17,4,123,ok
test_poor_cough_vs_shared_no_cough,0.5,1308,1038,270,0.9724770642201835,0.9566259901520017,0.9365671641791045,0.9296296296296296,0.9836223506743738,0.9330855018587361,0.9578805757609368,0.9969563976307715,1021,17,19,251,poor
