fold,recording_count,threshold,accuracy,balanced_accuracy,macro_f1,dry_precision,wet_precision,dry_recall,wet_recall,roc_auc,average_precision_wet,tn_dry_correct,fp_dry_as_wet,fn_wet_as_dry,tp_wet_correct
0,325,0.0,0.7230769230769231,0.682149651236525,0.6565934065934066,0.863013698630137,0.4339622641509434,0.7590361445783133,0.6052631578947368,0.6878038469668146,0.42959748932293357,189,60,30,46
1,325,0.0,0.6123076923076923,0.5846666666666667,0.5522828653896615,0.8195876288659794,0.3053435114503817,0.636,0.5333333333333333,0.6099733333333333,0.3202726719210075,159,91,35,40
2,324,0.0,0.7037037037037037,0.6348594377510041,0.6200898964236858,0.8370044052863436,0.3917525773195876,0.7630522088353414,0.5066666666666667,0.6857295850066935,0.41442909413757734,190,59,37,38
3,325,0.0,0.7046153846153846,0.654,0.6312056737588653,0.85,0.4,0.748,0.56,0.71392,0.4289762799202934,187,63,33,42
4,324,0.0,0.7222222222222222,0.6888353413654619,0.6584520239880061,0.8697674418604651,0.43119266055045874,0.751004016064257,0.6266666666666667,0.7142168674698796,0.4129502582749547,187,62,28,47
