input_feature_count,pooling_key,pca_options,pca_whiten,selected_candidate,threshold_selection,native_threshold,probability_calibrated,smote_used,validation_used_for_selection,test_processed,support_vectors_total,support_vectors_dry,support_vectors_wet,support_vector_fraction_train,kernel_feature_products_per_recording,learned_inference_float_count,estimated_float32_parameters_kb
1932,mean_std_max,32|64|128,True,rbf_svm__C1__gamma0p5overD__pca32,train_oof_macro_f1,0.0,False,False,False,False,1320,989,331,0.8133086876155268,42240,111213,434.42578125
