fold,recording_count,threshold,accuracy,balanced_accuracy,macro_f1,dry_precision,wet_precision,dry_recall,wet_recall,roc_auc,average_precision_wet,tn_dry_correct,fp_dry_as_wet,fn_wet_as_dry,tp_wet_correct
0,325,0.10738354907417802,0.7353846153846154,0.6810399492707673,0.6625374287646093,0.8590308370044053,0.4489795918367347,0.7831325301204819,0.5789473684210527,0.6878038469668146,0.42959748932293357,195,54,32,44
1,325,0.10738354907417802,0.6369230769230769,0.5773333333333333,0.5584645850603297,0.8113207547169812,0.30973451327433627,0.688,0.4666666666666667,0.6099733333333333,0.3202726719210075,172,78,40,35
2,324,0.10738354907417802,0.7222222222222222,0.6375903614457832,0.6296296296296295,0.8354430379746836,0.41379310344827586,0.7951807228915663,0.48,0.6857295850066935,0.41442909413757734,198,51,39,36
3,325,0.10738354907417802,0.7323076923076923,0.6486666666666667,0.6408566093815493,0.8410041841004184,0.43023255813953487,0.804,0.49333333333333335,0.71392,0.4289762799202934,201,49,38,37
4,324,0.10738354907417802,0.7438271604938271,0.6889156626506023,0.6703078450844091,0.8640350877192983,0.4583333333333333,0.7911646586345381,0.5866666666666667,0.7142168674698796,0.4129502582749547,197,52,31,44
