candidate,fold,n_train,n_validation,fit_seconds,n_samples,n_no_cough,n_cough,accuracy,balanced_accuracy,precision_cough,recall_cough,specificity_no_cough,f1_cough,macro_f1,roc_auc,tn_no_cough_correct,fp_no_cough_as_cough,fn_cough_as_no_cough,tp_cough_correct,trainable_parameters,deployment_float_values,tree_nodes_total
rf__trees25__depth8__leaf2,0,6098,1530,0.16497529999469407,1530,1136,394,0.9712418300653595,0.9690292771859583,0.926829268292683,0.9644670050761421,0.9735915492957746,0.945273631840796,0.9628850428707527,0.9960387323943662,1106,30,14,380,0,0,4063
rf__trees25__depth8__leaf2,1,6115,1513,0.17029910000564996,1513,1119,394,0.9762062128222075,0.9732255050058292,0.943069306930693,0.9670050761421319,0.9794459338695264,0.9548872180451128,0.9693646144085528,0.99633692156249,1096,23,13,381,0,0,4135
rf__trees25__depth8__leaf2,2,6108,1520,0.1533962999965297,1520,1126,394,0.9789473684210527,0.9775405505315072,0.9458128078817734,0.9746192893401016,0.9804618117229129,0.96,0.9728571428571429,0.9966673729386626,1104,22,10,384,0,0,4149
rf__trees25__depth8__leaf2,3,6098,1530,0.17948120000073686,1530,1136,394,0.9784313725490196,0.9771864052334311,0.9434889434889435,0.9746192893401016,0.9797535211267606,0.9588014981273408,0.9720966321978006,0.99659058411382,1113,23,10,384,0,0,4179
rf__trees25__depth8__leaf2,4,6093,1535,0.16705910000018775,1535,1141,394,0.9778501628664495,0.9718076137683126,0.9545454545454546,0.9593908629441624,0.9842243645924628,0.9569620253164557,0.9710248723073507,0.9968947000805243,1123,18,16,378,0,0,4101
