model_family,candidate_key,selected_overall_oof,threshold_oof,accuracy,balanced_accuracy,macro_f1,dry_precision,wet_precision,dry_recall,wet_recall,roc_auc,average_precision_wet,tn_dry_correct,fp_dry_as_wet,fn_wet_as_dry,tp_wet_correct
logistic_regression,logistic_regression__C0.001__pca128,True,0.5451205938234057,0.7011706715958103,0.6485618676312511,0.6269324482583261,0.8463636363636363,0.39579349904397704,0.7465918203688853,0.550531914893617,0.6833378832602501,0.379408099517243,931,316,169,207
linear_svm,linear_svm__C0.0001__pca64,False,0.14418320033571058,0.7264325323475046,0.6287771502670239,0.6253602844843721,0.8293683347005743,0.4158415841584158,0.8107457898957497,0.44680851063829785,0.6824890375198349,0.37931646055668683,1011,236,208,168
