candidate_key,pca_components,hidden_units,dropout_rate,l2_strength,learning_rate,parameter_count,threshold_oof,elapsed_seconds,oof_tuned__accuracy,oof_tuned__balanced_accuracy,oof_tuned__macro_f1,oof_tuned__dry_precision,oof_tuned__wet_precision,oof_tuned__dry_recall,oof_tuned__wet_recall,oof_tuned__roc_auc,oof_tuned__average_precision_wet,oof_tuned__tn_dry_correct,oof_tuned__fp_dry_as_wet,oof_tuned__fn_wet_as_dry,oof_tuned__tp_wet_correct,fixed_0p5__accuracy,fixed_0p5__balanced_accuracy,fixed_0p5__macro_f1,fixed_0p5__dry_precision,fixed_0p5__wet_precision,fixed_0p5__dry_recall,fixed_0p5__wet_recall,fixed_0p5__roc_auc,fixed_0p5__average_precision_wet,fixed_0p5__tn_dry_correct,fixed_0p5__fp_dry_as_wet,fixed_0p5__fn_wet_as_dry,fixed_0p5__tp_wet_correct
pca128_tiny__h32x8__drop0p2__l20p001__lr0p0005,128,32x8,0.2,0.001,0.0005,4401,0.5311835706233978,35.517269998788834,0.680837954405422,0.5944618147383508,0.5853011510944671,0.8155844155844156,0.3482905982905983,0.7554129911788292,0.43351063829787234,0.6244454776570152,0.32556599076412857,942,305,213,163,0.6377079482439926,0.6044762749748331,0.5741526104417671,0.8285144566301097,0.32903225806451614,0.6663993584603047,0.5425531914893617,0.6244454776570152,0.32556599076412857,831,416,172,204
