candidate_key,outer_fold,seed,outer_train_recordings,inner_train_recordings,inner_validation_recordings,outer_validation_recordings,epochs_run_inner,best_epoch_inner,best_inner_val_loss,outer_refit_epochs,outer_macro_f1_at_0p5,outer_wet_recall_at_0p5
pca128_tiny__h32x8__drop0p2__l20p001__lr0p0005,0,42,1298,1103,195,325,40,39,0.7447289228439331,39,0.6078037007240547,0.5921052631578947
pca128_tiny__h32x8__drop0p2__l20p001__lr0p0005,1,43,1298,1103,195,325,31,25,0.8534728288650513,25,0.5348151890207965,0.5733333333333334
pca128_tiny__h32x8__drop0p2__l20p001__lr0p0005,2,44,1299,1104,195,324,40,37,0.8835254311561584,37,0.5850409836065573,0.4
pca128_tiny__h32x8__drop0p2__l20p001__lr0p0005,3,45,1298,1103,195,325,33,27,0.8008928298950195,27,0.5475668259071198,0.7333333333333333
pca128_tiny__h32x8__drop0p2__l20p001__lr0p0005,4,46,1299,1104,195,324,40,37,0.8280074000358582,37,0.576481133367361,0.41333333333333333
