split,experiment,candidate_key,pooling_key,pca_components,threshold_policy,threshold,parameter_count,model_size_kb_float32_keras,accuracy,balanced_accuracy,macro_f1,dry_precision,wet_precision,dry_recall,wet_recall,roc_auc,average_precision_wet,tn_dry_correct,fp_dry_as_wet,fn_wet_as_dry,tp_wet_correct
train_oof,wavelet_scattering_recording_pca128_mlp,pca128_tiny__h32x8__drop0p2__l20p001__lr0p0005,mean_std_max,128,fixed_0p5,0.5,4401,,0.6377079482439926,0.6044762749748331,0.5741526104417671,0.8285144566301097,0.32903225806451614,0.6663993584603047,0.5425531914893617,0.6244454776570152,0.32556599076412857,831,416,172,204
train_oof,wavelet_scattering_recording_pca128_mlp,pca128_tiny__h32x8__drop0p2__l20p001__lr0p0005,mean_std_max,128,oof_tuned,0.5311835706233978,4401,,0.680837954405422,0.5944618147383508,0.5853011510944671,0.8155844155844156,0.3482905982905983,0.7554129911788292,0.43351063829787234,0.6244454776570152,0.32556599076412857,942,305,213,163
