candidate,fold,n_train,n_validation,fit_seconds,n_samples,n_no_cough,n_cough,accuracy,balanced_accuracy,precision_cough,recall_cough,specificity_no_cough,f1_cough,macro_f1,roc_auc,tn_no_cough_correct,fp_no_cough_as_cough,fn_cough_as_no_cough,tp_cough_correct,trainable_parameters,deployment_float_values,tree_nodes_total
rf__trees25__depth8__leaf5,0,6117,1519,0.1326381999970181,1519,1152,367,0.9848584595128373,0.9853755108991826,0.9526315789473684,0.9863760217983651,0.984375,0.9692101740294511,0.9795854449370303,0.9977506244323342,1134,18,5,362,0,0,3725
rf__trees25__depth8__leaf5,1,6110,1526,0.1387650999968173,1526,1159,367,0.9790301441677588,0.9768850813324462,0.941952506596306,0.9727520435967303,0.9810181190681622,0.9571045576407506,0.9716138573112687,0.9970824233048785,1137,22,10,357,0,0,3559
rf__trees25__depth8__leaf5,2,6102,1534,0.12054849999549333,1534,1168,366,0.9687092568448501,0.9606912942585524,0.9251336898395722,0.9453551912568307,0.976027397260274,0.9351351351351351,0.957258289217052,0.9946583295905382,1140,28,20,346,0,0,3409
rf__trees25__depth8__leaf5,3,6108,1528,0.11989190000167582,1528,1163,365,0.9770942408376964,0.9699136621161615,0.9483695652173914,0.9561643835616438,0.9836629406706793,0.9522510231923602,0.9685921495643248,0.997041190120025,1144,19,16,349,0,0,3525
rf__trees25__depth8__leaf5,4,6107,1529,0.1289727999974275,1529,1164,365,0.9790712884238064,0.9768511980417078,0.9416445623342176,0.9726027397260274,0.9810996563573883,0.9568733153638814,0.9715281948149286,0.9976815892293932,1142,22,10,355,0,0,3525
