dataset,experiment,pooling_key,model_family,candidate_key,C,pca_components,output_dimension,score_type,model_size_kb_joblib,learned_inference_float_count,estimated_float32_parameters_kb,threshold_policy,threshold,accuracy,balanced_accuracy,macro_f1,dry_precision,wet_precision,dry_recall,wet_recall,roc_auc,average_precision_wet,tn_dry_correct,fp_dry_as_wet,fn_wet_as_dry,tp_wet_correct
train_oof,wavelet_scattering_recording_linear,mean_std_max,linear_svm,linear_svm__C0.0001__pca64,0.0001,64,64,wet_decision_score,509.5791015625,129509,505.89453125,fixed_native,0.0,0.6506469500924215,0.6481918306062209,0.6010997227935646,0.8586497890295358,0.3585185185185185,0.652766639935846,0.6436170212765957,0.6824890375198349,0.37931646055668683,814,433,134,242
train_oof,wavelet_scattering_recording_linear,mean_std_max,linear_svm,linear_svm__C0.0001__pca64,0.0001,64,64,wet_decision_score,509.5791015625,129509,505.89453125,oof_tuned_frozen,0.14418320033571058,0.7264325323475046,0.6287771502670239,0.6253602844843721,0.8293683347005743,0.4158415841584158,0.8107457898957497,0.44680851063829785,0.6824890375198349,0.37931646055668683,1011,236,208,168
validation,wavelet_scattering_recording_linear,mean_std_max,linear_svm,linear_svm__C0.0001__pca64,0.0001,64,64,wet_decision_score,509.5791015625,129509,505.89453125,fixed_native,0.0,0.6217765042979942,0.6331306430808918,0.5792108147606869,0.8541666666666666,0.3375796178343949,0.6119402985074627,0.654320987654321,0.6512806338676985,0.3367759559670058,164,104,28,53
validation,wavelet_scattering_recording_linear,mean_std_max,linear_svm,linear_svm__C0.0001__pca64,0.0001,64,64,wet_decision_score,509.5791015625,129509,505.89453125,oof_tuned_frozen,0.14418320033571058,0.6762177650429799,0.5953565505804312,0.5844581423528792,0.8163265306122449,0.34615384615384615,0.746268656716418,0.4444444444444444,0.6512806338676985,0.3367759559670058,200,68,45,36
