fold,selected_coch_model,alpha_wst,weight_coch,threshold,selection_train_rows,held_rows,accuracy,balanced_accuracy,macro_f1,dry_precision,wet_precision,dry_recall,wet_recall,roc_auc,average_precision_wet,tn_dry_correct,fp_dry_as_wet,fn_wet_as_dry,tp_wet_correct
0,coch_summary_recording_lr,1.0,0.0,0.5450167780398953,1298,325,0.68,0.6220407947579794,0.6031746031746031,0.8310502283105022,0.36792452830188677,0.7309236947791165,0.5131578947368421,0.647854576199535,0.371557019258816,182,67,37,39
1,coch_summary_recording_lr,0.65,0.35,0.6007299245734123,1298,325,0.72,0.5893333333333333,0.592074592074592,0.8093385214007782,0.38235294117647056,0.832,0.3466666666666667,0.6243199999999999,0.335887557628154,208,42,49,26
2,coch_summary_recording_lr,0.75,0.25,0.5862689579492266,1299,324,0.7283950617283951,0.6229718875502008,0.6218166383701189,0.8259109311740891,0.4155844155844156,0.8192771084337349,0.4266666666666667,0.6837483266398929,0.3734383957555911,204,45,43,32
3,coch_summary_recording_lr,0.65,0.35,0.6007299245734123,1298,325,0.7569230769230769,0.6226666666666667,0.6307083782811939,0.8226415094339623,0.4666666666666667,0.872,0.37333333333333335,0.7015466666666668,0.4089862757318019,218,32,47,28
4,coch_summary_recording_lr,1.0,0.0,0.5451205938234057,1299,324,0.6944444444444444,0.652128514056225,0.6255209853481991,0.8504672897196262,0.39090909090909093,0.7309236947791165,0.5733333333333334,0.7228915662650602,0.4627883913167994,182,67,32,43
