candidate_key,wst_model,coch_model,alpha_wst,weight_coch,threshold_oof,model_size_kb_combined,accuracy,balanced_accuracy,macro_f1,dry_precision,wet_precision,dry_recall,wet_recall,roc_auc,average_precision_wet,tn_dry_correct,fp_dry_as_wet,fn_wet_as_dry,tp_wet_correct
late_fusion__wst_lr__coch_summary_recording_lr__alpha0p65,wst_recording_pca128_logistic_regression,coch_summary_recording_lr,0.65,0.35,0.6007299245734123,975.29296875,0.7455329636475663,0.6272746079953591,0.631078097850585,0.82578125,0.446064139941691,0.8476343223736968,0.40691489361702127,0.6721962497227388,0.38011576614692866,1057,190,223,153
