coch_model,candidate_key,selected_overall_oof,alpha_wst,weight_coch,threshold_oof,model_size_kb_combined,train_oof__accuracy,train_oof__balanced_accuracy,train_oof__macro_f1,train_oof__dry_precision,train_oof__wet_precision,train_oof__dry_recall,train_oof__wet_recall,train_oof__roc_auc,train_oof__average_precision_wet,train_oof__tn_dry_correct,train_oof__fp_dry_as_wet,train_oof__fn_wet_as_dry,train_oof__tp_wet_correct,validation__accuracy,validation__balanced_accuracy,validation__macro_f1,validation__dry_precision,validation__wet_precision,validation__dry_recall,validation__wet_recall,validation__roc_auc,validation__average_precision_wet,validation__tn_dry_correct,validation__fp_dry_as_wet,validation__fn_wet_as_dry,validation__tp_wet_correct
coch_summary_recording_lr,late_fusion__wst_lr__coch_summary_recording_lr__alpha0p65,True,0.65,0.35,0.6007299245734123,975.29296875,0.7455329636475663,0.6272746079953591,0.631078097850585,0.82578125,0.446064139941691,0.8476343223736968,0.40691489361702127,0.6721962497227388,0.38011576614692866,1057,190,223,153,0.7077363896848138,0.5986502671826055,0.5969064226832141,0.8143939393939394,0.3764705882352941,0.8022388059701493,0.3950617283950617,0.6728395061728394,0.35491062687843583,215,53,49,32
