fold_excluded,gold_multiplier,wet_cost,source_type,class_name,consensus_group,recording_count,weight_sum,weight_mean
3,1.5,1.5,original,wet,weak_1_vote,293,705.3085457271363,2.4071964017991
3,1.5,1.5,original,wet,weak_4_eval_2_1_1,3,7.221589205397301,2.4071964017991
4,1.0,1.0,augmented,dry,gold_3_of_4,12,7.8919449901768175,0.6576620825147348
4,1.0,1.0,augmented,dry,gold_4_of_4,8,5.261296660117878,0.6576620825147348
4,1.0,1.0,augmented,wet,gold_3_of_4,12,25.028037383177573,2.0856697819314642
4,1.0,1.0,augmented,wet,gold_4_of_4,8,16.685358255451714,2.0856697819314642
4,1.0,1.0,original,dry,gold_3_of_4,22,14.468565815324165,0.6576620825147348
4,1.0,1.0,original,dry,gold_4_of_4,23,15.1262278978389,0.6576620825147348
4,1.0,1.0,original,dry,weak_1_vote,949,624.1213163064833,0.6576620825147348
4,1.0,1.0,original,dry,weak_4_eval_2_1_1,4,2.630648330058939,0.6576620825147348
4,1.0,1.0,original,wet,gold_3_of_4,3,6.257009345794392,2.0856697819314642
4,1.0,1.0,original,wet,gold_4_of_4,2,4.1713395638629285,2.0856697819314642
4,1.0,1.0,original,wet,weak_1_vote,292,609.0155763239876,2.0856697819314642
4,1.0,1.0,original,wet,weak_4_eval_2_1_1,4,8.342679127725857,2.0856697819314642
4,1.0,1.15,augmented,dry,gold_3_of_4,12,7.341344176908668,0.6117786814090557
4,1.0,1.15,augmented,dry,gold_4_of_4,8,4.894229451272445,0.6117786814090557
4,1.0,1.15,augmented,wet,gold_3_of_4,12,26.77417952618996,2.231181627182497
4,1.0,1.15,augmented,wet,gold_4_of_4,8,17.84945301745997,2.2311816271824965
4,1.0,1.15,original,dry,gold_3_of_4,22,13.45913099099923,0.6117786814090559
4,1.0,1.15,original,dry,gold_4_of_4,23,14.070909672408286,0.6117786814090559
4,1.0,1.15,original,dry,weak_1_vote,949,580.5779686571939,0.6117786814090557
4,1.0,1.15,original,dry,weak_4_eval_2_1_1,4,2.4471147256362227,0.6117786814090557
4,1.0,1.15,original,wet,gold_3_of_4,3,6.693544881547489,2.2311816271824965
4,1.0,1.15,original,wet,gold_4_of_4,2,4.462363254364993,2.2311816271824965
4,1.0,1.15,original,wet,weak_1_vote,292,651.5050351372892,2.231181627182497
4,1.0,1.15,original,wet,weak_4_eval_2_1_1,4,8.924726508729986,2.2311816271824965
4,1.0,1.3,augmented,dry,gold_3_of_4,12,6.862560861023319,0.5718800717519432
4,1.0,1.3,augmented,dry,gold_4_of_4,8,4.575040574015546,0.5718800717519432
4,1.0,1.3,augmented,wet,gold_3_of_4,12,28.292563998374654,2.3577136665312213
4,1.0,1.3,augmented,wet,gold_4_of_4,8,18.861709332249767,2.357713666531221
4,1.0,1.3,original,dry,gold_3_of_4,22,12.58136157854275,0.5718800717519432
4,1.0,1.3,original,dry,gold_4_of_4,23,13.153241650294694,0.5718800717519432
4,1.0,1.3,original,dry,weak_1_vote,949,542.7141880925942,0.5718800717519433
4,1.0,1.3,original,dry,weak_4_eval_2_1_1,4,2.287520287007773,0.5718800717519432
4,1.0,1.3,original,wet,gold_3_of_4,3,7.0731409995936625,2.357713666531221
4,1.0,1.3,original,wet,gold_4_of_4,2,4.715427333062442,2.357713666531221
4,1.0,1.3,original,wet,weak_1_vote,292,688.4523906271166,2.3577136665312213
4,1.0,1.3,original,wet,weak_4_eval_2_1_1,4,9.430854666124883,2.357713666531221
4,1.0,1.5,augmented,dry,gold_3_of_4,12,6.313555992141454,0.5261296660117879
4,1.0,1.5,augmented,dry,gold_4_of_4,8,4.209037328094302,0.5261296660117878
4,1.0,1.5,augmented,wet,gold_3_of_4,12,30.033644859813077,2.5028037383177564
4,1.0,1.5,augmented,wet,gold_4_of_4,8,20.022429906542055,2.502803738317757
4,1.0,1.5,original,dry,gold_3_of_4,22,11.574852652259327,0.5261296660117876
4,1.0,1.5,original,dry,gold_4_of_4,23,12.100982318271114,0.5261296660117876
4,1.0,1.5,original,dry,weak_1_vote,949,499.2970530451868,0.526129666011788
4,1.0,1.5,original,dry,weak_4_eval_2_1_1,4,2.104518664047151,0.5261296660117878
4,1.0,1.5,original,wet,gold_3_of_4,3,7.50841121495327,2.502803738317757
4,1.0,1.5,original,wet,gold_4_of_4,2,5.005607476635514,2.502803738317757
4,1.0,1.5,original,wet,weak_1_vote,292,730.818691588785,2.502803738317757
4,1.0,1.5,original,wet,weak_4_eval_2_1_1,4,10.011214953271027,2.502803738317757
4,1.5,1.0,augmented,dry,gold_3_of_4,12,11.471680152308426,0.9559733460257022
4,1.5,1.0,augmented,dry,gold_4_of_4,8,7.647786768205616,0.955973346025702
4,1.5,1.0,augmented,wet,gold_3_of_4,12,36.134932533733135,3.0112443778110944
4,1.5,1.0,augmented,wet,gold_4_of_4,8,24.089955022488756,3.0112443778110944
4,1.5,1.0,original,dry,gold_3_of_4,22,21.031413612565437,0.9559733460257017
4,1.5,1.0,original,dry,gold_4_of_4,23,21.987386958591138,0.9559733460257016
4,1.5,1.0,original,dry,weak_1_vote,949,604.8124702522607,0.6373155640171346
4,1.5,1.0,original,dry,weak_4_eval_2_1_1,4,2.549262256068539,0.6373155640171347
4,1.5,1.0,original,wet,gold_3_of_4,3,9.033733133433284,3.0112443778110944
4,1.5,1.0,original,wet,gold_4_of_4,2,6.022488755622189,3.0112443778110944
4,1.5,1.0,original,wet,weak_1_vote,292,586.1889055472265,2.007496251874063
4,1.5,1.0,original,wet,weak_4_eval_2_1_1,4,8.029985007496252,2.007496251874063
4,1.5,1.15,augmented,dry,gold_3_of_4,12,10.671330374240396,0.8892775311866997
4,1.5,1.15,augmented,dry,gold_4_of_4,8,7.114220249493597,0.8892775311866996
4,1.5,1.15,augmented,wet,gold_3_of_4,12,38.655974338412186,3.221331194867682
4,1.5,1.15,augmented,wet,gold_4_of_4,8,25.77064955894146,3.2213311948676826
4,1.5,1.15,original,dry,gold_3_of_4,22,19.564105686107393,0.8892775311866997
4,1.5,1.15,original,dry,gold_4_of_4,23,20.453383217294093,0.8892775311866997
4,1.5,1.15,original,dry,weak_1_vote,949,562.616251397452,0.5928516874577997
4,1.5,1.15,original,dry,weak_4_eval_2_1_1,4,2.3714067498311993,0.5928516874577998
4,1.5,1.15,original,wet,gold_3_of_4,3,9.663993584603048,3.2213311948676826
4,1.5,1.15,original,wet,gold_4_of_4,2,6.442662389735365,3.2213311948676826
4,1.5,1.15,original,wet,weak_1_vote,292,627.0858059342421,2.147554129911788
4,1.5,1.15,original,wet,weak_4_eval_2_1_1,4,8.590216519647152,2.147554129911788
4,1.5,1.3,augmented,dry,gold_3_of_4,12,9.975374045485585,0.8312811704571321
4,1.5,1.3,augmented,dry,gold_4_of_4,8,6.650249363657058,0.8312811704571322
4,1.5,1.3,augmented,wet,gold_3_of_4,12,40.848184603350504,3.404015383612542
4,1.5,1.3,augmented,wet,gold_4_of_4,8,27.232123068900336,3.404015383612542
4,1.5,1.3,original,dry,gold_3_of_4,22,18.288185750056908,0.8312811704571321
4,1.5,1.3,original,dry,gold_4_of_4,23,19.11946692051404,0.8312811704571321
4,1.5,1.3,original,dry,weak_1_vote,949,525.9238871758789,0.5541874469714214
4,1.5,1.3,original,dry,weak_4_eval_2_1_1,4,2.2167497878856857,0.5541874469714214
4,1.5,1.3,original,wet,gold_3_of_4,3,10.212046150837626,3.404015383612542
4,1.5,1.3,original,wet,gold_4_of_4,2,6.808030767225084,3.404015383612542
4,1.5,1.3,original,wet,weak_1_vote,292,662.6483280099081,2.269343589075028
4,1.5,1.3,original,wet,weak_4_eval_2_1_1,4,9.077374356300112,2.269343589075028
4,1.5,1.5,augmented,dry,gold_3_of_4,12,9.177344121846742,0.7647786768205619
4,1.5,1.5,augmented,dry,gold_4_of_4,8,6.118229414564494,0.7647786768205618
4,1.5,1.5,augmented,wet,gold_3_of_4,12,43.361919040479755,3.613493253373313
4,1.5,1.5,augmented,wet,gold_4_of_4,8,28.907946026986505,3.613493253373313
4,1.5,1.5,original,dry,gold_3_of_4,22,16.82513089005236,0.7647786768205619
4,1.5,1.5,original,dry,gold_4_of_4,23,17.589909566872922,0.7647786768205619
4,1.5,1.5,original,dry,weak_1_vote,949,483.84997620180866,0.5098524512137077
4,1.5,1.5,original,dry,weak_4_eval_2_1_1,4,2.0394098048548313,0.5098524512137078
4,1.5,1.5,original,wet,gold_3_of_4,3,10.840479760119939,3.613493253373313
4,1.5,1.5,original,wet,gold_4_of_4,2,7.226986506746626,3.613493253373313
4,1.5,1.5,original,wet,weak_1_vote,292,703.4266866566714,2.408995502248875
4,1.5,1.5,original,wet,weak_4_eval_2_1_1,4,9.635982008995502,2.4089955022488754
