experiment,original_train_recordings,augmented_train_recordings,augmented_dry_recordings,augmented_wet_recordings,augmentation_parent_recordings,oof_contains_augmented_recordings,augmented_excluded_with_parent_fold,augmented_consensus,phase_a_candidate_count,phase_b_candidate_count,winner,validation_used_for_selection,test_processed
wst_recording_lr_gold_augmentation,1623,48,24,24,12,False,True,gold_expert,72,24,logistic_regression__C0.001__pca64__no_whiten__gold1__wetcost1p15,False,False
