candidate_key,C,pca_components,pca_whiten,gold_multiplier,wet_cost,dataset,subgroup,recording_count,dry_count,wet_count,threshold,accuracy,balanced_accuracy,macro_f1,dry_precision,wet_precision,dry_recall,wet_recall,roc_auc,average_precision_wet,tn_dry_correct,fp_dry_as_wet,fn_wet_as_dry,tp_wet_correct
logistic_regression__C0.0003__pca64__no_whiten__gold1p5__wetcost1p5,0.0003,64,False,1.5,1.5,train_oof,all,1623,1247,376,0.5353228786983786,0.6869993838570548,0.6532721083792592,0.6224696504582652,0.8529130850047756,0.3854166666666667,0.7161186848436247,0.5904255319148937,0.6801792386834785,0.37864612754677573,893,354,154,222
logistic_regression__C0.0003__pca64__no_whiten__gold1p5__wetcost1p5,0.0003,64,False,1.5,1.5,train_oof,weak_all,1561,1191,370,0.5353228786983786,0.6828955797565663,0.6496664170467696,0.6207254023345639,0.8473053892215568,0.3881932021466905,0.7128463476070529,0.5864864864864865,0.6759570653777204,0.3786457406863508,849,342,153,217
logistic_regression__C0.0003__pca64__no_whiten__gold1p5__wetcost1p5,0.0003,64,False,1.5,1.5,train_oof,gold_all,62,56,6,0.5353228786983786,0.7903225806451613,0.8095238095238095,0.6530348687042618,0.9777777777777777,0.29411764705882354,0.7857142857142857,0.8333333333333334,0.8363095238095237,0.5851307189542483,44,12,1,5
logistic_regression__C0.0003__pca64__no_whiten__gold1p5__wetcost1p5,0.0003,64,False,1.5,1.5,train_oof,gold_3_of_4,31,28,3,0.5353228786983786,0.8387096774193549,0.7619047619047619,0.6750524109014675,0.96,0.3333333333333333,0.8571428571428571,0.6666666666666666,0.7142857142857142,0.4879227053140096,24,4,1,2
logistic_regression__C0.0003__pca64__no_whiten__gold1p5__wetcost1p5,0.0003,64,False,1.5,1.5,train_oof,gold_4_of_4,31,28,3,0.5353228786983786,0.7419354838709677,0.8571428571428572,0.6309523809523809,1.0,0.2727272727272727,0.7142857142857143,1.0,1.0,1.0,20,8,0,3
logistic_regression__C0.0003__pca384__no_whiten__gold1__wetcost1,0.0003,384,False,1.0,1.0,train_oof,all,1623,1247,376,0.5347821651498739,0.6913123844731978,0.6421464706785647,0.6187649007321139,0.8440959409594095,0.38404452690166974,0.7337610264635124,0.550531914893617,0.6844426623897354,0.37906194771154084,915,332,169,207
logistic_regression__C0.0003__pca384__no_whiten__gold1__wetcost1,0.0003,384,False,1.0,1.0,train_oof,weak_all,1561,1191,370,0.5347821651498739,0.6880204996796925,0.639983434315928,0.6180818157475243,0.8391136801541426,0.3881453154875717,0.7313182199832073,0.5486486486486486,0.6799804842626002,0.37874223915790933,871,320,167,203
logistic_regression__C0.0003__pca384__no_whiten__gold1__wetcost1,0.0003,384,False,1.0,1.0,train_oof,gold_all,62,56,6,0.5347821651498739,0.7741935483870968,0.7261904761904762,0.6131907308377897,0.9565217391304348,0.25,0.7857142857142857,0.6666666666666666,0.8511904761904763,0.5614465084279325,44,12,2,4
logistic_regression__C0.0003__pca384__no_whiten__gold1__wetcost1,0.0003,384,False,1.0,1.0,train_oof,gold_3_of_4,31,28,3,0.5347821651498739,0.8064516129032258,0.5952380952380952,0.5694444444444444,0.9230769230769231,0.2,0.8571428571428571,0.3333333333333333,0.7619047619047619,0.49707602339181284,24,4,2,1
logistic_regression__C0.0003__pca384__no_whiten__gold1__wetcost1,0.0003,384,False,1.0,1.0,train_oof,gold_4_of_4,31,28,3,0.5347821651498739,0.7419354838709677,0.8571428571428572,0.6309523809523809,1.0,0.2727272727272727,0.7142857142857143,1.0,0.9761904761904763,0.8666666666666667,20,8,0,3
logistic_regression__C0.0003__pca384__no_whiten__gold1__wetcost1p15,0.0003,384,False,1.0,1.15,train_oof,all,1623,1247,376,0.539552762414578,0.6919285274183611,0.6434762579126072,0.6197780984688045,0.8448753462603878,0.3851851851851852,0.7337610264635124,0.5531914893617021,0.684585558531966,0.3794909831381412,915,332,168,208
logistic_regression__C0.0003__pca384__no_whiten__gold1__wetcost1p15,0.0003,384,False,1.0,1.15,train_oof,weak_all,1561,1191,370,0.539552762414578,0.6886611146700833,0.6413347856672793,0.6191214921740388,0.8399228543876567,0.3893129770992366,0.7313182199832073,0.5513513513513514,0.6802006036262963,0.37924316746604875,871,320,166,204
logistic_regression__C0.0003__pca384__no_whiten__gold1__wetcost1p15,0.0003,384,False,1.0,1.15,train_oof,gold_all,62,56,6,0.539552762414578,0.7741935483870968,0.7261904761904762,0.6131907308377897,0.9565217391304348,0.25,0.7857142857142857,0.6666666666666666,0.8482142857142857,0.560771744595274,44,12,2,4
logistic_regression__C0.0003__pca384__no_whiten__gold1__wetcost1p15,0.0003,384,False,1.0,1.15,train_oof,gold_3_of_4,31,28,3,0.539552762414578,0.8064516129032258,0.5952380952380952,0.5694444444444444,0.9230769230769231,0.2,0.8571428571428571,0.3333333333333333,0.75,0.4944444444444444,24,4,2,1
logistic_regression__C0.0003__pca384__no_whiten__gold1__wetcost1p15,0.0003,384,False,1.0,1.15,train_oof,gold_4_of_4,31,28,3,0.539552762414578,0.7419354838709677,0.8571428571428572,0.6309523809523809,1.0,0.2727272727272727,0.7142857142857143,1.0,0.9761904761904763,0.8666666666666667,20,8,0,3
logistic_regression__C0.0003__pca384__no_whiten__gold1__wetcost1p3,0.0003,384,False,1.0,1.3,train_oof,all,1623,1247,376,0.5415872129418575,0.6894639556377079,0.6428012335989353,0.6182473930428873,0.8449396471680595,0.38278388278388276,0.7297514033680834,0.5558510638297872,0.6846431435445068,0.3793329470031053,910,337,167,209
logistic_regression__C0.0003__pca384__no_whiten__gold1__wetcost1p3,0.0003,384,False,1.0,1.3,train_oof,weak_all,1561,1191,370,0.5415872129418575,0.6860986547085202,0.6405870606122495,0.6175167516751675,0.8399612027158099,0.3867924528301887,0.727120067170445,0.5540540540540541,0.6803095286722491,0.3791316120761113,866,325,165,205
logistic_regression__C0.0003__pca384__no_whiten__gold1__wetcost1p3,0.0003,384,False,1.0,1.3,train_oof,gold_all,62,56,6,0.5415872129418575,0.7741935483870968,0.7261904761904762,0.6131907308377897,0.9565217391304348,0.25,0.7857142857142857,0.6666666666666666,0.8422619047619048,0.5595209628566874,44,12,2,4
logistic_regression__C0.0003__pca384__no_whiten__gold1__wetcost1p3,0.0003,384,False,1.0,1.3,train_oof,gold_3_of_4,31,28,3,0.5415872129418575,0.8064516129032258,0.5952380952380952,0.5694444444444444,0.9230769230769231,0.2,0.8571428571428571,0.3333333333333333,0.738095238095238,0.49206349206349204,24,4,2,1
logistic_regression__C0.0003__pca384__no_whiten__gold1__wetcost1p3,0.0003,384,False,1.0,1.3,train_oof,gold_4_of_4,31,28,3,0.5415872129418575,0.7419354838709677,0.8571428571428572,0.6309523809523809,1.0,0.2727272727272727,0.7142857142857143,1.0,0.9761904761904763,0.8666666666666667,20,8,0,3
logistic_regression__C0.0003__pca384__no_whiten__gold1__wetcost1p5,0.0003,384,False,1.0,1.5,train_oof,all,1623,1247,376,0.5464070965855653,0.6894639556377079,0.640943583749936,0.617242773398019,0.8436632747456059,0.38191881918819187,0.731355252606255,0.550531914893617,0.6848478902557626,0.37938078287217686,912,335,169,207
logistic_regression__C0.0003__pca384__no_whiten__gold1__wetcost1p5,0.0003,384,False,1.0,1.5,train_oof,weak_all,1561,1191,370,0.5464070965855653,0.6860986547085202,0.6387239884720992,0.616499606918239,0.8386473429951691,0.38593155893536124,0.7287993282955499,0.5486486486486486,0.6805591485692242,0.3791855587726642,868,323,167,203
logistic_regression__C0.0003__pca384__no_whiten__gold1__wetcost1p5,0.0003,384,False,1.0,1.5,train_oof,gold_all,62,56,6,0.5464070965855653,0.7741935483870968,0.7261904761904762,0.6131907308377897,0.9565217391304348,0.25,0.7857142857142857,0.6666666666666666,0.8422619047619048,0.5595209628566874,44,12,2,4
logistic_regression__C0.0003__pca384__no_whiten__gold1__wetcost1p5,0.0003,384,False,1.0,1.5,train_oof,gold_3_of_4,31,28,3,0.5464070965855653,0.8064516129032258,0.5952380952380952,0.5694444444444444,0.9230769230769231,0.2,0.8571428571428571,0.3333333333333333,0.738095238095238,0.49206349206349204,24,4,2,1
logistic_regression__C0.0003__pca384__no_whiten__gold1__wetcost1p5,0.0003,384,False,1.0,1.5,train_oof,gold_4_of_4,31,28,3,0.5464070965855653,0.7419354838709677,0.8571428571428572,0.6309523809523809,1.0,0.2727272727272727,0.7142857142857143,1.0,0.9761904761904763,0.8666666666666667,20,8,0,3
logistic_regression__C0.0003__pca384__no_whiten__gold1p5__wetcost1,0.0003,384,False,1.5,1.0,train_oof,all,1623,1247,376,0.5168984223288355,0.674060382008626,0.6504248494258561,0.6144884456587871,0.854043392504931,0.37438423645320196,0.6944667201283079,0.6063829787234043,0.6838198911429985,0.3782203505329483,866,381,148,228
logistic_regression__C0.0003__pca384__no_whiten__gold1p5__wetcost1,0.0003,384,False,1.5,1.0,train_oof,weak_all,1561,1191,370,0.5168984223288355,0.6700832799487508,0.6468593278416956,0.6128921506548063,0.8484536082474227,0.377326565143824,0.6910159529806885,0.6027027027027027,0.6791839698640706,0.37776457375830375,823,368,147,223
logistic_regression__C0.0003__pca384__no_whiten__gold1p5__wetcost1,0.0003,384,False,1.5,1.0,train_oof,gold_all,62,56,6,0.5168984223288355,0.7741935483870968,0.8005952380952381,0.6383333333333333,0.9772727272727273,0.2777777777777778,0.7678571428571429,0.8333333333333334,0.8482142857142856,0.569953194953195,43,13,1,5
logistic_regression__C0.0003__pca384__no_whiten__gold1p5__wetcost1,0.0003,384,False,1.5,1.0,train_oof,gold_3_of_4,31,28,3,0.5168984223288355,0.8387096774193549,0.7619047619047619,0.6750524109014675,0.96,0.3333333333333333,0.8571428571428571,0.6666666666666666,0.75,0.4944444444444444,24,4,1,2
logistic_regression__C0.0003__pca384__no_whiten__gold1p5__wetcost1,0.0003,384,False,1.5,1.0,train_oof,gold_4_of_4,31,28,3,0.5168984223288355,0.7096774193548387,0.8392857142857143,0.6042553191489362,1.0,0.25,0.6785714285714286,1.0,0.9880952380952381,0.9166666666666665,19,9,0,3
logistic_regression__C0.0003__pca384__no_whiten__gold1p5__wetcost1p15,0.0003,384,False,1.5,1.15,train_oof,all,1623,1247,376,0.5253551799339387,0.678373382624769,0.6448721612721595,0.6139517716535433,0.848893166506256,0.375,0.7072975140336808,0.5824468085106383,0.6839478578375334,0.3786229164864304,882,365,157,219
logistic_regression__C0.0003__pca384__no_whiten__gold1p5__wetcost1p15,0.0003,384,False,1.5,1.15,train_oof,weak_all,1561,1191,370,0.5253551799339387,0.6745675848814863,0.6414142101799533,0.6124385170588281,0.84321608040201,0.37809187279151946,0.7044500419815282,0.5783783783783784,0.67938139650986,0.3782771062443105,839,352,156,214
logistic_regression__C0.0003__pca384__no_whiten__gold1p5__wetcost1p15,0.0003,384,False,1.5,1.15,train_oof,gold_all,62,56,6,0.5253551799339387,0.7741935483870968,0.8005952380952381,0.6383333333333333,0.9772727272727273,0.2777777777777778,0.7678571428571429,0.8333333333333334,0.8482142857142856,0.569953194953195,43,13,1,5
logistic_regression__C0.0003__pca384__no_whiten__gold1p5__wetcost1p15,0.0003,384,False,1.5,1.15,train_oof,gold_3_of_4,31,28,3,0.5253551799339387,0.8387096774193549,0.7619047619047619,0.6750524109014675,0.96,0.3333333333333333,0.8571428571428571,0.6666666666666666,0.75,0.4944444444444444,24,4,1,2
logistic_regression__C0.0003__pca384__no_whiten__gold1p5__wetcost1p15,0.0003,384,False,1.5,1.15,train_oof,gold_4_of_4,31,28,3,0.5253551799339387,0.7096774193548387,0.8392857142857143,0.6042553191489362,1.0,0.25,0.6785714285714286,1.0,0.9880952380952381,0.9166666666666665,19,9,0,3
logistic_regression__C0.0003__pca384__no_whiten__gold1p5__wetcost1p3,0.0003,384,False,1.5,1.3,train_oof,all,1623,1247,376,0.5288525883906257,0.6802218114602587,0.6460750482007883,0.6154718422987958,0.8493282149712092,0.3769363166953528,0.7097032878909383,0.5824468085106383,0.683960654506987,0.3784995996366678,885,362,157,219
logistic_regression__C0.0003__pca384__no_whiten__gold1p5__wetcost1p3,0.0003,384,False,1.5,1.3,train_oof,weak_all,1561,1191,370,0.5288525883906257,0.6764894298526586,0.642673656023782,0.6140181566509346,0.843687374749499,0.38010657193605685,0.7069689336691856,0.5783783783783784,0.6794358590328363,0.3781859281068878,842,349,156,214
logistic_regression__C0.0003__pca384__no_whiten__gold1p5__wetcost1p3,0.0003,384,False,1.5,1.3,train_oof,gold_all,62,56,6,0.5288525883906257,0.7741935483870968,0.8005952380952381,0.6383333333333333,0.9772727272727273,0.2777777777777778,0.7678571428571429,0.8333333333333334,0.8482142857142856,0.569953194953195,43,13,1,5
logistic_regression__C0.0003__pca384__no_whiten__gold1p5__wetcost1p3,0.0003,384,False,1.5,1.3,train_oof,gold_3_of_4,31,28,3,0.5288525883906257,0.8387096774193549,0.7619047619047619,0.6750524109014675,0.96,0.3333333333333333,0.8571428571428571,0.6666666666666666,0.75,0.4944444444444444,24,4,1,2
logistic_regression__C0.0003__pca384__no_whiten__gold1p5__wetcost1p3,0.0003,384,False,1.5,1.3,train_oof,gold_4_of_4,31,28,3,0.5288525883906257,0.7096774193548387,0.8392857142857143,0.6042553191489362,1.0,0.25,0.6785714285714286,1.0,0.9880952380952381,0.9166666666666665,19,9,0,3
logistic_regression__C0.0003__pca384__no_whiten__gold1p5__wetcost1p5,0.0003,384,False,1.5,1.5,train_oof,all,1623,1247,376,0.5318736232489278,0.6802218114602587,0.647003873125288,0.6159382062918075,0.85,0.37735849056603776,0.7089013632718525,0.5851063829787234,0.6838881400467505,0.3785224836339649,884,363,156,220
logistic_regression__C0.0003__pca384__no_whiten__gold1p5__wetcost1p5,0.0003,384,False,1.5,1.5,train_oof,weak_all,1561,1191,370,0.5318736232489278,0.6764894298526586,0.643605192093857,0.6144915629301977,0.8443775100401606,0.3805309734513274,0.7061293031066331,0.581081081081081,0.6793723194226972,0.37835716032425526,841,350,155,215
logistic_regression__C0.0003__pca384__no_whiten__gold1p5__wetcost1p5,0.0003,384,False,1.5,1.5,train_oof,gold_all,62,56,6,0.5318736232489278,0.7741935483870968,0.8005952380952381,0.6383333333333333,0.9772727272727273,0.2777777777777778,0.7678571428571429,0.8333333333333334,0.8482142857142857,0.560771744595274,43,13,1,5
logistic_regression__C0.0003__pca384__no_whiten__gold1p5__wetcost1p5,0.0003,384,False,1.5,1.5,train_oof,gold_3_of_4,31,28,3,0.5318736232489278,0.8387096774193549,0.7619047619047619,0.6750524109014675,0.96,0.3333333333333333,0.8571428571428571,0.6666666666666666,0.75,0.4944444444444444,24,4,1,2
logistic_regression__C0.0003__pca384__no_whiten__gold1p5__wetcost1p5,0.0003,384,False,1.5,1.5,train_oof,gold_4_of_4,31,28,3,0.5318736232489278,0.7096774193548387,0.8392857142857143,0.6042553191489362,1.0,0.25,0.6785714285714286,1.0,0.9761904761904763,0.8666666666666667,19,9,0,3
