n_components,explained_variance_ratio,cumulative_explained_variance_ratio
431,3.882823750667379e-05,0.9926998715212986
432,3.866748025563235e-05,0.9927385390015542
433,3.819017962253125e-05,0.9927767291811767
434,3.7870536816417546e-05,0.992814599717993
435,3.7853208055368715e-05,0.9928524529260484
436,3.773847216528354e-05,0.9928901913982137
437,3.7436729159021714e-05,0.9929276281273727
438,3.712570396752479e-05,0.9929647538313402
439,3.695370261280209e-05,0.993001707533953
440,3.6751736604971444e-05,0.993038459270558
441,3.648785529199729e-05,0.99307494712585
442,3.639488041126704e-05,0.9931113420062613
443,3.629154029175952e-05,0.993147633546553
444,3.613022372526841e-05,0.9931837637702783
445,3.5885113401759296e-05,0.9932196488836801
446,3.562724560671786e-05,0.9932552761292868
447,3.5554091057464085e-05,0.9932908302203443
448,3.540106988898591e-05,0.9933262312902332
449,3.5136998329784296e-05,0.993361368288563
450,3.497497133277049e-05,0.9933963432598958
451,3.4824665109894464e-05,0.9934311679250056
452,3.467695478304624e-05,0.9934658448797887
453,3.4455881070239575e-05,0.9935003007608589
454,3.414611329069844e-05,0.9935344468741496
455,3.4124520819477735e-05,0.9935685713949691
456,3.3850937785181476e-05,0.9936024223327543
457,3.3678235539802545e-05,0.9936361005682941
458,3.3520747874672575e-05,0.9936696213161688
459,3.322989488395242e-05,0.9937028512110527
460,3.300077651126865e-05,0.993735851987564
461,3.2849075438375514e-05,0.9937687010630023
462,3.2677822342455076e-05,0.9938013788853448
463,3.25936906427237e-05,0.9938339725759875
464,3.2191385680829576e-05,0.9938661639616683
465,3.197639432963297e-05,0.9938981403559979
466,3.1947555361210006e-05,0.9939300879113591
467,3.176183371630769e-05,0.9939618497450754
468,3.157068535073754e-05,0.9939934204304262
469,3.15293835961296e-05,0.9940249498140223
470,3.123381335945101e-05,0.9940561836273818
471,3.093801430887769e-05,0.9940871216416907
472,3.081147202911274e-05,0.9941179331137198
473,3.057354397221679e-05,0.9941485066576919
474,3.0398561537483077e-05,0.9941789052192295
475,3.0333392881056836e-05,0.9942092386121105
476,3.0251547116808278e-05,0.9942394901592273
477,3.011135355151442e-05,0.9942696015127788
478,2.995183449905228e-05,0.9942995533472778
479,2.9808252057219386e-05,0.994329361599335
480,2.963307089860416e-05,0.9943589946702337
481,2.9467519154962906e-05,0.9943884621893887
482,2.9235767222066897e-05,0.9944176979566107
483,2.9094572803904558e-05,0.9944467925294146
484,2.90272508488352e-05,0.9944758197802634
485,2.881657730215607e-05,0.9945046363575656
486,2.8664650394956095e-05,0.9945333010079606
487,2.8464119486350475e-05,0.9945617651274469
488,2.8231385843327884e-05,0.9945899965132902
489,2.81879472978755e-05,0.994618184460588
490,2.8040746368561227e-05,0.9946462252069566
491,2.7904609015182508e-05,0.9946741298159717
492,2.76566456222798e-05,0.994701786461594
493,2.7506410180925176e-05,0.9947292928717749
494,2.7334831196178827e-05,0.9947566277029711
495,2.7289965712550948e-05,0.9947839176686837
496,2.704736735112814e-05,0.9948109650360348
497,2.6982286568359832e-05,0.9948379473226032
498,2.6876174913843986e-05,0.994864823497517
499,2.6634687166920594e-05,0.9948914581846839
500,2.6388544228435452e-05,0.9949178467289124
501,2.6304621674814333e-05,0.9949441513505872
502,2.614193687240635e-05,0.9949702932874597
503,2.604237439965967e-05,0.9949963356618593
504,2.6029555914353844e-05,0.9950223652177737
505,2.590106017540494e-05,0.9950482662779491
506,2.5728840967737313e-05,0.9950739951189168
507,2.5653164576009433e-05,0.9950996482834928
508,2.5473217667361025e-05,0.9951251215011602
509,2.5409258401535494e-05,0.9951505307595617
510,2.527380683044087e-05,0.9951758045663922
511,2.5020651273333987e-05,0.9952008252176655
512,2.4895479409849893e-05,0.9952257206970754
513,2.475056561752129e-05,0.995250471262693
514,2.4653275864171607e-05,0.9952751245385572
515,2.4500124262595577e-05,0.9952996246628197
516,2.442168483395213e-05,0.9953240463476537
517,2.419177451284689e-05,0.9953482381221666
518,2.40516421008635e-05,0.9953722897642674
519,2.3951611790187597e-05,0.9953962413760575
520,2.3769831171997608e-05,0.9954200112072296
521,2.3696558336595753e-05,0.9954437077655661
522,2.365835855921384e-05,0.9954673661241253
523,2.344404412946649e-05,0.9954908101682548
524,2.3394674824381416e-05,0.9955142048430792
525,2.3238466707308583e-05,0.9955374433097864
526,2.307608801890352e-05,0.9955605193978053
527,2.305100569451166e-05,0.9955835704034999
528,2.296500167424611e-05,0.9956065354051741
529,2.2734804986700405e-05,0.9956292702101608
530,2.258760352019575e-05,0.9956518578136809
531,2.2528964834165896e-05,0.995674386778515
