dataset,threshold,n_samples,n_no_cough,n_cough,accuracy,balanced_accuracy,precision_cough,recall_cough,specificity_no_cough,f1_cough,macro_f1,roc_auc,tn_no_cough_correct,fp_no_cough_as_cough,fn_cough_as_no_cough,tp_cough_correct,cough_quality
train_oof,0.5,7718,5603,2115,0.9637211712878984,0.9545569348402936,0.9333963155408596,0.9342789598108748,0.9748349098697128,0.9338374291115312,0.9544231772476612,0.9872270385376966,5462,141,139,1976,
train_fit,0.5,7718,5603,2115,0.9695516973309148,0.9600443278233672,0.9493307839388144,0.9390070921985816,0.9810815634481528,0.9441407178512004,0.9616063817237122,0.9913636269661348,5497,106,129,1986,
validation,0.5,1709,1246,463,0.9713282621416032,0.9599781937188204,0.9579646017699116,0.9352051835853132,0.9847512038523274,0.946448087431694,0.963435789620761,0.9932553068306702,1227,19,30,433,
test,0.5,1689,1261,428,0.9692125518058022,0.9608603170603363,0.9351851851851852,0.9439252336448598,0.9777954004758128,0.9395348837209302,0.9594417865784952,0.9935020418448495,1233,28,24,404,
test_good_cough_vs_shared_no_cough,0.5,1479,1261,218,0.9797160243407708,0.9843105442746036,0.8852459016393442,0.9908256880733946,0.9777954004758128,0.935064935064935,0.9615228521478522,0.9977482557166658,1233,28,2,216,good
test_ok_cough_vs_shared_no_cough,0.5,1407,1261,146,0.9772565742714996,0.9751990701009201,0.8352941176470589,0.9726027397260274,0.9777954004758128,0.8987341772151899,0.9429619645083156,0.99731133151554,1233,28,4,142,ok
test_poor_cough_vs_shared_no_cough,0.5,1300,1261,39,0.9761538461538461,0.9504361617763679,0.5625,0.9230769230769231,0.9777954004758128,0.6990291262135923,0.8433071141680697,0.9953028731775758,1233,28,3,36,poor
