split,cough_source,n_cough_segments,n_cough_recordings,recall_cough,false_negative_rate,mean_probability_cough,median_probability_cough
train_oof,original_cough,1983,1983,0.9732728189611699,0.026727181038830056,0.9336250705188545,0.9823882206265943
train_oof,new_fsd50k_cough,132,121,0.3484848484848485,0.6515151515151515,0.36499326493494505,0.2780436707946907
