analysis,preset,loaded_splits,validation_loaded,test_loaded,pca_applied,classifier_trained,sample_rate,event_temporal_pooling,recording_event_pooling,event_count,recording_count,dry_recording_count,wet_recording_count,s2_path_count,input_tensor_shape,recording_matrix_shape,xi_frequency_convention,frequency_conversion,ranking_primary,ranking_secondary
stage2_wst_s2_path_analysis_train_only,paper_q8_q1_t500_full,train_only,False,False,False,False,16000,mean,mean,4230,1623,1247,376,549,4230x644x5,1623x549,Kymatio 0.3.0: xi verificada como frecuencia normalizada en ciclos/muestra mediante morlet_1d y numpy.fft.fftfreq; Hz = xi * 16000,frequency_hz = xi * 16000,abs_cliffs_delta,auc_separation
