split,experiment,candidate_key,pooling_key,threshold_policy,threshold,parameter_count,model_size_kb_float32_keras,accuracy,balanced_accuracy,macro_f1,dry_precision,wet_precision,dry_recall,wet_recall,roc_auc,average_precision_wet,tn_dry_correct,fp_dry_as_wet,fn_wet_as_dry,tp_wet_correct
train_oof,wavelet_scattering_recording_mlp,tiny__h32x8__drop0p25__l20p001__lr0p0005,mean_std_max,fixed_0p5,0.5,62129,,0.6229205175600739,0.5994973041683018,0.5648259787599453,0.8276573787409701,0.3195718654434251,0.6431435445068163,0.5558510638297872,0.6278749850705523,0.3465748468577411,802,445,167,209
train_oof,wavelet_scattering_recording_mlp,tiny__h32x8__drop0p25__l20p001__lr0p0005,mean_std_max,oof_tuned,0.5909020304679871,62129,,0.7196549599507086,0.5890712177310652,0.5919327610358823,0.8084112149532711,0.3834808259587021,0.8323977546110666,0.34574468085106386,0.6278749850705523,0.3465748468577411,1038,209,246,130
