candidate_key,hidden_units,dropout_rate,l2_strength,learning_rate,parameter_count,threshold_oof,elapsed_seconds,oof_tuned__accuracy,oof_tuned__balanced_accuracy,oof_tuned__macro_f1,oof_tuned__dry_precision,oof_tuned__wet_precision,oof_tuned__dry_recall,oof_tuned__wet_recall,oof_tuned__roc_auc,oof_tuned__average_precision_wet,oof_tuned__tn_dry_correct,oof_tuned__fp_dry_as_wet,oof_tuned__fn_wet_as_dry,oof_tuned__tp_wet_correct,fixed_0p5__accuracy,fixed_0p5__balanced_accuracy,fixed_0p5__macro_f1,fixed_0p5__dry_precision,fixed_0p5__wet_precision,fixed_0p5__dry_recall,fixed_0p5__wet_recall,fixed_0p5__roc_auc,fixed_0p5__average_precision_wet,fixed_0p5__tn_dry_correct,fixed_0p5__fp_dry_as_wet,fixed_0p5__fn_wet_as_dry,fixed_0p5__tp_wet_correct
tiny__h32x8__drop0p25__l20p001__lr0p0005,32x8,0.25,0.001,0.0005,62129,0.5909020304679871,10.349376300349832,0.7196549599507086,0.5890712177310652,0.5919327610358823,0.8084112149532711,0.3834808259587021,0.8323977546110666,0.34574468085106386,0.6278749850705523,0.3465748468577411,1038,209,246,130,0.6229205175600739,0.5994973041683018,0.5648259787599453,0.8276573787409701,0.3195718654434251,0.6431435445068163,0.5558510638297872,0.6278749850705523,0.3465748468577411,802,445,167,209
