candidate_key,outer_fold,seed,outer_train_recordings,inner_train_recordings,inner_validation_recordings,outer_validation_recordings,epochs_run,best_epoch,best_inner_val_loss,outer_macro_f1_at_0p5,outer_wet_recall_at_0p5
tiny__h32x8__drop0p25__l20p001__lr0p0005,0,42,1298,1103,195,325,11,6,0.7461702227592468,0.58317347218416,0.5789473684210527
tiny__h32x8__drop0p25__l20p001__lr0p0005,1,43,1298,1103,195,325,7,2,0.756829023361206,0.545129056407252,0.5333333333333333
tiny__h32x8__drop0p25__l20p001__lr0p0005,2,44,1299,1104,195,324,7,2,0.7338520288467407,0.5326923076923077,0.5066666666666667
tiny__h32x8__drop0p25__l20p001__lr0p0005,3,45,1298,1103,195,325,8,3,0.7664412260055542,0.6133678289694044,0.56
tiny__h32x8__drop0p25__l20p001__lr0p0005,4,46,1299,1104,195,324,6,1,0.6987382173538208,0.5502241249589369,0.6
