candidate_key,outer_fold,inner_repeat,epoch,learning_rate,train_loss,validation_loss,validation_accuracy,validation_balanced_accuracy,validation_macro_f1,validation_dry_precision,validation_wet_precision,validation_dry_recall,validation_wet_recall,validation_roc_auc,validation_average_precision_wet,validation_tn_dry_correct,validation_fp_dry_as_wet,validation_fn_wet_as_dry,validation_tp_wet_correct,best_epoch_inner,epochs_run_inner
mil_attention__proj16__emb8__att8__drop0p2__l20p001__lr0p0005__spdrop0__embdrop0,0,1,10,0.0002500000118743628,0.6386049389839172,0.7452141642570496,0.5846153846153846,0.5666666666666667,0.5308740978348035,0.8108108108108109,0.2857142857142857,0.6,0.5333333333333333,0.6194074074074074,0.3272813768258091,90,60,21,24,10,22
mil_attention__proj16__emb8__att8__drop0p2__l20p001__lr0p0005__spdrop0__embdrop0,0,1,11,0.0002500000118743628,0.6352831721305847,0.7493938207626343,0.6,0.5688888888888889,0.5388673296143585,0.8103448275862069,0.2911392405063291,0.6266666666666667,0.5111111111111111,0.613925925925926,0.325320928796533,94,56,22,23,10,22
mil_attention__proj16__emb8__att8__drop0p2__l20p001__lr0p0005__spdrop0__embdrop0,0,1,12,0.0002500000118743628,0.628072202205658,0.7521997690200806,0.6051282051282051,0.5722222222222222,0.5427971133643921,0.811965811965812,0.2948717948717949,0.6333333333333333,0.5111111111111111,0.6114074074074074,0.3247898860039341,95,55,22,23,10,22
mil_attention__proj16__emb8__att8__drop0p2__l20p001__lr0p0005__spdrop0__embdrop0,0,1,13,0.0002500000118743628,0.6168635487556458,0.7470197081565857,0.5897435897435898,0.5700000000000001,0.5348282442748091,0.8125,0.2891566265060241,0.6066666666666667,0.5333333333333333,0.6173333333333333,0.32624636431926957,91,59,21,24,10,22
mil_attention__proj16__emb8__att8__drop0p2__l20p001__lr0p0005__spdrop0__embdrop0,0,1,14,0.0002500000118743628,0.6269975304603577,0.7541069388389587,0.5846153846153846,0.5588888888888889,0.5271099667674621,0.8053097345132744,0.2804878048780488,0.6066666666666667,0.5111111111111111,0.6128888888888889,0.3233879648787027,91,59,22,23,10,22
mil_attention__proj16__emb8__att8__drop0p2__l20p001__lr0p0005__spdrop0__embdrop0,0,1,15,0.0001250000059371814,0.6103951930999756,0.747649610042572,0.6051282051282051,0.5955555555555555,0.5540408090528379,0.8288288288288288,0.30952380952380953,0.6133333333333333,0.5777777777777777,0.6219259259259259,0.32836625856425683,92,58,19,26,10,22
mil_attention__proj16__emb8__att8__drop0p2__l20p001__lr0p0005__spdrop0__embdrop0,0,1,16,0.0001250000059371814,0.6106211543083191,0.7496174573898315,0.5948717948717949,0.5811111111111111,0.5424574534438207,0.8198198198198198,0.2976190476190476,0.6066666666666667,0.5555555555555556,0.6161481481481482,0.3268108155449455,91,59,20,25,10,22
mil_attention__proj16__emb8__att8__drop0p2__l20p001__lr0p0005__spdrop0__embdrop0,0,1,17,0.0001250000059371814,0.6014611124992371,0.7557610273361206,0.5897435897435898,0.5777777777777777,0.5384615384615384,0.8181818181818182,0.29411764705882354,0.6,0.5555555555555556,0.6139259259259259,0.32628927407599084,90,60,20,25,10,22
mil_attention__proj16__emb8__att8__drop0p2__l20p001__lr0p0005__spdrop0__embdrop0,0,1,18,0.0001250000059371814,0.59424889087677,0.75253826379776,0.6051282051282051,0.5877777777777777,0.5504625610011676,0.8230088495575221,0.3048780487804878,0.62,0.5555555555555556,0.6245925925925926,0.3375779444278227,93,57,20,25,10,22
mil_attention__proj16__emb8__att8__drop0p2__l20p001__lr0p0005__spdrop0__embdrop0,0,1,19,6.25000029685907e-05,0.6011762619018555,0.7523825764656067,0.5948717948717949,0.5811111111111111,0.5424574534438207,0.8198198198198198,0.2976190476190476,0.6066666666666667,0.5555555555555556,0.622962962962963,0.33877799837057787,91,59,20,25,10,22
mil_attention__proj16__emb8__att8__drop0p2__l20p001__lr0p0005__spdrop0__embdrop0,0,1,20,6.25000029685907e-05,0.6021272540092468,0.750187337398529,0.5897435897435898,0.5777777777777777,0.5384615384615384,0.8181818181818182,0.29411764705882354,0.6,0.5555555555555556,0.6228148148148148,0.3373738681038304,90,60,20,25,10,22
mil_attention__proj16__emb8__att8__drop0p2__l20p001__lr0p0005__spdrop0__embdrop0,0,1,21,6.25000029685907e-05,0.5953698754310608,0.7507154941558838,0.6,0.5844444444444444,0.5464575381679388,0.8214285714285714,0.30120481927710846,0.6133333333333333,0.5555555555555556,0.6265185185185185,0.33785616995529244,92,58,20,25,10,22
mil_attention__proj16__emb8__att8__drop0p2__l20p001__lr0p0005__spdrop0__embdrop0,0,1,22,6.25000029685907e-05,0.5890108346939087,0.7501351237297058,0.5897435897435898,0.5777777777777777,0.5384615384615384,0.8181818181818182,0.29411764705882354,0.6,0.5555555555555556,0.6263703703703704,0.33717069243108977,90,60,20,25,10,22
mil_attention__proj16__emb8__att8__drop0p2__l20p001__lr0p0005__spdrop0__embdrop0,0,2,1,0.0005000000237487257,0.7561424374580383,0.7388813495635986,0.6256410256410256,0.5544444444444444,0.5403467984113145,0.7984496124031008,0.2878787878787879,0.6866666666666666,0.4222222222222222,0.6185185185185185,0.3536603542115153,103,47,26,19,7,19
mil_attention__proj16__emb8__att8__drop0p2__l20p001__lr0p0005__spdrop0__embdrop0,0,2,2,0.0005000000237487257,0.7380159497261047,0.7300469279289246,0.6256410256410256,0.5777777777777777,0.5543345543345544,0.8130081300813008,0.3055555555555556,0.6666666666666666,0.4888888888888889,0.6362962962962964,0.353359564629697,100,50,23,22,7,19
mil_attention__proj16__emb8__att8__drop0p2__l20p001__lr0p0005__spdrop0__embdrop0,0,2,3,0.0005000000237487257,0.7247062921524048,0.7268356680870056,0.6307692307692307,0.5966666666666667,0.5666666666666667,0.825,0.32,0.66,0.5333333333333333,0.642962962962963,0.35616954338712137,99,51,21,24,7,19
mil_attention__proj16__emb8__att8__drop0p2__l20p001__lr0p0005__spdrop0__embdrop0,0,2,4,0.0005000000237487257,0.7117286920547485,0.720058262348175,0.6512820512820513,0.6022222222222222,0.5785659801678108,0.8253968253968254,0.3333333333333333,0.6933333333333334,0.5111111111111111,0.6586666666666666,0.3628960976992619,104,46,22,23,7,19
mil_attention__proj16__emb8__att8__drop0p2__l20p001__lr0p0005__spdrop0__embdrop0,0,2,5,0.0005000000237487257,0.7050572633743286,0.7168283462524414,0.6358974358974359,0.6,0.570684362305808,0.8264462809917356,0.32432432432432434,0.6666666666666666,0.5333333333333333,0.6622222222222223,0.36228924257697526,100,50,21,24,7,19
mil_attention__proj16__emb8__att8__drop0p2__l20p001__lr0p0005__spdrop0__embdrop0,0,2,6,0.0005000000237487257,0.6947538256645203,0.7130845189094543,0.6512820512820513,0.6022222222222222,0.5785659801678108,0.8253968253968254,0.3333333333333333,0.6933333333333334,0.5111111111111111,0.6663703703703704,0.3667386447713442,104,46,22,23,7,19
mil_attention__proj16__emb8__att8__drop0p2__l20p001__lr0p0005__spdrop0__embdrop0,0,2,7,0.0005000000237487257,0.6799987554550171,0.7096952199935913,0.6461538461538462,0.5911111111111111,0.5701415290246318,0.8188976377952756,0.3235294117647059,0.6933333333333334,0.4888888888888889,0.6751111111111111,0.36649235931475377,104,46,23,22,7,19
mil_attention__proj16__emb8__att8__drop0p2__l20p001__lr0p0005__spdrop0__embdrop0,0,2,8,0.0005000000237487257,0.6731430888175964,0.7143070101737976,0.6410256410256411,0.6188888888888888,0.5825177391729875,0.8389830508474576,0.33766233766233766,0.66,0.5777777777777777,0.6619259259259259,0.34573613058494335,99,51,19,26,7,19
mil_attention__proj16__emb8__att8__drop0p2__l20p001__lr0p0005__spdrop0__embdrop0,0,2,9,0.0005000000237487257,0.6569591164588928,0.7163558602333069,0.6461538461538462,0.6066666666666667,0.5787545787545787,0.8292682926829268,0.3333333333333333,0.68,0.5333333333333333,0.6638518518518518,0.35580775411423315,102,48,21,24,7,19
mil_attention__proj16__emb8__att8__drop0p2__l20p001__lr0p0005__spdrop0__embdrop0,0,2,10,0.0005000000237487257,0.6506587862968445,0.7144243121147156,0.6564102564102564,0.6211111111111112,0.590964590964591,0.8373983739837398,0.3472222222222222,0.6866666666666666,0.5555555555555556,0.6712592592592592,0.35805693817978207,103,47,20,25,7,19
mil_attention__proj16__emb8__att8__drop0p2__l20p001__lr0p0005__spdrop0__embdrop0,0,2,11,0.0005000000237487257,0.6320539116859436,0.7223678231239319,0.6923076923076923,0.6444444444444444,0.6201298701298701,0.8461538461538461,0.38461538461538464,0.7333333333333333,0.5555555555555556,0.6765925925925926,0.35748525604640236,110,40,20,25,7,19
mil_attention__proj16__emb8__att8__drop0p2__l20p001__lr0p0005__spdrop0__embdrop0,0,2,12,0.0002500000118743628,0.6210740208625793,0.7133174538612366,0.6923076923076923,0.6366666666666667,0.615839243498818,0.8409090909090909,0.38095238095238093,0.74,0.5333333333333333,0.6808888888888889,0.34739082225026896,111,39,21,24,7,19
mil_attention__proj16__emb8__att8__drop0p2__l20p001__lr0p0005__spdrop0__embdrop0,0,2,13,0.0002500000118743628,0.6135753989219666,0.7155202031135559,0.676923076923077,0.6577777777777778,0.6190579552854352,0.859504132231405,0.3783783783783784,0.6933333333333334,0.6222222222222222,0.678962962962963,0.3474103140277209,104,46,17,28,7,19
mil_attention__proj16__emb8__att8__drop0p2__l20p001__lr0p0005__spdrop0__embdrop0,0,2,14,0.0002500000118743628,0.6042174100875854,0.7190967202186584,0.6923076923076923,0.6599999999999999,0.6281464530892449,0.8571428571428571,0.391304347826087,0.72,0.6,0.6814814814814815,0.3510463219542498,108,42,18,27,7,19
mil_attention__proj16__emb8__att8__drop0p2__l20p001__lr0p0005__spdrop0__embdrop0,0,2,15,0.0002500000118743628,0.6029973030090332,0.7271115779876709,0.6974358974358974,0.6477777777777778,0.6243755917594437,0.8473282442748091,0.390625,0.74,0.5555555555555556,0.6761481481481482,0.34756009903585117,111,39,20,25,7,19
mil_attention__proj16__emb8__att8__drop0p2__l20p001__lr0p0005__spdrop0__embdrop0,0,2,16,0.0001250000059371814,0.5970008969306946,0.7231367826461792,0.6871794871794872,0.6644444444444444,0.6275946275946276,0.8617886178861789,0.3888888888888889,0.7066666666666667,0.6222222222222222,0.6792592592592592,0.34235029141684437,106,44,17,28,7,19
mil_attention__proj16__emb8__att8__drop0p2__l20p001__lr0p0005__spdrop0__embdrop0,0,2,17,0.0001250000059371814,0.5784499049186707,0.7243863344192505,0.6974358974358974,0.6711111111111111,0.636205533596838,0.864,0.4,0.72,0.6222222222222222,0.6814814814814815,0.3453374298349151,108,42,17,28,7,19
mil_attention__proj16__emb8__att8__drop0p2__l20p001__lr0p0005__spdrop0__embdrop0,0,2,18,0.0001250000059371814,0.5793548822402954,0.7241348028182983,0.6974358974358974,0.6711111111111111,0.636205533596838,0.864,0.4,0.72,0.6222222222222222,0.6832592592592592,0.3490989090342391,108,42,17,28,7,19
mil_attention__proj16__emb8__att8__drop0p2__l20p001__lr0p0005__spdrop0__embdrop0,0,2,19,0.0001250000059371814,0.5771566033363342,0.7275109887123108,0.6820512820512821,0.6611111111111111,0.6233175473579262,0.860655737704918,0.3835616438356164,0.7,0.6222222222222222,0.6862222222222222,0.3518298111999354,105,45,17,28,7,19
mil_attention__proj16__emb8__att8__drop0p2__l20p001__lr0p0005__spdrop0__embdrop0,1,0,1,0.0005000000237487257,0.7485763430595398,0.7470431327819824,0.24615384615384617,0.51,0.2094812608587739,1.0,0.234375,0.02,1.0,0.6352592592592592,0.3195651279786238,3,147,0,45,21,33
mil_attention__proj16__emb8__att8__drop0p2__l20p001__lr0p0005__spdrop0__embdrop0,1,0,2,0.0005000000237487257,0.7359829545021057,0.740551233291626,0.31794871794871793,0.5488888888888889,0.30560389836407936,0.9473684210526315,0.25,0.12,0.9777777777777777,0.676,0.3472451234121646,18,132,1,44,21,33
mil_attention__proj16__emb8__att8__drop0p2__l20p001__lr0p0005__spdrop0__embdrop0,1,0,3,0.0005000000237487257,0.726816713809967,0.7389634251594543,0.46153846153846156,0.5955555555555556,0.4587485791324116,0.8813559322033898,0.27941176470588236,0.3466666666666667,0.8444444444444444,0.66,0.3339313947811126,52,98,7,38,21,33
mil_attention__proj16__emb8__att8__drop0p2__l20p001__lr0p0005__spdrop0__embdrop0,1,0,4,0.0005000000237487257,0.7170531153678894,0.7354100942611694,0.5025641025641026,0.6144444444444445,0.49491308179123605,0.8840579710144928,0.29365079365079366,0.4066666666666667,0.8222222222222222,0.6822222222222223,0.3512760942457972,61,89,8,37,21,33
mil_attention__proj16__emb8__att8__drop0p2__l20p001__lr0p0005__spdrop0__embdrop0,1,0,5,0.0005000000237487257,0.7140833139419556,0.7333688735961914,0.5435897435897435,0.5944444444444444,0.5191055446257862,0.8426966292134831,0.29245283018867924,0.5,0.6888888888888889,0.680962962962963,0.3480806520085342,75,75,14,31,21,33
mil_attention__proj16__emb8__att8__drop0p2__l20p001__lr0p0005__spdrop0__embdrop0,1,0,6,0.0005000000237487257,0.7104478478431702,0.7333674430847168,0.6153846153846154,0.6333333333333333,0.5751633986928104,0.8571428571428571,0.3333333333333333,0.6,0.6666666666666666,0.6399999999999999,0.3241244160605614,90,60,15,30,21,33
mil_attention__proj16__emb8__att8__drop0p2__l20p001__lr0p0005__spdrop0__embdrop0,1,0,7,0.0005000000237487257,0.7018188834190369,0.7279919981956482,0.6512820512820513,0.6799999999999999,0.6134561567164178,0.8867924528301887,0.3707865168539326,0.6266666666666667,0.7333333333333333,0.6805925925925926,0.3428826357006106,94,56,12,33,21,33
mil_attention__proj16__emb8__att8__drop0p2__l20p001__lr0p0005__spdrop0__embdrop0,1,0,8,0.0005000000237487257,0.6933289766311646,0.7240509986877441,0.6512820512820513,0.6877777777777778,0.6161417322834646,0.8942307692307693,0.37362637362637363,0.62,0.7555555555555555,0.6958518518518518,0.3493630018710811,93,57,11,34,21,33
mil_attention__proj16__emb8__att8__drop0p2__l20p001__lr0p0005__spdrop0__embdrop0,1,0,9,0.0005000000237487257,0.6769669651985168,0.7151899337768555,0.6717948717948717,0.6311111111111112,0.6033562166285278,0.8412698412698413,0.36231884057971014,0.7066666666666667,0.5555555555555556,0.6762962962962963,0.35112771513496344,106,44,20,25,21,33
mil_attention__proj16__emb8__att8__drop0p2__l20p001__lr0p0005__spdrop0__embdrop0,1,0,10,0.0005000000237487257,0.6679815053939819,0.7109154462814331,0.6717948717948717,0.6311111111111112,0.6033562166285278,0.8412698412698413,0.36231884057971014,0.7066666666666667,0.5555555555555556,0.6761481481481482,0.3458511071016376,106,44,20,25,21,33
mil_attention__proj16__emb8__att8__drop0p2__l20p001__lr0p0005__spdrop0__embdrop0,1,0,11,0.0005000000237487257,0.6558413505554199,0.7093591690063477,0.6871794871794872,0.6333333333333333,0.6116425609716283,0.8396946564885496,0.375,0.7333333333333333,0.5333333333333333,0.6682962962962963,0.34835477793669134,110,40,21,24,21,33
mil_attention__proj16__emb8__att8__drop0p2__l20p001__lr0p0005__spdrop0__embdrop0,1,0,12,0.0005000000237487257,0.643627941608429,0.706262469291687,0.6871794871794872,0.6333333333333333,0.6116425609716283,0.8396946564885496,0.375,0.7333333333333333,0.5333333333333333,0.6706666666666666,0.3502577954134173,110,40,21,24,21,33
mil_attention__proj16__emb8__att8__drop0p2__l20p001__lr0p0005__spdrop0__embdrop0,1,0,13,0.0005000000237487257,0.6421085596084595,0.7042286992073059,0.6923076923076923,0.6288888888888888,0.6113473292585703,0.835820895522388,0.3770491803278688,0.7466666666666667,0.5111111111111111,0.6703703703703703,0.3576218846520238,112,38,22,23,21,33
mil_attention__proj16__emb8__att8__drop0p2__l20p001__lr0p0005__spdrop0__embdrop0,1,0,14,0.0005000000237487257,0.6377564668655396,0.6908418536186218,0.6923076923076923,0.6444444444444444,0.6201298701298701,0.8461538461538461,0.38461538461538464,0.7333333333333333,0.5555555555555556,0.6927407407407408,0.3744815011856367,110,40,20,25,21,33
mil_attention__proj16__emb8__att8__drop0p2__l20p001__lr0p0005__spdrop0__embdrop0,1,0,15,0.0005000000237487257,0.6244640946388245,0.6870028972625732,0.7025641025641025,0.6433333333333333,0.6243024182832846,0.8432835820895522,0.39344262295081966,0.7533333333333333,0.5333333333333333,0.7026666666666666,0.39071470870597974,113,37,21,24,21,33
mil_attention__proj16__emb8__att8__drop0p2__l20p001__lr0p0005__spdrop0__embdrop0,1,0,16,0.0005000000237487257,0.6074846982955933,0.6893953680992126,0.6871794871794872,0.6411111111111112,0.6159062288094547,0.8449612403100775,0.3787878787878788,0.7266666666666667,0.5555555555555556,0.6877037037037037,0.3988335462019364,109,41,20,25,21,33
