preset,unit_of_training,pooling,inner_repeats_per_outer_fold,outer_epoch_policy,inner_early_stopping_monitor,inner_reduce_lr_monitor,epoch_metric_threshold,winner,selection_policy,threshold_policy,threshold,final_epochs_from_outer_median,parameter_count,model_size_kb_float32_keras,class_balance,smote_used,validation_used_for_selection,test_read,channel_mean_min,channel_mean_max,channel_scale_min,channel_scale_max,cnn_pooling,cnn_projection_channels,cnn_embedding_units,cnn_attention_units,cnn_dropout_rate,cnn_l2_strength,cnn_learning_rate,cnn_batch_size,cnn_max_epochs,cnn_patience,cnn_encoder_spatial_dropout_rate,cnn_embedding_dropout_rate,wst_name,wst_sample_rate,wst_target_duration_seconds,wst_invariance_scale_seconds,wst_first_order_wavelets_per_octave,wst_second_order_wavelets_per_octave,wst_max_order,wst_normalize_waveform_peak,wst_target_samples,wst_invariance_samples,wst_J,wst_Q,wst_backend,wst_batch_size,wst_coefficient_transform,wst_temporal_aggregation,wst_dimensionality_reduction,wst_stored_axis_order,wst_cnn_axis_order_recommended,wst_cnn_transpose,wst_stored_dtype,wst_test_processed,wst_path_count,wst_time_position_count,wst_raw_scattering_value_count,wst_feature_dimension,wst_order_0_paths,wst_order_1_paths,wst_order_2_paths,wst_tensor_shape_per_event
paper_q8_q1_t500_full,recording_bag,gated_attention,3,median_best_epoch_from_three_inner_splits,val_loss,val_loss,0.5,mil_attention__proj32__emb16__att16__drop0p35__l20p003__lr0p0003__spdrop0p2__embdrop0p25,macro_f1_tolerance_0p005_then_auc_then_worst_wet_recall_then_fold_std_then_size,oof_tuned_frozen,0.6279127895832062,23,24633,379.4140625,balanced_sample_weight_per_recording,False,False,False,3.069801574398512e-12,0.004596674349159002,1.5471613573625476e-11,0.00445270212367177,attention,32,16,16,0.35,0.003,0.0003,32,120,12,0.2,0.25,paper_q8_q1_t500_full,16000,1.5,0.5,8,1,2,True,24000,8000,13,"(8, 1)",kymatio.numpy,32,none_raw_nonnegative_scattering,none,none,"event,path,time","event,time,path","np.transpose(X, (0, 2, 1))",float32,False,644,5,3220,3220,1,94,549,644x5
