event_feature_count,recording_feature_count,pooling_key,pooling_statistics,pooling_selection_rf,pooling_selection_metric,selected_rf,threshold_selection,fixed_threshold_reported,pca_used,standardization_used,smote_used,validation_used_for_selection,test_processed,rf_tree_count,rf_total_nodes,rf_total_leaves,rf_mean_nodes_per_tree,rf_max_observed_depth
644,1932,mean_std_max,mean|std|max,rf__trees300__depth10__leaf5__features0p1,macro_f1_oof_tuned,rf__trees200__depth8__leaf5__features0p1,train_oof_macro_f1,0.5,False,False,False,False,False,200,20204,10202,101.02,8
