feature_count,feature_selection,selected_smote_candidate,smote_scope,scaler_scope,scaler_weighting,classifier_weighting_after_smote,validation_used_for_selection,test_processed,rf_tree_count,rf_total_nodes,rf_total_leaves,rf_mean_nodes_per_tree,rf_max_observed_depth
644,mi_selected_100_percent,smote__ratio0p75__k3,training_partition_inside_each_fold,training_partition_inside_each_fold,1_over_events_per_recording,none,False,False,300,95680,47990,318.93333333333334,10
